Specimen.ID,born,died,treatment,diet,weight
#91965,1013,2212,control,control,15
#91960,373,1617,control,treated,23
#91196,1056,2223,treated,control,23
#92932,1072,2306,treated,treated,24
#96654,855,2096,control,control,21
#94317,123,1340,control,treated,16
#93549,458,1668,treated,control,19
#97220,772,1946,control,control,19
#91930,286,1448,treated,control,21
#90548,306,1457,treated,control,23
#92998,493,1659,treated,treated,18
#93327,637,1857,treated,control,16
#95196,329,1515,control,control,20
#95959,1054,2216,control,control,23
#95225,687,1876,control,control,18
#95108,515,1714,control,treated,18
#92663,444,1624,control,treated,16
#96820,477,1628,treated,control,24
#92609,479,1697,treated,control,20
#97360,460,1641,treated,treated,24
#97172,12,1191,control,treated,19
#90750,298,1464,control,control,21
#97846,126,1307,control,control,16
#99720,650,1863,treated,control,20
#93974,149,1360,treated,control,18
#93632,617,1796,control,treated,23
#91806,895,2112,control,control,16
#93296,716,1933,control,control,16
#95649,273,1505,control,treated,20
#97070,260,1444,treated,control,19
#94481,922,2146,treated,control,18
#99898,682,1878,treated,treated,18
#90273,762,1963,treated,treated,17
#93729,625,1851,control,treated,16
#95598,1052,2210,control,treated,17
#98747,1085,2287,treated,control,19
#90693,535,1734,control,treated,20
#95789,1014,2171,treated,control,20
#96049,528,1695,treated,treated,20
#97946,524,1685,control,control,22
#94248,374,1547,treated,treated,20
#98708,141,1336,control,control,23
#96784,850,2064,control,treated,15
#93839,48,1200,treated,treated,20
#94805,873,2042,treated,control,23
#90827,542,1774,treated,treated,24
#99251,853,2038,control,control,15
#94415,264,1424,treated,control,19
#97323,625,1775,treated,treated,22
#99171,595,1746,control,treated,21
#97857,1007,2228,control,control,15
#90449,367,1576,treated,treated,23
#91731,714,1942,control,control,18
#93201,1046,2250,treated,control,16
#97553,279,1490,control,treated,19
#96326,739,1940,treated,treated,18
#99354,114,1275,control,treated,15
#98446,197,1359,control,control,18
#99652,530,1708,treated,treated,18
#97664,616,1778,treated,control,24
#90057,77,1280,control,treated,15
#91741,498,1666,treated,control,17
#96131,887,2079,treated,treated,24
#93871,1012,2192,treated,control,15
#96124,617,1816,control,control,20
#92270,770,1986,treated,control,16
#90644,810,2018,control,control,18
#93207,442,1647,control,treated,15
#97578,713,1915,treated,treated,20
#90871,395,1562,treated,control,15
#99723,306,1489,treated,control,18
#94983,611,1798,treated,treated,15
#92554,399,1604,treated,control,20
#92565,365,1555,treated,control,15
#98882,468,1656,control,treated,21
#93235,986,2177,control,control,20
#93191,102,1294,treated,control,23
#93498,367,1530,control,control,24
#94799,1088,2274,treated,treated,19
#94046,532,1723,control,treated,22
#96587,610,1800,treated,control,24
#91818,788,1995,treated,treated,19
#93579,726,1906,treated,treated,21
#99824,356,1512,treated,control,20
#97993,813,1985,control,treated,24
#96800,361,1526,control,treated,19
#96201,420,1637,control,treated,17
#97769,103,1343,treated,control,23
#95786,405,1631,control,treated,23
#97925,535,1692,treated,control,17
#92983,1052,2298,control,treated,19
#98392,8,1212,control,control,19
#95937,416,1637,control,control,21
#93015,1065,2219,treated,treated,24
#91153,222,1396,control,treated,18
#90779,525,1765,treated,control,21
#96681,382,1565,control,control,22
#99784,8,1174,treated,treated,19
#93080,990,2214,control,treated,18
#96855,285,1476,treated,treated,15
#97713,574,1748,treated,control,19
#99682,76,1260,treated,treated,16
#96411,503,1730,control,control,24
#97237,41,1289,control,treated,16
#98363,1016,2244,treated,treated,15
#94305,799,1975,treated,treated,20
#94645,326,1476,treated,control,17
#94873,7,1175,treated,control,15
#91038,653,1875,treated,control,17
#98130,993,2207,control,treated,17
#90834,254,1414,control,control,16
#91350,89,1269,control,treated,22
#99646,541,1789,treated,treated,20
#99209,276,1484,treated,treated,21
#98770,736,1886,control,treated,20
#97281,781,1938,treated,control,22
#91638,190,1434,control,control,20
#92764,209,1420,control,treated,18
#92511,246,1424,control,control,18
#96823,484,1645,treated,treated,18
#96135,111,1303,treated,treated,24
#92507,551,1717,control,control,16
#91418,608,1821,control,control,22
#97152,3,1168,treated,control,24
#98266,110,1320,control,treated,16
#93565,331,1556,control,treated,24
#91382,1084,2283,treated,treated,15
#98936,765,1916,treated,control,23
#92318,933,2103,control,treated,23
#98621,65,1232,control,treated,21
#92123,211,1372,control,treated,23
