Specimen.ID,born,died,treatment,diet,weight
#94480,232,1412,control,treated,20
#95290,667,1898,treated,control,23
#98152,190,1362,control,control,18
#90895,572,1735,control,treated,24
#96739,250,1416,treated,control,20
#97488,439,1617,control,treated,16
#95281,551,1714,treated,treated,15
#97753,677,1903,treated,control,21
#94007,36,1264,treated,control,16
#92749,835,2079,treated,control,16
#96817,795,2036,control,treated,19
#96131,130,1331,control,treated,18
#91546,773,1969,control,control,19
#90488,618,1777,treated,control,17
#96296,915,2135,treated,treated,16
#94439,1028,2271,treated,treated,21
#92832,1073,2255,control,treated,19
#95175,775,1985,treated,treated,16
#91835,663,1892,control,treated,15
#93458,230,1387,treated,treated,21
#91243,1065,2305,treated,control,18
#96360,243,1394,treated,control,21
#99704,709,1887,treated,control,16
#91198,608,1795,control,control,23
#99579,398,1627,control,treated,22
#99460,729,1932,control,treated,16
#90551,48,1275,control,control,17
#91312,166,1324,treated,control,21
#99901,1047,2235,control,control,15
#94639,200,1407,treated,treated,19
#96832,111,1294,treated,treated,18
#98357,669,1906,treated,control,23
#93884,825,2014,control,treated,16
#98399,809,1972,treated,treated,23
#98586,219,1423,treated,treated,16
#97268,623,1858,treated,treated,21
#98103,596,1832,control,control,19
#99909,698,1872,control,control,22
#94167,310,1474,control,control,21
#95035,683,1844,control,treated,17
#92184,380,1557,control,control,23
#91453,1064,2265,treated,control,21
#90240,67,1226,control,control,24
#99113,599,1756,control,treated,24
#97098,1063,2223,treated,control,19
#92271,971,2208,treated,control,18
#97085,755,1997,control,treated,16
#91334,868,2094,control,control,22
#97635,910,2068,treated,control,19
#90744,768,2008,treated,treated,17
#95993,655,1865,treated,treated,24
#94267,355,1507,treated,treated,18
#92644,92,1313,control,control,22
#97972,1053,2206,treated,control,23
#94660,113,1311,treated,treated,17
#93096,1043,2273,treated,treated,17
#99173,10,1255,control,control,18
#97632,718,1906,control,control,24
#98523,224,1448,control,control,23
#91361,874,2107,control,treated,24
#91752,813,1985,control,treated,22
#98498,582,1779,treated,treated,15
#91445,143,1321,control,treated,23
#92328,557,1722,control,control,17
#96446,564,1802,control,treated,24
#96451,385,1576,treated,treated,23
#97024,812,1999,treated,control,20
#98842,393,1581,treated,control,19
#96203,261,1436,treated,treated,17
#92664,1001,2177,treated,treated,22
#90519,300,1457,treated,control,23
#92859,782,1943,control,control,24
#90757,313,1553,control,control,24
#96532,540,1755,control,treated,19
#97084,567,1761,control,treated,23
#91324,520,1740,treated,treated,17
#99019,826,2045,treated,control,17
#93884,146,1308,control,control,22
#91593,1066,2238,treated,treated,19
#91585,128,1349,treated,control,15
#99032,403,1599,treated,treated,18
#94743,415,1625,control,treated,15
#96588,798,2029,control,treated,16
#98402,41,1199,control,treated,16
#99543,879,2105,control,treated,23
#96335,427,1640,control,control,20
#90944,692,1847,control,control,19
#98541,654,1812,control,control,24
#93757,560,1790,treated,treated,23
#97957,230,1390,control,control,19
#98811,316,1484,treated,control,17
#91220,154,1335,treated,treated,15
#97405,1025,2203,treated,treated,21
#92300,475,1654,control,control,16
#98577,331,1564,treated,control,24
#91655,597,1833,treated,control,20
#93949,15,1185,treated,treated,22
#96329,929,2110,control,treated,21
#98016,312,1532,treated,control,23
#97559,904,2125,control,control,17
#92797,462,1647,treated,treated,19
#99182,139,1330,treated,control,20
#91949,50,1287,treated,treated,17
#96605,93,1244,treated,treated,18
#92678,617,1790,control,treated,20
#90752,810,1987,control,treated,18
#93535,862,2046,treated,treated,18
#98795,583,1804,control,treated,15
#91796,334,1580,control,treated,17
#98448,501,1693,treated,control,22
#92061,482,1653,control,treated,15
#96741,577,1756,control,control,15
#99704,725,1958,treated,treated,17
#92045,695,1885,treated,control,18
#92203,1048,2261,treated,treated,24
#99279,901,2081,control,treated,15
#98294,1026,2217,treated,control,18
#91672,373,1590,control,treated,16
#95024,767,2006,control,treated,15
#96352,998,2157,control,treated,22
#93076,889,2104,control,treated,20
#96660,954,2108,treated,control,23
#94805,1061,2294,treated,treated,16
#98662,164,1318,treated,treated,22
#90954,1023,2209,control,control,18
#90373,531,1695,control,treated,20
#95433,1007,2201,control,treated,15
#96286,884,2054,treated,treated,17
#96547,310,1487,control,control,18
#92282,20,1243,treated,control,20
#92093,256,1479,control,control,21
#96861,338,1527,treated,control,15
#99637,867,2037,control,control,24
#96251,867,2044,treated,control,19
#94850,954,2171,control,control,19
#98069,598,1839,control,control,23
#90933,476,1640,treated,control,17
#97061,132,1367,treated,treated,18
#96399,511,1717,treated,control,23
#98983,549,1796,control,treated,15
#95048,188,1404,treated,treated,18
#97356,700,1882,control,control,20
#99550,501,1673,treated,control,17
#92123,1070,2283,control,treated,23
#97872,348,1548,treated,control,17
#99510,544,1737,treated,control,19
#93723,58,1236,treated,treated,21
#90576,988,2162,treated,treated,19
#93205,66,1252,treated,control,23
#94336,391,1622,treated,control,16
#99091,812,2049,control,treated,24
#98452,725,1940,control,control,19
#94867,18,1243,treated,control,23
#98003,731,1967,treated,control,18
#97368,222,1437,control,control,18
#92187,1070,2234,control,control,24
#95217,810,1985,treated,control,17
#91426,837,2048,control,control,19
#93473,227,1403,treated,control,18
#96964,1016,2168,control,treated,17
#90853,510,1735,control,control,15
#92196,96,1317,control,control,24
#93800,779,1938,control,treated,16
#93963,72,1237,treated,treated,18
#95392,40,1254,control,control,22
#91017,279,1495,control,control,24
#95305,86,1251,treated,treated,15
#91232,1093,2278,control,control,19
#91839,140,1387,control,treated,22
#98995,888,2052,treated,control,17
#95075,704,1883,control,control,18
#93040,377,1602,treated,treated,15
#90051,955,2133,control,treated,16
#97045,568,1744,treated,control,22
#94736,965,2160,treated,control,20
#96874,489,1713,treated,treated,18
#91277,840,2060,control,treated,20
#99040,961,2143,treated,control,15
#95681,33,1220,control,control,20
#94795,122,1326,control,treated,18
#99961,934,2125,control,treated,23
#90992,624,1848,treated,control,23
#91779,938,2174,control,control,20
#99930,439,1613,treated,treated,17
#91226,258,1470,control,treated,24
#94308,402,1559,control,control,24
#98326,641,1864,control,treated,16
#96051,416,1658,treated,treated,22
#92269,358,1526,control,treated,23
#92686,638,1869,treated,treated,24
#99787,360,1528,control,control,22
#93158,397,1582,treated,control,16
#99625,349,1565,treated,control,20
#98194,560,1710,control,control,17
#90405,982,2138,control,treated,15
#99863,723,1898,control,control,21
#98686,938,2114,control,treated,24
#99829,920,2123,treated,treated,22
#97203,1030,2271,treated,treated,21
#93461,856,2026,treated,treated,24
#99144,1069,2273,treated,treated,23
#99422,752,1910,control,control,23
#94988,560,1758,control,control,20
#92185,875,2039,control,control,15
#97559,151,1377,control,treated,24
#98186,619,1834,control,treated,21
#98657,705,1944,control,control,20
#97100,240,1464,treated,treated,23
#93330,1031,2219,treated,control,20
#98092,261,1489,control,treated,17
#97631,569,1797,control,control,24
#99086,1002,2184,control,control,16
#98163,970,2151,treated,control,16
#93955,338,1559,control,control,15
#98810,14,1180,control,treated,19
#97613,986,2213,treated,treated,19
#98721,547,1757,control,control,20
#94590,659,1898,treated,control,17
#96915,161,1405,treated,treated,17
#90098,1036,2263,treated,control,16
#90261,222,1433,treated,control,22
#94946,1033,2248,control,treated,21
#92516,190,1436,control,treated,17
#92319,447,1615,control,treated,20
#95957,691,1847,treated,treated,20
#98342,470,1622,treated,control,24
#98647,38,1238,treated,treated,21
#93683,520,1737,control,control,21
#97412,575,1789,control,treated,19
#93730,74,1273,control,control,18
#99136,80,1253,treated,control,16
#90474,502,1658,control,treated,23
#95378,26,1233,control,control,16
#95106,144,1321,treated,control,17
#94476,411,1599,control,treated,15
#91199,820,2034,control,control,21
#91261,556,1718,control,control,15
#93341,404,1573,treated,treated,18
#93519,672,1883,control,control,17
#99604,372,1537,treated,control,18
#90882,237,1449,treated,control,19
#90187,254,1491,control,control,24
#92210,874,2114,treated,control,15
#92953,126,1362,control,treated,21
#96826,543,1747,treated,treated,16
#91867,740,1933,control,control,15
#96768,147,1395,treated,control,23
#90629,562,1732,control,treated,21
#99245,935,2158,control,treated,16
#90163,900,2120,treated,control,16
#95461,932,2117,treated,control,18
#96122,470,1660,treated,control,15
#94570,615,1798,control,control,17
#99388,797,2003,control,control,22
#90294,685,1907,control,treated,22
#91053,742,1923,control,treated,19
#94415,316,1516,control,treated,21
#92740,106,1334,control,control,20
#92859,534,1778,control,treated,17
#90735,389,1557,control,treated,20
#96699,713,1946,control,control,20
#92090,710,1922,treated,control,22
#96698,1063,2300,treated,control,22
#90448,113,1329,treated,treated,20
#98892,432,1619,control,treated,23
