Specimen.ID,born,died,treatment,diet,weight
#93762,616,1852,control,control,21
#98983,979,2181,treated,treated,15
#90958,776,1989,control,treated,24
#95593,97,1282,treated,control,19
#91933,725,1933,treated,treated,20
#96892,72,1294,control,treated,16
#98053,234,1388,treated,control,22
#96689,806,1992,control,treated,17
#98715,1094,2257,control,treated,18
#94418,741,1981,control,treated,19
#90814,406,1563,control,treated,24
#94458,866,2041,control,control,22
#90034,268,1460,control,control,22
#91298,342,1586,control,control,18
#93245,429,1652,treated,control,16
#97371,563,1742,control,control,15
#99495,114,1339,treated,treated,24
#94990,1075,2274,control,control,21
#95941,271,1518,treated,control,23
#96211,602,1766,treated,treated,23
#95503,724,1917,treated,treated,17
#98631,506,1707,treated,treated,22
#98175,24,1243,control,control,17
#93111,173,1375,control,treated,24
#93270,370,1608,treated,treated,19
#95071,88,1315,treated,treated,15
#97281,75,1249,control,treated,19
#91798,60,1275,treated,treated,18
#93623,754,1952,control,control,22
#92602,55,1278,treated,treated,16
#94401,761,1939,treated,control,20
#92170,456,1699,control,treated,22
#92563,1027,2196,treated,control,20
#96142,99,1345,treated,treated,23
#92325,497,1677,treated,control,23
#92156,18,1243,control,treated,17
#91395,785,2019,treated,control,23
#99063,796,1989,treated,control,17
#90804,514,1750,control,control,17
#99697,706,1898,control,control,16
#98287,538,1706,control,treated,21
#99076,411,1569,control,control,15
#92821,84,1243,control,control,17
#92887,831,1994,treated,treated,24
#95262,67,1272,treated,control,16
#95059,328,1543,treated,treated,15
#91131,1024,2176,treated,control,17
#94814,46,1263,treated,control,22
#94282,244,1399,control,control,23
#94758,727,1928,treated,control,24
#96092,686,1904,control,treated,23
#91932,588,1810,treated,treated,18
#95010,212,1452,treated,control,24
#92324,85,1311,treated,control,18
#94412,168,1331,treated,control,17
#90645,82,1260,control,control,15
#99625,126,1354,treated,control,19
#97132,88,1276,treated,control,17
#92319,945,2098,control,control,21
#99300,585,1789,control,control,23
#91730,935,2150,treated,treated,17
#92422,816,2000,control,treated,20
#94302,118,1297,treated,treated,21
#90652,921,2113,control,treated,22
#91524,477,1660,treated,treated,16
#98912,586,1782,treated,treated,24
#92991,569,1746,treated,treated,22
#94357,1062,2221,treated,control,16
#92214,416,1653,control,treated,16
#92849,998,2169,control,control,15
#90011,469,1654,treated,treated,21
#92903,296,1448,control,control,19
#98233,735,1919,treated,control,19
#91830,598,1793,control,treated,20
#90289,587,1750,treated,treated,17
#97497,935,2147,treated,treated,24
#95654,932,2143,control,treated,15
#99930,860,2068,treated,control,21
#90006,258,1434,control,control,20
#93618,556,1755,treated,treated,15
#91727,612,1861,control,control,17
#91875,934,2107,treated,treated,20
#94645,657,1891,control,treated,17
#95134,528,1691,control,control,18
#94513,392,1627,control,control,15
#92558,789,2011,control,control,17
#90418,313,1477,treated,treated,22
#91354,210,1376,control,treated,16
#92251,1086,2317,control,control,20
#97531,931,2105,treated,control,19
#91937,643,1878,control,treated,24
#90907,15,1207,treated,treated,17
#94451,194,1411,control,treated,20
#90679,157,1390,treated,control,21
#96075,312,1482,control,control,23
#98713,958,2152,treated,control,22
#95428,89,1317,control,treated,21
#90891,696,1944,treated,treated,17
#95317,292,1466,control,control,15
#99137,657,1841,control,control,23
#97455,1016,2183,treated,treated,23
#90667,457,1654,control,control,21
#98026,538,1734,treated,treated,19
#97222,806,1969,control,control,21
#99593,135,1352,treated,treated,17
#93338,660,1902,control,treated,20
#90013,70,1242,control,treated,15
#95492,708,1862,control,control,23
#92528,645,1868,treated,treated,18
#90406,548,1746,treated,treated,20
#90240,140,1359,control,treated,15
#97950,380,1532,control,control,18
#97293,781,2008,control,control,19
