Specimen.ID,born,died,treatment,diet,weight
#90918,70,1261,treated,control,22
#94687,368,1571,control,control,18
#93394,1011,2252,treated,treated,16
#90435,1082,2279,treated,control,22
#94581,206,1430,treated,control,18
#97591,732,1883,control,treated,17
#99449,485,1655,treated,control,17
#98849,711,1899,treated,control,22
#99236,439,1660,control,control,24
#90597,388,1588,control,control,17
#90714,100,1334,treated,control,21
#93423,296,1507,control,control,15
#99554,969,2147,treated,control,24
#97013,838,2074,control,treated,23
#97926,395,1644,control,control,23
#90388,65,1311,treated,treated,15
#93220,813,1983,control,control,24
#95393,419,1651,treated,control,15
#94327,716,1903,control,treated,22
#97180,909,2071,treated,control,24
#92949,357,1572,control,control,17
#99212,1048,2271,control,control,22
#93617,263,1426,treated,treated,23
#90853,909,2142,control,treated,24
#97753,199,1381,control,control,20
#95961,468,1639,treated,control,23
#97084,543,1701,control,treated,23
#92495,722,1918,treated,treated,23
#92141,1070,2255,treated,treated,21
#90674,442,1601,treated,control,21
#94085,323,1531,control,control,22
#95193,561,1798,treated,control,19
#94257,98,1327,treated,control,22
#90893,1042,2249,treated,control,15
#92720,681,1867,treated,control,23
#97737,1033,2237,treated,treated,23
#94131,1046,2212,control,control,20
#94319,446,1604,control,control,15
#95693,753,1942,treated,treated,15
#90002,383,1627,control,control,17
#96592,267,1477,treated,control,17
#97084,156,1334,treated,treated,18
#99452,26,1211,treated,control,17
#95103,894,2142,control,treated,20
#90758,1094,2304,treated,treated,21
#91790,806,2011,control,treated,16
#98488,733,1902,control,control,22
#95731,380,1565,treated,treated,20
#90442,229,1382,treated,control,23
#91340,432,1649,control,treated,21
#99188,548,1727,treated,control,24
#93121,829,2003,treated,treated,17
#95413,669,1888,treated,treated,15
#94795,864,2107,treated,treated,20
#99382,1079,2264,control,treated,23
#90605,138,1314,treated,treated,15
#94699,167,1409,treated,treated,23
#94947,1073,2255,treated,control,20
#90024,190,1387,control,control,24
#90862,499,1696,treated,control,23
#96241,164,1381,control,treated,18
#94361,1059,2259,treated,treated,19
#99217,340,1546,control,control,18
#99490,1077,2275,control,treated,21
#99135,788,1987,treated,treated,21
#92558,754,1940,treated,control,17
#92422,896,2115,treated,treated,18
#92583,96,1319,treated,treated,20
#90054,659,1883,treated,control,19
#93105,207,1358,treated,treated,24
#92187,346,1589,treated,control,15
#93808,375,1554,treated,treated,24
#92154,314,1513,control,control,20
#93899,983,2147,control,control,17
#93812,348,1565,treated,control,16
#97321,933,2121,treated,treated,16
#99156,612,1836,treated,treated,15
#96557,338,1538,control,control,22
#97019,1017,2245,control,treated,20
#98202,685,1866,control,control,21
#92605,566,1738,treated,treated,17
#95065,706,1866,control,treated,23
#95584,702,1860,control,treated,17
#97783,1059,2288,treated,control,23
#96664,811,2013,control,treated,21
#91603,758,1983,control,treated,18
