Specimen.ID,born,died,treatment,diet,weight
#99227,346,1529,treated,treated,19
#94247,911,2069,control,treated,16
#96359,104,1277,treated,control,17
#93695,834,2064,control,control,19
#98007,313,1549,control,control,19
#96407,525,1736,control,treated,20
#93623,915,2097,treated,treated,18
#98387,840,2013,treated,treated,23
#97667,200,1414,control,treated,24
#90064,133,1322,control,treated,19
#90774,841,2005,control,treated,15
#91628,101,1301,control,treated,15
#92877,105,1348,treated,control,24
#92028,644,1818,treated,control,16
#94889,901,2069,treated,treated,18
#99390,656,1868,treated,treated,19
#93201,347,1578,control,treated,18
#90316,890,2078,control,treated,19
#98260,591,1823,treated,control,15
#96995,467,1701,control,treated,23
#91110,310,1473,treated,control,15
#91694,319,1481,treated,treated,15
#99360,163,1380,control,control,19
#94645,51,1249,control,treated,15
#95291,342,1497,treated,control,20
#98710,201,1371,control,treated,24
#94947,255,1422,treated,control,19
#96156,203,1413,control,control,17
#98267,604,1768,control,treated,21
#99867,1069,2222,treated,control,21
#99580,373,1547,control,treated,23
#94857,240,1450,control,control,22
#93768,564,1735,treated,treated,23
#96366,819,2013,treated,treated,16
#98150,40,1252,treated,control,17
#94248,438,1607,control,treated,16
#97277,600,1757,control,control,19
#94424,294,1477,control,treated,20
#90834,926,2101,control,treated,15
#94693,62,1296,treated,control,20
#99992,569,1720,control,control,15
#93865,1094,2257,control,treated,23
#99118,824,2056,control,treated,22
#93517,909,2120,control,control,24
#94611,69,1244,treated,control,17
#95567,580,1797,treated,treated,18
#97106,899,2109,treated,treated,22
#96750,634,1820,control,treated,20
#94100,486,1719,treated,control,22
#97381,645,1818,control,treated,16
#97976,332,1538,treated,treated,23
#90006,597,1831,control,control,23
#93331,259,1477,treated,treated,16
#96746,100,1347,treated,treated,23
#97408,541,1725,control,control,15
#93598,933,2123,treated,treated,15
#94554,606,1757,treated,control,15
#91078,664,1829,control,treated,15
#94066,739,1901,treated,control,23
#97159,83,1316,treated,control,20
#95342,658,1833,control,control,19
#94026,12,1204,control,control,16
#90529,155,1316,treated,control,23
#98230,1013,2165,treated,control,23
#92315,398,1642,treated,treated,19
#93213,4,1191,control,treated,15
#91454,532,1688,treated,control,22
#96810,367,1529,control,treated,18
#95313,695,1940,control,treated,16
#95299,1076,2236,control,treated,18
#93728,418,1640,treated,control,18
#90407,483,1728,control,treated,15
#95164,315,1513,treated,treated,16
#93369,124,1351,control,control,23
#92504,840,2083,control,treated,17
#93057,111,1342,control,control,20
#95241,789,1972,treated,treated,23
#98907,1029,2219,control,treated,19
#92204,491,1680,treated,treated,18
#91114,282,1454,control,control,17
#94403,652,1864,treated,treated,16
#96786,105,1296,control,treated,19
#95981,921,2159,treated,treated,23
#97854,610,1816,control,control,16
#96297,771,2012,control,control,15
#92767,1036,2250,treated,control,18
#90838,573,1783,treated,control,22
#90529,1080,2268,treated,control,24
#90988,321,1497,treated,treated,21
#99978,725,1952,treated,treated,18
#90710,803,2040,control,treated,15
#94785,21,1218,treated,control,18
#90692,471,1651,treated,treated,23
#91212,1076,2278,control,treated,17
#98357,361,1545,treated,control,21
#96378,776,1974,control,control,19
#92298,840,2088,treated,control,15
#91664,367,1603,treated,treated,23
#99238,559,1775,treated,treated,22
#98132,586,1785,control,control,18
#90881,180,1410,control,control,18
