Specimen.ID,born,died,treatment,diet,weight
#96851,946,2127,control,control,18
#93622,65,1220,control,treated,17
#98686,373,1560,treated,control,24
#96819,493,1701,treated,control,18
#99985,1001,2216,control,control,18
#96076,184,1375,control,control,16
#95988,225,1417,control,control,18
#93798,575,1780,treated,treated,18
#96631,14,1220,control,treated,18
#99718,1044,2256,control,control,20
#90909,810,2007,treated,treated,17
#97706,295,1516,treated,control,22
#92289,1039,2286,treated,treated,23
#93656,500,1651,control,treated,16
#96433,351,1555,control,control,19
#90975,200,1389,control,control,21
#99814,797,1976,control,treated,22
#94312,121,1291,control,treated,17
#97507,947,2100,treated,control,18
#93155,728,1895,control,treated,22
#94005,151,1387,treated,control,16
#93782,536,1777,control,treated,16
#98554,314,1553,control,treated,24
#90973,623,1867,control,control,17
#91234,54,1301,control,control,24
#91759,829,1991,treated,treated,24
#94531,187,1408,control,treated,17
#90726,475,1657,control,treated,24
#93491,275,1460,control,treated,22
#97238,864,2036,treated,control,24
#96638,710,1914,treated,treated,24
#95110,248,1469,treated,treated,23
#90733,558,1769,control,treated,16
#94946,192,1409,treated,treated,18
#91786,75,1233,treated,treated,17
#92791,447,1646,treated,control,16
#94637,593,1794,control,control,16
#91017,641,1887,treated,control,20
#96243,241,1395,treated,treated,20
#97328,474,1696,treated,treated,23
#98951,616,1818,control,treated,24
#92901,1023,2267,control,treated,23
#99609,310,1475,treated,control,22
#98359,589,1759,control,treated,15
#97702,412,1623,control,control,16
#98861,1074,2224,treated,treated,23
#92487,678,1899,control,treated,23
#97690,900,2056,treated,treated,23
#99022,926,2124,treated,treated,23
#94591,59,1250,treated,control,20
#95286,569,1722,control,control,24
#91957,565,1729,control,control,15
#98259,744,1924,control,treated,20
#93720,997,2238,control,treated,17
#93279,914,2137,control,control,16
#95767,370,1533,treated,treated,15
#92668,654,1840,treated,control,18
#92988,910,2070,treated,control,21
#94347,894,2059,control,control,21
#95322,357,1533,control,control,20
#91529,855,2020,treated,control,23
#94659,720,1952,treated,treated,23
#99763,504,1672,control,control,23
#91658,935,2108,treated,control,19
#99484,893,2090,treated,treated,23
#97072,662,1867,treated,control,16
#99375,906,2090,control,treated,24
#98671,227,1406,treated,control,23
#90209,653,1878,control,control,18
#96536,1018,2182,control,control,17
#94360,563,1726,control,treated,19
#94828,129,1307,treated,treated,19
#94500,110,1290,control,control,19
#94191,594,1755,treated,control,16
#95754,1014,2198,control,treated,18
#91565,1024,2231,treated,treated,16
#92208,693,1903,control,control,24
#99572,552,1724,control,treated,21
#97590,478,1707,control,control,23
#91916,269,1486,control,control,16
#92134,1069,2259,treated,control,18
#93918,417,1628,treated,treated,20
#98298,1012,2205,control,treated,22
#92760,1070,2260,treated,treated,16
#95658,204,1373,treated,control,22
#97123,985,2158,control,treated,22
#92289,727,1910,control,control,16
#99277,302,1493,treated,treated,17
#91556,367,1587,control,treated,18
#90669,612,1800,control,treated,24
#97545,772,1939,control,control,16
#98825,315,1518,treated,treated,17
#98583,410,1644,treated,treated,19
#90251,1035,2216,treated,treated,15
#97046,759,2005,control,treated,19
#99327,133,1328,treated,treated,23
#96479,118,1306,treated,control,15
#90111,949,2105,treated,treated,23
#94822,302,1507,treated,control,18
#93237,854,2013,treated,treated,24
#98528,56,1237,treated,control,20
#98093,588,1793,control,control,20
#99876,892,2101,control,control,20
#94093,242,1425,control,control,21
#91998,46,1252,treated,control,16
#97240,866,2040,control,treated,24
