Specimen.ID,born,died,treatment,diet,weight
#93095,323,1499,treated,treated,22
#92394,936,2183,treated,treated,21
#90138,910,2122,treated,control,20
#92650,993,2163,control,treated,23
#93408,1024,2203,treated,control,15
#92720,383,1576,treated,treated,20
#92980,228,1396,treated,treated,21
#92101,7,1207,control,control,23
#99974,935,2104,treated,control,16
#94670,331,1501,treated,treated,24
#90991,275,1475,control,treated,23
#94647,758,1980,treated,control,15
#93379,844,2088,control,treated,23
#94652,10,1163,control,control,16
#99705,1030,2190,control,treated,23
#90589,333,1505,control,treated,17
#92806,507,1747,control,control,20
#95360,445,1644,control,treated,24
#98066,593,1842,treated,treated,17
#91034,955,2182,treated,treated,19
#98446,673,1875,control,control,19
#96231,353,1517,treated,control,22
#92880,924,2138,treated,treated,23
#93301,634,1849,treated,control,18
#94321,299,1472,treated,treated,21
#98101,241,1464,control,control,16
#94580,982,2219,control,control,19
#92256,1076,2316,treated,control,23
#97183,959,2181,control,treated,16
#98522,849,2093,control,control,17
#95812,1014,2185,treated,control,17
#92184,95,1329,treated,control,20
#96697,680,1906,treated,control,15
#95941,369,1532,control,control,21
#92033,20,1261,control,control,22
#96641,542,1706,treated,control,21
#93774,695,1930,treated,treated,19
#99718,669,1826,treated,control,21
#92424,583,1775,control,control,23
#98786,638,1854,treated,control,21
#90958,125,1354,treated,control,20
#90565,962,2176,control,control,17
#93120,917,2114,control,control,16
#94055,570,1748,treated,control,24
#99506,659,1811,treated,control,21
#93413,918,2073,treated,control,20
#92290,8,1220,control,treated,18
#95828,987,2224,control,treated,17
#93809,277,1458,control,control,21
#92327,286,1467,control,treated,23
#90979,1043,2248,treated,control,18
#94195,647,1806,treated,control,19
#96902,1083,2313,control,control,16
#98024,756,1961,control,treated,23
#95363,720,1887,control,treated,24
#95003,987,2137,treated,treated,24
#91726,856,2062,treated,treated,24
#97411,167,1374,control,treated,23
#98850,792,1970,treated,control,20
#94184,150,1373,control,treated,19
#90042,762,1993,treated,control,20
#94653,607,1839,control,control,19
#91457,534,1735,control,treated,19
#97472,809,2002,control,treated,15
#91152,772,2002,control,control,16
#96693,232,1424,treated,treated,19
#95955,1089,2326,control,treated,22
#95927,395,1547,control,control,22
#93296,980,2221,treated,treated,24
#95175,824,2036,treated,control,21
#96917,724,1940,control,control,20
#90894,687,1904,control,treated,20
#98568,320,1481,control,control,24
#95863,569,1751,treated,treated,18
#93539,984,2203,treated,treated,17
#90137,618,1768,control,control,24
#99717,503,1658,treated,treated,22
#91752,293,1488,control,control,21
#93057,687,1899,treated,control,15
#91354,211,1415,treated,control,20
#95265,1024,2220,control,treated,17
#97388,352,1535,treated,treated,24
#99952,272,1436,treated,treated,17
#95281,181,1333,control,control,21
#99700,586,1800,treated,control,20
#95075,155,1386,treated,control,20
#98396,1028,2277,control,control,22
#91917,956,2153,control,control,16
#90017,823,2055,control,treated,19
#97227,383,1583,control,treated,23
#96119,646,1836,control,control,19
#98254,1069,2286,treated,treated,20
#99944,741,1953,control,treated,16
#95274,81,1315,control,treated,18
#94031,930,2138,control,treated,23
#96544,1027,2263,control,control,17
#93849,950,2129,treated,treated,20
#92100,335,1494,control,treated,15
#99708,538,1705,control,control,20
#99808,309,1546,control,control,15
#96868,107,1355,treated,control,16
#99452,470,1684,control,control,21
#99912,350,1586,control,treated,15
#96317,971,2205,control,treated,16
#99208,277,1457,treated,control,21
#93741,284,1468,treated,control,15
#90261,988,2180,control,control,16
#98285,317,1563,treated,treated,22
#95704,812,2018,treated,treated,20
#94080,579,1815,control,treated,18
#92400,965,2192,treated,treated,16
#98991,927,2139,control,treated,20
#96340,1072,2248,treated,control,16
#96083,1067,2220,control,control,15
#93035,133,1299,treated,control,16
#99304,230,1387,control,treated,15
#98164,254,1410,control,treated,16
#93091,255,1476,control,control,17
#98537,772,1980,control,control,15
#90983,197,1386,treated,control,18
#92550,252,1464,treated,control,21
#93613,725,1955,control,control,16
#97648,270,1482,control,treated,20
#93442,798,2011,control,treated,16
#95442,371,1609,control,treated,16
#90531,613,1770,control,control,24
#99201,858,2087,control,control,24
#96761,39,1281,treated,treated,22
#97960,80,1241,control,control,19
#96655,430,1603,control,treated,16
#98265,172,1402,treated,treated,17
#99242,1082,2324,control,treated,24
#93996,1023,2262,control,control,17
#94447,673,1901,control,control,20
#96486,569,1769,control,control,17
#97934,995,2148,control,control,17
#99171,103,1286,treated,control,15
#92935,334,1549,control,treated,18
#99045,268,1462,treated,treated,21
#95462,692,1875,treated,control,24
#91413,285,1488,control,control,15
#91593,9,1194,control,treated,18
#90070,540,1702,control,control,23
#99412,475,1706,control,control,16
#97786,233,1456,treated,control,24
#95104,893,2065,control,treated,18
#97980,583,1776,treated,control,20
#91804,368,1553,control,treated,23
#91154,468,1690,control,control,15
#92564,376,1587,treated,control,24
#95939,927,2129,treated,treated,21
#96073,505,1744,control,treated,20
#95431,363,1591,treated,treated,22
#99275,478,1647,treated,treated,15
#94879,211,1414,treated,treated,20
#96261,601,1805,treated,treated,16
#94360,1015,2245,control,treated,22
#90686,341,1558,control,control,23
#94866,182,1356,treated,treated,24
#99337,275,1524,treated,treated,15
#97101,749,1967,treated,treated,22
#98878,771,2000,control,treated,15
#93323,372,1601,control,control,24
#96666,855,2031,control,treated,21
#95015,796,1999,control,treated,15
#96046,99,1338,treated,control,15
#98628,709,1936,control,treated,16
#92297,874,2099,treated,control,18
#93623,91,1244,control,treated,24
#98392,270,1457,treated,control,18
#90493,124,1364,control,treated,16
#95006,283,1521,treated,treated,16
#93688,114,1357,treated,control,17
