Specimen.ID,born,died,treatment,diet,weight
#95086,720,1968,treated,control,21
#96647,390,1610,control,control,15
#91860,1074,2279,control,control,21
#96529,156,1350,treated,treated,15
#91907,54,1294,control,control,15
#92107,500,1746,treated,control,21
#91386,321,1478,control,treated,20
#93820,543,1700,control,control,18
#96360,396,1603,treated,control,19
#96983,851,2059,treated,control,23
#91868,863,2076,treated,control,16
#92600,55,1223,treated,treated,21
#98188,1081,2284,treated,control,24
#91697,335,1505,control,control,21
#92421,788,1999,control,control,22
#99074,758,1945,treated,treated,22
#98178,152,1368,treated,control,23
#94664,763,2004,control,treated,19
#97477,292,1483,control,treated,18
#93329,151,1319,treated,control,18
#94004,554,1763,treated,treated,17
#95302,326,1511,treated,control,24
#90962,983,2173,control,control,16
#90437,938,2148,control,treated,16
#97877,708,1926,treated,control,24
#95895,808,1997,control,treated,19
#98800,1043,2199,control,treated,17
#90136,28,1190,treated,control,22
#94731,146,1394,treated,treated,20
#98127,11,1163,control,control,19
#93423,767,2008,control,treated,21
#90687,677,1866,control,treated,22
#93477,52,1204,control,treated,15
#98956,361,1531,control,control,23
#92138,1093,2338,treated,control,19
#92968,1021,2222,treated,control,18
#93074,374,1552,control,treated,21
#91618,406,1562,treated,control,23
#90228,646,1827,treated,treated,17
#92828,321,1527,control,treated,16
#96326,625,1867,control,control,24
#91360,425,1615,control,control,15
#99237,522,1749,control,treated,15
#92602,308,1486,treated,treated,18
#95523,150,1386,treated,treated,24
#97245,446,1605,control,treated,21
#95886,927,2157,control,treated,20
#92722,545,1760,control,control,24
#93918,791,1967,treated,treated,21
#91940,307,1529,control,treated,15
#93190,112,1336,control,control,18
#97876,659,1832,treated,control,15
#94345,722,1943,control,control,16
#90587,749,1906,treated,control,22
#99793,534,1731,treated,control,17
#96090,934,2144,treated,treated,19
#93732,693,1928,treated,treated,24
#96197,714,1888,control,control,17
#97601,130,1327,control,control,20
#90928,38,1232,treated,control,17
#94771,737,1892,control,control,20
#99223,394,1597,treated,treated,17
#94077,668,1843,control,treated,23
#98116,437,1625,control,control,15
#94083,448,1653,control,control,16
#92595,201,1408,control,control,19
#93211,1024,2200,control,treated,17
#98975,515,1684,treated,treated,18
#96299,721,1884,control,control,22
#96143,559,1804,treated,treated,15
#95895,623,1825,treated,treated,15
#96712,150,1334,treated,treated,22
#99701,884,2069,control,treated,19
#90185,285,1528,control,treated,23
#92425,1011,2180,treated,control,18
#90201,528,1776,treated,treated,15
#94676,855,2005,treated,treated,17
#93181,452,1622,control,treated,15
