Specimen.ID,born,died,treatment,diet,weight
#95009,1026,2186,treated,treated,15
#94926,491,1652,treated,treated,15
#98414,1067,2290,treated,control,24
#98920,9,1163,control,treated,21
#94019,958,2186,treated,treated,22
#96300,612,1811,treated,treated,19
#90975,714,1957,treated,control,15
#98634,112,1302,treated,treated,22
#95667,100,1289,control,control,22
#94265,109,1284,treated,control,15
#91869,674,1858,control,control,23
#97553,18,1242,treated,control,17
#94337,759,1918,control,treated,15
#96079,470,1645,treated,treated,23
#95638,1024,2180,control,treated,24
#92739,110,1272,control,treated,22
#99703,229,1422,control,control,21
#95785,883,2105,treated,treated,22
#97670,243,1412,control,treated,16
#98548,1023,2232,treated,treated,21
#90726,562,1768,control,control,24
#94063,69,1300,treated,control,18
#98316,339,1519,control,treated,23
#93640,49,1298,treated,control,21
#90557,220,1426,control,control,16
#95582,613,1827,control,treated,22
#98950,256,1410,control,treated,24
#95312,910,2132,control,treated,17
#93093,978,2174,treated,treated,21
#93235,1052,2230,control,treated,22
#96971,227,1436,control,treated,18
#92715,190,1343,treated,control,24
#92048,260,1462,control,treated,19
#91148,887,2124,control,control,22
#99982,835,2034,control,treated,19
#95223,368,1530,control,control,19
#92581,722,1878,treated,treated,20
#92571,267,1505,treated,control,19
#91597,67,1221,treated,treated,23
#93140,312,1528,treated,control,17
#93346,867,2038,treated,treated,19
#97190,430,1625,control,treated,19
#94880,842,2007,control,control,22
#93280,188,1434,control,treated,15
#92265,735,1962,control,control,22
#95469,783,2003,control,treated,22
#92431,593,1767,treated,control,15
#99654,995,2161,control,treated,24
#99871,252,1455,control,control,20
#94395,1056,2250,treated,control,16
#95662,274,1476,treated,control,22
#93780,937,2122,treated,treated,18
#95302,23,1271,treated,treated,18
#92891,197,1401,treated,treated,24
#92907,965,2186,control,control,16
#94350,34,1211,treated,treated,15
#95720,630,1875,treated,treated,20
#90290,274,1504,control,treated,16
#99776,675,1908,treated,treated,16
#99825,319,1529,control,treated,24
#95563,672,1829,control,treated,22
#98110,514,1741,treated,control,19
#99113,840,1991,treated,treated,16
#92313,149,1387,control,treated,19
#97573,495,1658,control,treated,15
#95560,511,1716,control,control,23
#97003,122,1299,control,treated,18
#91114,785,1971,treated,control,24
#99969,411,1576,control,treated,20
#95771,348,1515,control,treated,15
#93600,441,1666,treated,treated,15
#90015,394,1634,control,control,18
#95634,792,1961,treated,treated,23
#98084,592,1811,control,treated,16
#90516,671,1880,control,control,17
#97518,464,1630,treated,treated,21
#97809,2,1245,treated,control,21
#98706,652,1824,treated,control,16
#99999,908,2116,treated,control,20
#94291,883,2125,treated,treated,17
#92405,191,1404,control,treated,17
#94794,1009,2216,control,control,16
#92893,1060,2291,treated,treated,16
#99207,884,2111,control,control,22
#98483,994,2189,treated,treated,23
#91381,420,1613,control,control,21
#92827,324,1570,treated,control,20
#99136,165,1340,treated,control,23
#97843,215,1440,control,control,15
