Specimen.ID,born,died,treatment,diet,weight
#95239,595,1818,treated,treated,18
#94276,187,1337,treated,control,21
#98537,888,2055,treated,treated,17
#97904,287,1462,control,treated,24
#91075,136,1330,treated,control,20
#91496,364,1560,control,control,24
#95127,339,1551,control,control,20
#93496,233,1482,treated,treated,24
#93124,992,2153,control,treated,23
#90976,103,1348,control,control,18
#96646,503,1684,control,treated,16
#99887,98,1270,treated,treated,24
#94320,326,1520,treated,treated,17
#90271,220,1379,treated,control,18
#90477,775,1991,treated,treated,17
#98761,712,1868,control,treated,22
#90021,810,2041,treated,treated,21
#90000,1014,2192,control,control,19
#92330,654,1866,control,treated,17
#97540,36,1257,control,treated,16
#99008,234,1422,control,control,19
#98402,71,1296,treated,treated,24
#96840,953,2191,treated,treated,17
#95839,424,1642,control,control,22
#97055,68,1314,treated,control,19
#99536,963,2201,treated,treated,23
#94439,570,1782,control,treated,15
#97684,331,1486,control,treated,24
#95854,26,1232,control,treated,21
#91753,74,1235,treated,treated,23
#92666,994,2181,treated,treated,21
#94153,910,2129,control,control,18
#99162,727,1962,treated,treated,16
#97234,344,1518,control,treated,17
#95197,265,1480,control,control,21
#96937,195,1354,treated,control,22
#97336,433,1609,control,control,19
#95358,707,1901,control,treated,20
#98774,840,2067,control,control,20
#94669,773,1956,control,control,18
#94690,861,2082,treated,treated,15
#98423,684,1837,control,treated,23
#92059,935,2095,treated,control,24
#91985,999,2248,treated,treated,16
#95934,164,1339,treated,treated,21
#97813,657,1843,control,control,15
#99988,849,2076,control,treated,20
#91878,739,1964,treated,control,19
#93593,287,1482,control,control,24
#92992,755,1952,treated,control,20
#94190,680,1901,treated,treated,24
#91092,469,1638,control,treated,24
#95108,543,1729,treated,control,22
#98545,754,1931,control,control,24
#99717,1050,2223,treated,treated,17
#92562,240,1443,control,control,23
#97131,525,1711,treated,control,15
#98782,191,1430,control,treated,24
#91452,449,1662,control,control,20
#99160,991,2198,control,treated,16
#98414,111,1289,control,treated,20
#91381,312,1540,control,treated,16
#91749,238,1429,control,control,21
#94681,343,1529,control,control,16
#99751,998,2242,treated,control,23
#97229,454,1652,control,control,18
#97285,519,1738,treated,treated,15
#95802,977,2138,control,treated,24
#93019,327,1516,control,treated,18
#97067,607,1830,treated,control,18
#99970,1069,2274,treated,treated,16
#94361,926,2139,treated,treated,17
#97195,785,2014,treated,control,18
#96469,357,1508,control,treated,20
#91083,646,1865,treated,treated,16
#97298,287,1468,treated,treated,21
#98808,816,2024,treated,control,21
#97210,277,1511,control,treated,18
