Specimen.ID,born,died,treatment,diet,weight
#95711,769,1955,control,control,21
#93927,856,2020,treated,control,16
#96570,640,1876,treated,control,16
#97405,519,1709,treated,control,15
#95397,539,1777,treated,treated,16
#97570,886,2037,treated,control,21
#90306,613,1826,treated,control,15
#94029,446,1631,treated,treated,17
#94660,1002,2223,control,treated,21
#90412,486,1673,treated,treated,16
#97153,489,1659,treated,control,22
#92132,450,1671,treated,treated,18
#98600,492,1647,control,treated,15
#94864,440,1597,treated,control,20
#97278,632,1864,control,control,17
#90657,136,1303,control,control,18
#90175,362,1522,treated,control,20
#98624,736,1900,treated,control,21
#91924,573,1806,control,control,21
#99973,277,1469,treated,treated,15
#93679,535,1730,treated,treated,16
#91253,348,1517,treated,control,18
#93089,131,1285,control,treated,17
#91899,172,1330,treated,treated,21
#91304,1030,2241,control,treated,17
#90903,629,1799,treated,treated,16
#98773,569,1744,treated,treated,22
#93416,543,1706,treated,control,19
#90521,380,1559,control,treated,24
#95435,120,1291,treated,control,20
#95363,807,2056,control,control,17
#95946,56,1223,treated,treated,20
#98289,634,1832,control,control,21
#93397,992,2144,treated,control,16
#98906,990,2228,control,control,24
#92929,238,1406,treated,control,22
#96446,912,2064,control,treated,24
#91710,83,1278,control,treated,19
#92913,462,1696,treated,control,17
#90180,237,1441,treated,control,22
#92377,806,2036,treated,control,23
#91191,181,1386,treated,treated,15
#96972,484,1644,treated,control,18
#95447,997,2197,treated,treated,23
#96216,879,2052,treated,control,21
#91796,404,1601,treated,control,20
#95676,320,1478,treated,treated,18
#92501,365,1552,treated,control,19
#99280,285,1468,control,control,23
#91748,516,1745,treated,control,15
#96305,647,1874,control,treated,16
#91219,345,1561,control,treated,20
#90658,127,1338,treated,control,18
#98946,1076,2317,control,treated,19
#91132,354,1543,control,treated,24
#92512,858,2025,control,control,17
#97443,101,1276,treated,control,24
#92447,393,1617,control,control,18
#92343,510,1724,control,control,17
#92773,781,1998,treated,control,18
#90449,734,1906,treated,control,20
#94353,986,2204,control,control,20
#95767,1045,2242,control,treated,21
#93308,827,2024,control,control,21
#90668,277,1503,treated,treated,21
#95178,236,1427,treated,treated,23
#98904,723,1932,treated,treated,24
#90688,795,1992,control,control,15
#90778,187,1377,control,control,17
#91104,1041,2231,control,control,19
#90106,511,1745,treated,control,16
#92237,159,1384,control,treated,19
#92115,76,1303,treated,control,15
#96608,674,1917,treated,treated,16
#92430,201,1363,treated,control,20
#98629,177,1394,treated,treated,17
#99918,373,1543,treated,treated,20
#90981,339,1574,control,control,17
#92604,806,1979,treated,treated,15
#97206,945,2132,control,control,17
#99977,357,1576,control,treated,23
#97332,563,1735,treated,treated,22
#99220,747,1966,treated,treated,15
#95783,915,2083,control,treated,17
#91684,446,1664,control,control,18
#90476,1060,2285,treated,control,21
#98704,680,1921,control,treated,20
#90540,712,1910,treated,treated,15
#92731,897,2087,treated,control,24
#96360,73,1278,control,treated,16
#91183,130,1282,treated,treated,24
#98009,971,2172,treated,treated,15
#91974,458,1642,control,control,23
#93168,1085,2295,treated,control,22
#93656,1030,2274,treated,treated,16
#90318,222,1412,treated,treated,22
#99539,812,1992,control,control,23
#95960,823,2036,treated,treated,15
#93783,338,1497,treated,treated,22
#98012,304,1551,control,control,17
#94817,415,1595,control,treated,20
#93672,399,1639,treated,treated,24
#93304,137,1324,control,treated,19
#96024,351,1518,control,treated,19
#93021,882,2129,treated,control,15
#92321,960,2147,treated,control,24
#96100,648,1892,treated,control,18
#91038,675,1874,treated,control,22
#93872,240,1430,treated,treated,23
#92282,753,1945,control,control,17
#98885,349,1555,control,control,19
#94919,336,1557,treated,control,21
#91880,625,1786,control,control,24
#95667,804,2046,treated,treated,20
#92518,604,1802,control,control,17
#92869,897,2105,treated,treated,18
#94125,986,2220,treated,control,20
#97177,180,1359,treated,control,22
#92282,1,1187,control,treated,23
#99941,743,1984,treated,treated,16
#98081,865,2061,control,treated,16
#99589,878,2127,control,control,18
#92432,1074,2259,treated,treated,20
#95230,21,1176,control,control,22
#90791,425,1629,treated,control,18
#99500,281,1463,treated,treated,15
#93771,364,1525,control,treated,24
#93461,634,1818,control,treated,16
#98839,738,1931,control,control,19
#97224,207,1403,treated,treated,21
#96457,927,2102,treated,treated,22
#97920,778,1928,control,treated,24
#99396,670,1866,control,control,18
#97914,1082,2293,control,control,16
