Specimen.ID,born,died,treatment,diet,weight
#95633,985,2136,treated,treated,18
#98662,281,1480,control,control,21
#99875,574,1747,treated,treated,22
#95178,207,1442,treated,treated,18
#94128,503,1654,treated,control,20
#96344,320,1515,control,control,23
#92770,1029,2277,control,treated,16
#91132,633,1808,treated,control,23
#95739,362,1587,treated,control,18
#98310,868,2019,treated,treated,19
#90983,1025,2186,control,treated,24
#97485,361,1566,control,control,16
#95940,345,1541,control,treated,23
#90610,142,1369,control,control,22
#92656,3,1167,treated,control,16
#99735,760,1922,control,control,18
#97142,1077,2312,treated,control,24
#92790,580,1803,treated,treated,18
#96928,369,1540,control,treated,24
#95911,701,1947,control,treated,15
#92076,956,2205,treated,treated,23
#99463,475,1699,control,treated,18
#94796,90,1332,treated,treated,18
#94862,663,1883,treated,control,15
#91822,923,2169,treated,control,15
#94737,954,2148,control,treated,18
#90625,78,1317,control,treated,24
#92869,1045,2200,treated,control,22
#99108,368,1566,treated,control,16
#98732,835,2062,treated,control,15
#95287,251,1430,control,treated,24
#97866,900,2139,control,treated,21
#96562,198,1406,treated,treated,20
#94398,1054,2281,control,treated,19
#94678,539,1708,control,treated,24
#90150,487,1695,treated,control,22
#94625,194,1368,treated,treated,18
#96419,486,1733,control,treated,18
#90828,275,1495,treated,control,15
#98340,386,1599,control,control,15
#98163,48,1200,treated,control,19
#91069,691,1921,treated,control,15
#90103,446,1676,treated,control,21
#91266,569,1764,treated,treated,19
#94713,577,1745,treated,treated,24
#96652,797,2009,treated,treated,15
#98013,1089,2302,treated,treated,16
#99092,465,1687,treated,control,24
#96841,12,1257,control,treated,16
#90950,663,1827,control,treated,22
#96465,582,1806,treated,control,18
#94230,902,2130,treated,control,19
#90339,67,1245,control,treated,24
#97565,389,1637,treated,treated,16
#93706,14,1221,treated,control,15
#98155,535,1715,control,treated,21
#93382,558,1720,control,treated,15
#97017,58,1273,control,control,20
#91034,331,1496,control,treated,21
#91876,874,2108,treated,treated,20
#98799,996,2207,control,treated,20
#92996,719,1882,treated,treated,17
#94507,781,1952,treated,control,21
#98651,819,1993,treated,control,21
#96818,1021,2255,control,treated,19
#97845,575,1814,treated,treated,17
#95872,1017,2221,control,control,21
#95292,1086,2276,control,control,20
#94043,800,2008,treated,treated,17
#98777,299,1536,treated,treated,15
#94652,941,2094,treated,treated,24
#94428,397,1555,control,treated,18
#95969,194,1431,control,treated,19
#99728,55,1291,control,control,20
#92851,246,1396,control,control,16
#95899,514,1760,treated,treated,24
#91209,768,2016,control,treated,20
#95293,1009,2194,treated,control,18
#97715,486,1666,treated,control,24
#99444,759,1965,control,control,21
#96093,168,1347,treated,treated,19
#91071,954,2134,control,treated,18
#92949,963,2178,treated,treated,15
#93840,705,1890,control,control,20
#90338,726,1975,treated,treated,16
#90285,404,1601,treated,treated,23
#99643,1025,2240,treated,treated,18
#94198,217,1411,treated,control,24
#98511,974,2144,treated,treated,22
#94542,743,1959,control,treated,18
#93788,196,1442,treated,control,23
#92641,833,1988,control,treated,16
#93181,576,1763,treated,treated,22
#95873,813,2042,treated,control,23
#97430,45,1238,control,control,18
#94023,311,1551,control,control,21
#95689,442,1637,treated,treated,23
#98704,253,1437,control,control,23
#90149,608,1817,control,treated,23
#91274,984,2200,control,control,16
#95356,397,1636,control,control,18
#91610,582,1796,treated,control,17
#91629,533,1697,treated,control,18
#91646,871,2029,control,treated,22
#90528,416,1604,treated,treated,19
#95941,404,1641,treated,treated,22
#93140,755,1962,control,control,16
#92895,1067,2296,treated,control,15
#99463,928,2124,control,control,20
#92173,920,2120,control,treated,19
#95542,765,1952,control,control,18
#96795,228,1411,control,treated,16
#97564,168,1378,treated,treated,17
#94452,123,1281,control,treated,24
#98688,74,1311,control,control,21
#92490,869,2099,treated,control,22
#99202,301,1548,control,treated,20
#92235,118,1298,treated,control,23
#93322,32,1275,control,treated,20
#96983,990,2163,treated,treated,21
#96124,120,1321,control,treated,24
#91483,973,2126,treated,control,23
#98859,601,1772,control,control,20
#95835,273,1494,control,control,20
#94977,113,1352,treated,control,20
#92130,807,1979,control,treated,19
#93586,609,1765,control,control,20
#97450,94,1332,control,treated,21
#90453,639,1857,treated,control,16
#94440,121,1294,control,control,21
#96513,764,1976,control,treated,21
#97089,548,1730,control,treated,19
#92401,333,1582,treated,treated,21
#94548,221,1436,control,treated,19
#93744,703,1906,treated,treated,22
#91532,979,2187,control,treated,23
#94743,1018,2194,control,control,17
#91536,646,1807,treated,treated,23
#99478,418,1614,treated,control,21
#99947,29,1233,treated,control,22
#91906,990,2236,control,control,24
#90291,511,1669,treated,control,15
#96405,504,1705,control,treated,20
#93835,738,1899,control,control,22
#99025,366,1574,treated,treated,15
#96117,803,1957,control,treated,15
#96912,659,1832,treated,control,16
#95513,942,2149,treated,control,24
#91048,719,1963,control,control,18
#90369,1056,2222,treated,control,22
#91399,808,2021,control,control,20
#95138,221,1403,treated,treated,15
#94354,279,1479,treated,treated,24
#99628,215,1403,control,treated,21
#99014,707,1891,control,treated,19
#95011,50,1271,control,control,15
#99795,723,1972,control,treated,20
#91028,272,1460,control,control,18
#91653,332,1578,treated,control,24
#92354,941,2147,treated,treated,20
#95121,159,1349,control,treated,23
#98822,581,1816,control,control,20
#96890,538,1691,treated,control,18
#92108,242,1446,treated,treated,18
#94677,474,1681,control,control,24
#94885,1011,2192,control,treated,19
#97996,304,1480,treated,treated,22
#95769,48,1272,control,control,21
#99663,706,1891,control,control,22
#98206,511,1760,treated,control,22
#98939,420,1588,control,treated,17
#99015,21,1186,treated,treated,20
#98526,521,1757,treated,treated,15
#95613,752,1961,control,control,15
#93077,927,2126,treated,control,23
#93825,1027,2233,control,control,20
#92364,1060,2254,treated,treated,22
#93956,96,1330,treated,control,22
#93820,852,2007,treated,control,15
#91092,512,1663,treated,control,15
#98012,174,1354,control,control,24
#97193,889,2067,treated,control,22
#91665,1022,2254,control,treated,17
#94318,234,1393,control,treated,19
#94916,176,1351,treated,control,23
#98561,854,2027,treated,control,19
#98444,866,2016,control,treated,18
#97622,207,1446,treated,treated,15
#91068,635,1879,treated,control,18
#99344,105,1335,control,treated,23
#98687,387,1563,control,treated,16
#92588,544,1763,control,control,24
#98503,998,2169,treated,treated,22
#94397,689,1886,control,control,21
#97257,487,1640,treated,treated,16
#99400,893,2082,control,treated,19
#90195,730,1950,treated,control,22
#91836,942,2100,control,treated,16
#91669,229,1458,treated,control,24
#91020,275,1433,control,treated,22
#92606,696,1933,treated,control,19
#96059,929,2161,control,control,19
#99179,119,1301,treated,control,17
#92113,793,2022,control,treated,17
#94196,1010,2203,control,treated,18
#92796,930,2120,control,control,21
#99504,1051,2240,control,treated,16
#99407,262,1499,treated,control,16
#92392,742,1901,control,treated,19
#94934,94,1254,control,control,22
#94672,796,1997,treated,treated,23
#98931,69,1275,treated,treated,24
#91721,859,2096,treated,control,21
#91172,163,1398,treated,control,19
#91761,791,2005,control,treated,21
#98245,992,2209,treated,control,22
#99995,679,1856,control,control,17
#97542,25,1248,control,control,17
#98610,20,1221,control,treated,24
#98605,89,1272,treated,treated,22
#97552,787,1973,treated,control,16
#91137,113,1348,control,treated,24
#91900,56,1260,treated,control,18
#91403,805,2008,control,control,23
#93251,17,1181,treated,control,21
#95806,972,2207,control,control,15
#97847,698,1906,control,treated,18
#92223,972,2181,control,treated,18
#93589,5,1237,control,control,20
#94287,106,1308,treated,control,21
#93448,942,2124,control,treated,24
#93108,452,1674,control,control,18
#97240,481,1691,treated,control,24
#99214,404,1582,treated,control,24
#91043,406,1642,control,treated,20
#98199,710,1904,treated,control,17
#93077,912,2073,control,treated,22
#97160,1019,2182,control,control,24
#95992,13,1168,treated,control,23
#98483,745,1991,treated,treated,17
#96635,651,1846,control,control,19
#98593,35,1205,control,treated,18
#97351,377,1568,control,control,16
#96867,1024,2177,treated,control,21
#96166,930,2085,control,control,19
#97152,707,1868,treated,treated,21
#96607,1010,2222,control,treated,22
#95473,687,1884,treated,treated,24
#92681,538,1785,control,treated,20
#92839,514,1753,control,control,21
#97352,215,1370,treated,control,21
#99186,258,1432,control,treated,18
#94770,911,2135,control,treated,21
#90576,837,2072,control,treated,17
#97391,921,2120,treated,control,23
#98836,49,1240,control,treated,18
#99806,222,1404,treated,control,24
#91363,352,1586,control,treated,15
#96479,203,1387,treated,treated,18
#93109,166,1350,control,treated,16
#91911,114,1279,control,control,23
#97137,275,1475,treated,control,18
#92077,635,1833,control,control,21
#99745,908,2103,treated,control,21
#90158,417,1577,control,control,21
#99183,678,1902,control,treated,17
#99554,519,1736,treated,treated,22
