Specimen.ID,born,died,treatment,diet,weight
#90972,25,1253,treated,treated,15
#92488,263,1458,control,control,21
#90325,107,1292,control,treated,20
#92875,956,2118,control,treated,23
#92262,607,1827,control,treated,22
#95693,999,2205,control,treated,19
#93936,152,1322,treated,treated,16
#98910,352,1560,control,control,23
#99382,472,1637,treated,treated,16
#90691,968,2173,control,control,23
#91461,1054,2223,control,treated,16
#94811,25,1205,treated,control,16
#99939,572,1762,control,control,18
#94760,774,1959,treated,treated,15
#94960,31,1190,treated,control,20
#95891,41,1194,treated,treated,19
#98644,1059,2295,treated,treated,23
#92746,30,1211,treated,control,21
#94258,141,1360,control,control,22
#96523,224,1389,treated,control,20
#93737,1038,2210,control,treated,21
#98490,354,1530,control,treated,18
#90558,463,1629,treated,control,18
#98189,340,1553,treated,control,24
#97222,398,1600,treated,control,15
#94215,493,1738,control,treated,22
#98285,181,1344,control,control,23
#97778,155,1364,control,control,21
#90682,836,2016,treated,control,20
#95681,772,1993,control,treated,21
#94227,250,1440,control,control,20
#98543,388,1617,control,treated,21
#98782,756,1938,treated,treated,18
#97906,411,1659,control,control,18
#93203,537,1764,treated,treated,21
#95040,974,2181,treated,control,20
#92394,985,2136,treated,treated,19
#90698,669,1827,treated,treated,18
#99541,757,1946,treated,control,20
#97680,872,2030,treated,treated,21
#92075,841,2005,control,control,20
#96429,1035,2201,control,treated,19
#95303,463,1660,control,control,15
#97104,285,1518,treated,control,22
#92297,978,2205,control,treated,19
#94127,536,1713,control,treated,16
#92302,242,1456,treated,treated,18
#94970,591,1825,control,treated,17
#99814,1056,2275,control,control,23
#91577,1039,2245,control,control,24
#98435,731,1900,treated,treated,16
#92144,109,1332,treated,control,20
#93401,831,2023,treated,treated,22
#94983,121,1351,control,control,15
#90224,875,2107,control,treated,16
#91174,30,1237,control,treated,15
#98172,510,1663,control,control,18
#98870,334,1567,control,control,22
#93121,102,1308,treated,control,23
#97719,722,1923,control,control,15
#94504,1081,2263,treated,control,18
#98677,497,1722,treated,treated,21
#96516,922,2118,control,treated,17
#99367,442,1603,treated,treated,23
#99035,846,2031,control,treated,17
#92885,74,1226,treated,treated,20
#95883,448,1676,control,control,17
#94611,951,2105,treated,control,16
#95587,354,1554,treated,treated,21
#97092,216,1435,control,treated,21
#90858,1025,2184,control,treated,16
#96320,775,1999,treated,treated,16
#94000,381,1624,control,treated,16
#99289,538,1721,treated,treated,20
#97345,206,1412,treated,control,24
#93532,977,2167,treated,treated,18
#97875,758,1923,control,control,15
#90654,464,1622,treated,treated,16
#96843,948,2174,treated,treated,21
#95386,927,2159,control,control,16
#91916,808,2026,control,treated,24
#94543,940,2169,treated,treated,23
#97710,875,2029,control,treated,18
#99329,536,1723,control,treated,22
#99522,660,1831,control,control,22
#97845,23,1246,control,treated,21
#94295,814,2027,control,treated,24
#93334,62,1300,control,control,17
#95470,51,1212,control,treated,23
#94068,116,1347,treated,control,15
#92018,973,2185,control,control,16
#99175,216,1425,treated,treated,20
#91454,829,2019,control,control,23
#98086,277,1440,treated,treated,18
#92874,72,1293,treated,control,20
#92312,244,1469,control,control,24
#93478,620,1860,treated,control,17
#98709,517,1724,treated,control,23
#97248,76,1250,control,control,16
#98415,656,1905,control,treated,16
#96359,887,2060,treated,control,19
#96545,33,1267,control,treated,20
#99172,465,1637,treated,treated,24
#91159,1021,2173,treated,treated,24
#91425,242,1419,control,treated,24
#99053,825,2014,treated,control,24
#94521,853,2022,treated,treated,16
#92864,594,1805,control,control,23
#96059,90,1256,control,control,18
#99241,1062,2293,treated,treated,17
#98619,611,1780,treated,treated,19
#91797,938,2098,treated,control,19
#98237,249,1412,treated,treated,24
#92348,977,2189,control,treated,15
#97254,461,1659,treated,control,17
#91329,278,1439,control,control,18
#96051,639,1790,control,control,21
#93622,99,1338,control,treated,24
#92257,555,1715,treated,treated,21
#93153,774,2021,treated,control,18
#91140,15,1201,control,treated,18
#97399,27,1179,control,control,19
#93546,62,1232,control,control,18
#98172,910,2158,control,treated,19
#97454,84,1260,control,control,24
#95986,354,1584,treated,control,23
#92564,145,1308,treated,treated,23
#91663,1042,2255,treated,control,15
#91442,31,1200,treated,control,20
#96131,680,1922,control,control,19
#95436,817,2012,control,treated,23
#97712,692,1926,control,treated,21
#98627,211,1393,control,treated,16
#94067,518,1736,control,treated,22
#99250,626,1857,treated,treated,21
#92834,1043,2208,control,treated,22
#92675,673,1895,control,treated,17
#92845,976,2149,treated,treated,21
#95867,68,1256,treated,control,22
#92100,1066,2289,treated,control,21
#99161,918,2108,treated,control,22
#94831,740,1945,treated,control,22
#92721,103,1347,treated,treated,21
#91919,22,1253,treated,control,16
#92146,132,1345,treated,control,22
#91546,452,1640,control,control,24
#92274,997,2209,treated,control,24
#99771,1020,2245,treated,control,16
#96197,17,1174,control,control,15
#97987,234,1393,treated,control,23
#98064,51,1220,control,control,20
#96653,1088,2288,control,treated,23
#90071,1024,2270,control,control,24
#94917,494,1732,control,control,19
#91838,960,2117,treated,treated,23
#92771,579,1771,control,treated,23
#94738,593,1829,control,control,17
#90626,160,1409,treated,treated,20
#93256,508,1723,control,treated,18
#94743,122,1370,control,control,18
#91312,941,2109,treated,treated,23
#92645,752,1962,control,treated,16
#94530,981,2133,control,control,23
#90104,864,2061,control,control,18
#90386,219,1443,control,control,24
#94618,850,2079,treated,treated,23
#92815,408,1609,control,treated,16
#94007,922,2094,control,treated,24
#93195,926,2103,treated,control,17
#94403,644,1819,treated,control,17
#94595,10,1259,control,control,24
#93461,614,1833,control,treated,16
#94654,1060,2224,control,treated,17
#96771,283,1434,treated,treated,24
#90655,237,1416,control,treated,16
#90100,297,1483,treated,treated,16
#96971,358,1571,treated,control,24
#93174,576,1770,control,control,18
#90777,42,1216,treated,treated,21
#92440,157,1370,control,treated,18
#90951,995,2196,control,treated,22
#98707,991,2157,control,control,21
#91265,146,1319,treated,control,15
#99165,192,1343,control,control,15
#92877,907,2117,treated,control,19
#97949,587,1754,treated,control,17
#93357,810,2048,control,control,22
#90584,582,1783,treated,control,18
#98176,212,1414,control,control,17
#91916,754,1990,control,treated,19
#96457,668,1886,treated,treated,21
#93170,903,2152,control,treated,23
#95596,684,1894,control,treated,20
#95190,489,1684,treated,control,23
#91316,891,2081,control,treated,23
#98467,889,2089,control,control,24
#98959,353,1580,control,treated,20
#94386,522,1732,treated,control,19
#93703,891,2129,treated,control,24
#95949,447,1693,control,treated,21
#95793,789,1942,treated,treated,19
#97498,314,1538,control,treated,23
#95137,796,1995,control,treated,20
#98044,454,1643,treated,control,16
#96165,646,1813,treated,treated,23
#94055,398,1604,control,treated,16
#97388,329,1555,control,control,21
#95251,11,1217,control,control,22
#99367,873,2120,treated,treated,20
#91520,1066,2278,treated,treated,19
#93323,630,1822,treated,control,24
#93215,608,1806,control,treated,17
#99495,461,1680,treated,control,17
#91895,187,1369,control,control,21
#98260,926,2131,control,control,20
#93903,778,1973,control,treated,18
#99591,585,1806,control,control,15
#96819,766,1960,treated,control,16
#93775,658,1850,treated,control,24
#97289,335,1544,treated,treated,21
#90322,67,1253,treated,control,20
#93733,417,1636,treated,treated,19
#94779,230,1433,control,control,23
#98652,424,1593,control,treated,15
#94909,93,1313,control,treated,21
#90153,361,1522,control,control,18
#90346,742,1954,treated,control,24
#97251,576,1784,control,treated,17
#95652,536,1730,treated,treated,21
#99875,927,2161,control,treated,24
#98099,985,2166,control,treated,15
#99259,875,2038,treated,control,23
#95670,92,1335,treated,treated,19
#96673,840,2008,control,treated,22
#99593,4,1211,control,treated,18
#94716,643,1890,control,treated,15
#94219,300,1524,treated,control,22
#99319,561,1736,control,control,18
#95605,542,1735,treated,control,23
#92957,919,2109,treated,control,20
#98224,87,1247,control,control,23
#92162,516,1690,treated,treated,24
#92299,143,1350,treated,treated,17
#98714,166,1382,control,treated,22
#95039,79,1241,control,treated,15
#99397,616,1799,treated,treated,19
#95337,1067,2231,treated,treated,18
#90012,571,1755,control,control,24
#95559,135,1345,control,treated,16
#91738,645,1795,control,control,18
#91119,1053,2215,control,treated,24
#96593,1012,2224,control,treated,19
#99135,13,1214,control,treated,16
#96490,553,1766,treated,treated,21
#95040,900,2090,treated,treated,23
#93829,759,1992,control,treated,18
#92338,868,2048,treated,treated,15
#93368,811,2004,treated,control,23
#93188,828,2054,treated,treated,22
#91474,918,2088,treated,treated,23
#92436,313,1521,treated,control,16
#90616,1044,2199,treated,treated,15
#94760,974,2181,treated,control,23
#95795,33,1271,treated,treated,18
#98887,456,1677,control,control,17
#94510,934,2153,control,control,23
#90743,227,1429,treated,treated,22
