Specimen.ID,born,died,treatment,diet,weight
#97636,1091,2312,treated,control,16
#98173,936,2142,treated,control,18
#92598,858,2025,control,treated,21
#90150,216,1457,control,treated,16
#98127,154,1382,control,treated,22
#94341,699,1945,control,control,19
#94705,777,1936,control,treated,17
#96429,175,1422,control,control,22
#92274,910,2158,control,treated,16
#94019,792,1993,control,treated,21
#95811,280,1468,treated,control,24
#90812,3,1193,treated,treated,24
#97002,1033,2187,treated,treated,18
#98074,1073,2281,treated,control,24
#97112,686,1860,treated,treated,17
#95791,359,1516,treated,treated,22
#94208,779,1962,treated,control,20
#98526,804,2001,treated,control,23
#92369,710,1904,treated,control,20
#91214,147,1330,control,treated,24
#92667,97,1309,control,control,15
#98775,685,1873,control,control,23
#97620,1080,2295,control,control,24
#90773,819,2067,control,control,24
#96363,314,1536,treated,control,21
#95127,162,1321,treated,treated,23
#95720,475,1721,treated,treated,21
#90165,2,1163,control,treated,23
#99129,358,1583,treated,control,18
#91089,872,2059,treated,treated,22
#92775,218,1391,treated,treated,18
#99966,838,2008,control,treated,19
#93912,757,1910,treated,treated,22
#98069,979,2172,control,control,16
#90025,224,1449,control,treated,20
#96474,984,2189,treated,control,22
#99225,823,1989,treated,treated,22
#99262,215,1449,treated,treated,18
#98776,891,2051,control,control,18
#92258,147,1372,treated,treated,22
#91605,248,1497,treated,treated,23
#99843,670,1907,control,control,21
#99823,626,1868,control,treated,21
#92493,667,1852,treated,treated,23
#96590,794,2040,control,treated,19
#94223,222,1408,treated,control,24
#97874,368,1518,treated,treated,23
#91967,390,1597,control,treated,17
#96962,660,1902,control,control,21
#96085,92,1270,treated,control,16
#92941,693,1881,control,treated,23
#96501,1087,2264,control,treated,15
#92189,36,1266,treated,control,18
#95887,856,2038,control,treated,15
#92840,1066,2309,treated,treated,16
#91906,768,1945,control,treated,15
#95294,276,1450,treated,control,19
#90919,693,1849,treated,treated,18
#97547,66,1280,control,control,21
#98157,494,1733,treated,treated,19
#94300,357,1550,control,control,22
#99209,334,1504,control,control,22
#97627,1080,2262,control,treated,21
#98645,771,1933,control,control,17
#95357,487,1726,treated,control,24
#97272,508,1724,control,control,16
#96324,580,1824,control,treated,21
#96488,618,1801,treated,control,18
#99988,1081,2294,treated,treated,20
#97372,405,1652,control,treated,17
#94342,171,1398,treated,control,16
#94973,229,1448,control,treated,19
#93298,760,1971,treated,treated,24
#99844,1014,2170,control,treated,20
