Specimen.ID,born,died,treatment,diet,weight
#91409,836,1991,control,control,16
#93352,1032,2243,control,treated,23
#93322,1010,2216,treated,control,18
#95614,979,2155,control,treated,21
#90327,622,1827,control,control,21
#96907,431,1599,treated,control,22
#93165,54,1277,treated,treated,18
#98013,304,1523,treated,control,20
#91357,626,1797,treated,control,18
#98186,681,1835,treated,control,15
#95486,412,1594,control,control,15
#99520,332,1564,treated,control,23
#92234,482,1729,control,treated,16
#90793,775,1930,control,treated,24
#93976,234,1404,treated,treated,23
#94805,1094,2250,control,treated,22
#92303,191,1355,control,control,16
#99580,439,1613,treated,treated,22
#91271,10,1197,treated,control,16
#94335,1085,2300,control,treated,18
#97562,273,1503,treated,treated,24
#99806,546,1737,control,control,22
#95247,20,1192,treated,treated,23
#90081,711,1877,control,control,15
#93158,873,2115,control,control,16
#94373,467,1680,control,treated,22
#91627,279,1457,treated,treated,15
#91285,793,2014,treated,treated,19
#94613,457,1645,control,treated,20
#91317,200,1441,control,control,21
#94280,835,2080,control,treated,15
#93130,254,1416,control,control,22
#98991,11,1249,treated,control,19
#91469,977,2225,control,treated,21
#90332,459,1624,treated,control,17
#96247,731,1883,treated,treated,24
#98055,538,1699,treated,treated,24
#93270,405,1604,treated,control,21
#99797,1041,2285,control,treated,15
#90971,868,2037,treated,control,17
#91555,475,1707,control,treated,20
#94045,967,2216,control,control,24
#98439,879,2056,treated,treated,21
#96439,567,1733,control,treated,20
#97759,890,2076,control,treated,20
#93293,935,2158,treated,treated,20
#99205,12,1165,control,treated,20
#90550,167,1399,treated,control,22
#96589,283,1508,treated,treated,18
#93006,142,1349,treated,treated,24
#99120,492,1709,treated,control,21
#95812,773,1975,treated,treated,17
#90419,1072,2264,treated,treated,20
#92528,1025,2194,treated,control,18
#98098,596,1772,treated,control,20
#98828,469,1680,control,treated,22
#92997,306,1472,treated,treated,16
#99458,143,1324,treated,treated,20
#98419,2,1181,treated,control,18
#94323,57,1246,treated,treated,22
#98065,101,1336,control,treated,19
#94304,1080,2324,treated,treated,16
#95128,607,1766,control,treated,21
#94965,555,1714,treated,control,21
#93520,838,2004,control,control,15
#92397,71,1230,control,treated,15
#99412,280,1463,control,treated,16
#94504,622,1793,control,control,20
#94420,633,1872,treated,control,15
#99331,203,1422,treated,treated,16
#93337,502,1744,treated,control,24
#98763,243,1412,control,treated,18
#91603,853,2047,treated,control,19
#95061,873,2058,control,control,24
#91230,59,1254,control,control,19
#90140,211,1404,treated,control,23
#97616,174,1398,control,control,23
#92330,474,1686,control,control,20
#97879,68,1260,treated,control,20
#95103,491,1715,treated,control,24
#90297,972,2132,control,control,24
#93945,254,1446,treated,treated,16
#98742,393,1602,treated,control,18
#94387,980,2207,control,treated,21
#90395,1033,2188,control,control,22
#95851,899,2135,control,control,16
#97821,40,1224,treated,control,23
#93071,547,1774,treated,treated,20
#92258,861,2037,control,treated,21
#92851,219,1457,treated,control,23
#90596,1009,2255,control,treated,18
#97187,173,1347,control,treated,21
#96129,573,1820,control,control,20
#98807,342,1551,control,control,17
#97301,118,1349,treated,control,20
#95732,1046,2287,control,treated,18
#97554,850,2096,treated,control,20
#93347,243,1463,control,control,19
#99265,912,2128,treated,control,19
#90665,1013,2199,treated,treated,18
#91569,45,1276,control,control,17
#94158,763,1918,treated,treated,16
#96579,950,2173,treated,control,21
#98446,985,2221,treated,treated,15
#99506,424,1598,treated,control,16
#98903,767,1969,treated,control,17
#98325,745,1929,treated,treated,17
#91697,812,2060,treated,control,22
#91929,382,1590,treated,control,24
#93271,187,1391,treated,treated,16
#93209,382,1588,treated,treated,24
#95087,822,2061,control,treated,16
#95646,260,1429,control,treated,22
#90043,461,1676,treated,control,16
#92803,26,1202,treated,control,16
#95024,826,2023,control,treated,19
#93020,656,1871,treated,treated,16
#92061,331,1534,treated,treated,20
#99018,363,1569,treated,treated,16
#90450,901,2061,treated,treated,17
#92483,896,2132,control,control,17
#92197,822,2060,treated,control,19
#99035,296,1545,treated,control,22
#99424,586,1825,treated,control,16
#98485,285,1442,control,treated,18
#98034,694,1942,control,control,23
#98361,711,1949,control,control,18
#91446,417,1627,treated,treated,22
#90318,1010,2247,control,control,23
#94791,844,2066,treated,treated,23
#90579,923,2154,treated,control,20
#98820,244,1442,control,control,17
#95660,979,2184,treated,treated,19
#99316,569,1779,control,treated,23
#98324,390,1611,treated,treated,22
#91570,210,1444,control,control,15
#96298,362,1545,control,control,22
#96664,36,1222,control,treated,17
#91771,197,1415,control,treated,16
#95503,976,2162,treated,control,24
#92230,386,1591,control,control,21
#98997,367,1599,treated,treated,15
#93164,709,1956,control,control,22
#97718,968,2177,control,control,15
#92507,956,2135,control,treated,20
#90367,1064,2311,control,treated,20
#90584,239,1462,treated,treated,19
#91030,102,1339,control,control,18
#97323,290,1446,control,treated,15
#93125,396,1632,treated,control,21
#98250,531,1772,treated,control,17
#93899,956,2125,treated,control,22
#90826,1050,2290,treated,treated,23
