Specimen.ID,born,died,treatment,diet,weight
#90135,357,1531,treated,control,16
#98447,228,1466,treated,treated,21
#92607,1080,2294,control,treated,22
#95672,906,2152,control,control,15
#90880,180,1386,treated,treated,19
#95651,31,1261,control,treated,21
#96092,530,1688,control,treated,23
#90972,936,2145,control,treated,22
#92012,408,1626,treated,control,20
#98408,403,1582,control,treated,19
#95075,739,1935,treated,control,24
#94722,750,1961,control,control,22
#90327,341,1582,control,control,16
#91355,305,1512,control,treated,20
#96034,623,1834,treated,control,21
#94140,989,2153,treated,control,24
#93689,369,1562,control,control,22
#90925,408,1578,treated,control,23
#92809,488,1700,treated,control,20
#99907,99,1336,control,control,24
#94317,1054,2205,control,treated,17
#93075,75,1306,treated,treated,20
#93223,1060,2210,control,treated,18
#96111,206,1368,treated,control,15
#95988,662,1868,control,treated,17
#93021,562,1750,treated,treated,20
#90109,318,1505,control,control,16
#99777,797,2014,treated,control,20
#91857,90,1324,treated,control,16
#92541,1063,2219,control,treated,20
#96265,287,1461,treated,control,18
#90723,1037,2282,control,control,23
#92838,207,1363,control,control,15
#97805,33,1264,control,treated,17
#97258,321,1537,treated,treated,23
#99545,239,1398,control,control,21
#91108,827,2071,treated,control,24
#91312,257,1463,control,treated,19
#96409,459,1628,treated,control,22
#99493,409,1647,treated,control,17
#93080,373,1523,control,control,21
#90245,157,1321,treated,treated,17
#91648,133,1323,treated,treated,17
#96402,675,1838,treated,treated,19
#93774,798,2045,treated,control,24
#90032,669,1825,control,treated,19
#91712,749,1983,treated,treated,21
#93851,465,1632,control,control,16
#94104,1064,2231,control,treated,21
#90920,173,1327,control,control,18
#92326,497,1694,control,treated,23
#92947,968,2118,control,control,23
#91994,357,1553,control,treated,17
#91831,865,2103,control,treated,15
#99340,422,1620,treated,treated,19
#96691,708,1892,treated,treated,23
#99928,446,1618,control,control,22
#95348,237,1397,treated,control,17
#90584,478,1660,control,treated,21
#93033,689,1852,treated,treated,17
#92654,770,1924,treated,control,20
#96803,727,1940,treated,control,24
#90078,723,1946,control,treated,17
#94599,375,1580,control,control,21
#99163,802,1969,control,control,23
#94667,686,1882,treated,control,20
#91523,894,2092,control,control,18
#96319,287,1447,control,control,22
#94470,334,1499,treated,control,15
#96003,352,1572,control,treated,24
#91929,51,1286,control,treated,21
#98791,965,2181,treated,control,22
#97371,1053,2208,treated,treated,22
#98360,909,2125,treated,treated,18
#95324,108,1281,treated,treated,20
#99467,108,1282,control,control,23
#95232,67,1280,treated,control,24
#98085,1075,2316,control,control,20
#98265,1044,2228,control,treated,15
#96480,209,1368,treated,treated,16
#94333,688,1931,control,treated,23
#91519,347,1536,control,control,22
#94447,786,1980,treated,control,22
#93280,129,1364,treated,treated,19
#92298,639,1805,treated,control,17
#90742,631,1822,control,control,22
#94727,14,1183,treated,control,23
#94607,275,1448,treated,treated,16
#96803,272,1458,control,control,22
#99595,816,2037,treated,treated,16
#99036,176,1394,control,treated,22
#99946,291,1505,control,treated,16
#94979,181,1360,treated,control,18
#99757,986,2201,treated,treated,15
#90492,1082,2263,treated,treated,22
#93114,55,1229,treated,treated,22
#94587,747,1988,control,treated,22
#98248,676,1920,control,control,23
#95389,320,1517,treated,control,20
#91662,23,1232,treated,treated,18
#91748,124,1308,control,treated,19
#92314,217,1379,control,control,24
#95353,513,1748,treated,treated,24
#91997,921,2169,control,treated,16
#90428,635,1821,control,control,24
#94092,842,1998,control,treated,15
#91009,47,1211,treated,control,20
#90849,444,1653,control,control,16
#90658,720,1927,treated,treated,18
#90065,405,1645,control,control,17
#97172,513,1714,control,treated,19
#97810,637,1842,treated,control,22
#92989,697,1894,control,control,16
#92830,518,1718,control,treated,16
#90933,613,1860,treated,treated,16
#95886,666,1861,control,treated,17
#94610,204,1422,treated,treated,16
#98266,575,1737,treated,control,17
#96942,247,1441,treated,control,22
#93513,964,2125,control,control,22
#90970,157,1385,control,control,15
#94117,905,2107,treated,control,21
#93143,1042,2260,control,control,24
#95966,69,1283,control,control,24
#98223,1091,2314,control,control,20
#91721,397,1633,treated,control,20
#95669,682,1870,treated,control,20
#92407,309,1533,control,treated,17
#99084,419,1606,control,treated,24
#98368,473,1694,treated,treated,24
#95732,65,1247,control,control,20
#96925,458,1672,treated,treated,24
#98662,516,1748,treated,treated,16
#96587,51,1232,treated,control,17
#97095,401,1563,treated,treated,22
#92938,390,1572,treated,control,19
#99979,166,1410,control,control,24
#94146,286,1524,control,treated,17
#97434,770,1990,treated,control,16
#95568,986,2214,control,control,24
#93720,243,1481,treated,treated,21
#97730,281,1510,control,treated,21
#94166,197,1421,control,treated,23
#96115,618,1778,treated,treated,19
#96409,1039,2247,control,treated,18
#94636,1003,2163,treated,treated,17
#95219,849,2028,treated,control,16
#93172,271,1515,control,control,16
#94613,457,1619,control,treated,17
#97041,502,1690,control,treated,23
#90729,452,1694,treated,control,16
#99535,314,1494,treated,control,23
#98933,609,1836,control,control,16
#93432,714,1892,treated,control,15
#96646,651,1824,treated,control,17
#92292,1002,2199,treated,control,16
#94512,710,1933,control,treated,22
#96081,766,1947,control,treated,15
#94492,311,1519,treated,control,18
#93567,1060,2228,control,treated,17
#91919,646,1807,control,treated,18
#99571,562,1786,treated,treated,24
#93091,52,1271,control,treated,18
#98502,196,1346,treated,treated,22
#98893,428,1630,control,control,20
#99732,451,1684,control,treated,21
#99298,471,1652,treated,control,18
#91240,666,1832,treated,treated,15
#98066,1063,2312,treated,treated,23
#94505,620,1794,control,treated,23
#94209,718,1961,treated,control,17
#93723,55,1242,treated,control,21
#95605,154,1349,control,control,22
#96872,481,1723,control,control,15
#92180,76,1300,control,control,19
#94097,129,1286,treated,treated,20
#93880,1022,2234,control,control,20
#97868,726,1914,treated,treated,19
#95263,1067,2262,control,control,23
#92640,881,2047,treated,control,15
#91397,173,1332,treated,treated,20
#97873,636,1801,control,treated,18
#99139,989,2169,control,treated,22
#90961,363,1525,treated,treated,17
#93680,301,1543,control,control,24
#93544,115,1344,control,treated,15
#92812,215,1396,control,control,16
#93105,480,1631,control,control,24
#90266,141,1343,control,treated,21
#99199,419,1651,control,control,20
#97631,585,1798,treated,control,16
#93499,490,1654,treated,control,16
#91795,277,1498,control,control,17
#96562,1048,2245,treated,control,24
#90955,456,1626,treated,control,24
#96569,972,2187,control,control,19
#98184,154,1332,treated,control,22
#95973,72,1230,treated,treated,20
#98160,588,1830,control,treated,21
#93311,122,1324,control,treated,22
#99252,408,1656,treated,control,15
#98355,17,1222,treated,treated,21
#91905,314,1516,treated,treated,20
#90468,478,1703,treated,control,22
#96070,892,2095,control,control,18
#99592,619,1839,treated,treated,17
#93424,1059,2254,control,control,17
#98886,294,1524,treated,control,22
#99022,465,1665,treated,treated,24
#93579,280,1486,treated,control,17
#93924,879,2119,control,control,22
#94356,702,1907,treated,treated,17
#99159,535,1704,control,treated,19
#96232,277,1525,control,treated,18
#95357,835,2082,control,control,20
#95382,184,1380,treated,treated,18
#95626,123,1329,control,treated,24
#98923,316,1552,treated,control,16
#91360,603,1755,control,control,17
#93297,835,2013,treated,control,16
#98206,1083,2304,control,control,23
#95155,324,1573,control,control,21
#91846,206,1387,control,treated,23
#99378,202,1354,treated,treated,17
#95019,693,1844,treated,control,16
#98829,610,1825,treated,control,15
#98267,943,2123,treated,control,21
#98197,271,1519,treated,treated,24
#93152,996,2211,control,treated,23
#97908,447,1620,treated,treated,16
#96441,933,2112,treated,treated,16
