Specimen.ID,born,died,treatment,diet,weight
#91409,537,1786,treated,treated,23
#93160,1012,2193,treated,treated,21
#99335,318,1553,treated,treated,16
#96151,768,1992,control,treated,16
#96307,518,1745,treated,control,20
#91538,486,1642,treated,control,16
#98563,972,2140,control,treated,24
#93976,667,1833,treated,control,20
#90555,70,1267,control,treated,21
#90802,23,1201,treated,control,16
#97469,1008,2204,control,control,17
#94587,571,1782,treated,control,18
#90970,140,1353,control,treated,17
#94730,120,1297,control,control,19
#97544,322,1564,control,treated,18
#96650,1056,2229,treated,control,15
#98418,742,1965,treated,treated,17
#98200,57,1244,control,treated,18
#95589,593,1792,control,treated,23
#90044,133,1347,treated,control,24
#94353,590,1818,control,treated,21
#98931,821,2030,control,treated,19
#95929,648,1805,treated,control,19
#90315,484,1691,treated,treated,21
#95066,316,1483,control,control,21
#98077,821,2061,treated,treated,16
#92398,354,1533,treated,control,17
#90337,865,2103,treated,treated,16
#91683,974,2218,control,treated,22
#93038,762,1956,control,control,15
#97736,873,2068,treated,control,23
#91447,900,2096,treated,control,24
#92282,82,1303,control,treated,16
#99733,475,1709,treated,control,22
#93293,172,1351,control,control,21
#96744,350,1570,control,control,23
#93464,244,1409,treated,treated,15
#92513,211,1447,control,control,17
#96485,13,1226,treated,control,18
#98682,912,2152,treated,control,23
#92053,398,1576,control,control,17
#92329,185,1381,treated,control,15
#96698,1061,2224,control,treated,22
#90691,459,1623,treated,control,15
#99860,462,1618,control,control,17
#98424,321,1530,treated,treated,18
#95164,165,1330,treated,control,21
#93958,772,1951,control,treated,17
#91227,322,1561,control,control,24
#93511,498,1710,control,control,24
#94025,768,1995,control,treated,23
#91122,293,1450,control,control,17
#96975,134,1326,control,treated,18
#96670,785,1966,control,treated,20
#92247,773,1978,treated,treated,18
#94087,226,1415,control,control,23
#99563,457,1703,control,control,16
#94334,584,1769,control,treated,24
#92125,1082,2259,treated,treated,18
#91228,1064,2247,treated,control,18
#96841,526,1749,treated,control,16
#95305,717,1923,control,treated,18
#97785,213,1417,control,control,22
#97978,219,1390,control,control,15
#99561,58,1228,control,control,22
#97107,656,1899,control,control,18
#99852,695,1867,treated,treated,21
#93307,162,1370,treated,control,18
#97471,680,1894,treated,treated,18
#95624,141,1318,treated,treated,21
#90874,789,1948,control,control,16
