Specimen.ID,born,died,treatment,diet,weight
#91388,420,1603,control,treated,21
#91205,508,1728,treated,control,18
#90510,719,1875,treated,control,22
#90974,289,1495,treated,control,22
#96319,253,1473,control,control,15
#92862,843,2080,treated,treated,20
#98993,719,1936,treated,control,15
#91036,316,1554,treated,control,19
#98049,878,2059,treated,treated,16
#99705,231,1393,treated,treated,16
#91209,672,1871,control,treated,16
#98729,1075,2262,treated,treated,20
#90198,20,1247,control,control,19
#97232,645,1803,treated,treated,22
#94201,171,1321,treated,treated,15
#93394,508,1677,control,treated,21
#95140,1065,2225,control,control,20
#98277,781,1974,treated,control,24
#97335,725,1923,control,control,24
#98729,118,1304,treated,treated,22
#92894,653,1832,treated,control,17
#96321,184,1385,treated,treated,19
#94292,946,2158,treated,control,21
#90176,163,1405,treated,treated,23
#99049,1041,2231,control,treated,24
#99890,449,1691,control,treated,21
#99420,978,2145,control,control,17
#97582,158,1363,control,treated,15
#98213,999,2177,treated,control,21
#96269,214,1448,control,control,24
#99136,915,2099,control,treated,24
#99312,374,1583,treated,control,21
#95659,746,1984,treated,control,22
#90955,1029,2204,treated,treated,16
#93650,217,1379,control,treated,21
#91070,582,1799,treated,treated,20
#99702,379,1622,treated,control,23
#95067,740,1920,treated,treated,15
#93517,695,1878,control,treated,15
#93289,508,1723,control,control,15
#98849,702,1872,treated,control,20
#98426,980,2163,treated,control,22
#93398,409,1561,control,treated,20
#96340,688,1893,treated,control,23
#96608,260,1467,control,control,17
#97232,1028,2229,treated,control,23
#92732,295,1538,treated,control,19
#90380,627,1795,control,control,16
#94984,734,1925,treated,treated,20
#96133,142,1389,control,control,15
#98636,646,1811,treated,treated,19
#98508,1049,2211,treated,treated,23
#98338,2,1233,control,control,24
#93285,154,1328,treated,treated,20
#98783,944,2166,treated,treated,20
#97161,877,2048,treated,treated,15
#94213,1040,2242,treated,treated,21
#96520,1051,2265,treated,control,22
#95908,383,1560,treated,treated,17
#97811,829,2026,treated,treated,20
#98231,175,1394,treated,control,17
#96237,148,1352,treated,control,23
#95702,306,1517,treated,control,16
#94560,488,1667,control,control,23
#91283,8,1236,control,control,20
#99819,923,2166,treated,control,21
#97726,666,1891,control,control,16
#95144,13,1177,treated,treated,18
#96156,865,2071,treated,control,19
#96409,465,1706,control,treated,23
#95633,565,1786,control,treated,22
#91664,831,2000,treated,control,20
#91016,288,1461,control,control,23
#90378,237,1398,control,treated,15
#90512,75,1244,treated,treated,22
#91917,989,2147,control,treated,18
#98670,779,1948,treated,control,18
#97543,11,1250,control,control,15
#97429,61,1265,treated,treated,23
#96023,768,1939,control,treated,17
#98402,31,1236,control,treated,17
#98510,2,1191,treated,control,22
#97481,1027,2186,control,treated,22
#94036,182,1375,treated,treated,24
#96884,626,1873,control,control,16
#97776,814,2043,treated,treated,18
#96969,458,1647,control,control,24
#90373,892,2100,control,control,18
#93559,606,1837,treated,treated,15
#90132,284,1501,control,treated,19
#92459,437,1607,treated,control,23
#91704,852,2093,control,control,19
#92138,510,1695,treated,treated,21
#91987,951,2169,treated,control,20
#94287,514,1695,control,control,18
#99393,228,1407,control,treated,20
#91047,663,1885,treated,treated,23
#92983,528,1737,control,treated,23
#91440,835,2016,control,treated,20
#92605,1005,2249,treated,treated,23
#96564,1078,2262,control,control,17
#90825,283,1525,control,treated,20
#94075,1076,2232,treated,control,20
#92318,6,1211,control,treated,24
#99149,358,1541,treated,control,24
#95481,940,2114,control,control,16
#98472,370,1563,treated,control,17
#95380,284,1497,control,treated,21
#98826,1052,2259,control,treated,24
#91991,622,1810,control,control,15
#97860,649,1801,treated,control,24
#98897,94,1244,treated,control,15
#99257,77,1236,treated,treated,23
#96391,755,1919,treated,treated,19
#97622,233,1457,treated,control,20
#99226,388,1557,control,control,19
#95478,674,1848,control,treated,17
#93588,392,1631,control,treated,22
