Specimen.ID,born,died,treatment,diet,weight
#91772,1024,2199,treated,control,20
#93083,785,2015,control,control,19
#91177,336,1494,control,control,16
#92376,654,1844,control,control,23
#99651,249,1447,treated,control,23
#94638,295,1471,control,treated,21
#92198,932,2095,control,control,22
#98818,119,1280,treated,treated,22
#93766,187,1354,treated,treated,19
#90124,63,1240,control,treated,21
#95496,910,2154,control,control,24
#95532,991,2208,treated,treated,23
#92450,287,1462,control,control,21
#93105,984,2181,treated,control,23
#98005,804,2010,control,treated,18
#91654,690,1899,control,treated,22
#96067,482,1726,control,treated,20
#93359,215,1374,control,control,15
#97365,215,1409,control,treated,24
#95897,629,1866,treated,treated,17
#99710,205,1402,treated,treated,17
#94923,889,2060,treated,treated,19
#90434,99,1265,treated,treated,16
#93008,365,1548,control,treated,22
#92278,515,1748,control,control,18
#98910,962,2121,treated,treated,15
#93187,906,2151,treated,treated,19
#99872,828,2065,control,treated,19
#95411,993,2241,treated,treated,24
#97741,296,1536,treated,control,20
#98591,393,1623,control,treated,23
#93706,981,2135,control,treated,24
#92319,758,1926,treated,treated,24
#95052,621,1774,control,control,19
#97376,315,1474,treated,treated,22
#92306,718,1954,treated,control,24
#93755,83,1261,control,treated,21
#94076,399,1581,treated,control,18
#96884,68,1264,treated,treated,16
#97905,876,2051,control,control,20
#99071,917,2125,treated,treated,19
#95213,54,1228,control,treated,24
#95019,717,1917,treated,treated,15
#97816,96,1307,control,treated,17
#97094,1047,2251,control,control,17
#95086,276,1492,treated,treated,22
#97143,856,2033,control,treated,19
#97846,1080,2306,treated,treated,15
#91220,133,1338,treated,control,24
#91710,863,2019,treated,treated,21
#97783,873,2106,control,treated,21
#98830,54,1280,treated,control,17
#91386,59,1226,treated,treated,24
#97535,353,1595,control,control,16
#97182,499,1711,treated,treated,23
#99206,189,1369,control,control,21
#94682,831,2041,control,treated,22
#98150,437,1594,treated,treated,22
#96543,146,1395,control,treated,16
#90015,668,1865,control,control,22
#92933,164,1343,control,control,19
#97715,199,1396,treated,control,15
#99928,137,1386,control,control,24
#99238,1018,2170,treated,treated,16
#99224,426,1675,control,control,21
#96879,278,1469,treated,treated,16
#95753,722,1895,treated,control,22
#99243,155,1346,treated,control,19
#95793,573,1728,treated,treated,17
#90460,203,1393,treated,control,18
#95935,1024,2209,treated,control,24
#93314,748,1913,treated,treated,20
#95903,812,2037,treated,treated,24
#92485,268,1458,control,control,22
#90886,338,1545,treated,treated,17
#91892,945,2117,treated,treated,16
#90067,903,2100,control,control,22
#91453,841,2072,control,control,22
#90847,297,1519,treated,treated,24
#90519,670,1875,treated,control,15
#92318,799,1959,treated,treated,15
#97939,517,1686,control,control,23
#99999,1026,2204,control,treated,22
#99253,947,2103,treated,treated,20
#95634,702,1889,treated,control,15
#92337,65,1288,treated,treated,20
#99693,728,1896,control,treated,15
#91194,1081,2299,treated,control,23
#93939,561,1797,control,treated,15
#94470,642,1837,treated,control,18
#91216,366,1615,treated,treated,21
#92668,684,1861,control,treated,24
#92523,607,1778,control,treated,15
#97496,212,1429,treated,treated,22
#98640,280,1493,treated,treated,22
#96482,1023,2259,treated,control,21
#99158,849,2096,control,treated,19
#93897,955,2143,treated,control,24
#99057,12,1217,treated,treated,21
#99670,601,1840,treated,control,15
#94861,889,2122,treated,treated,17
#99998,814,2012,treated,control,16
#91202,232,1415,control,treated,19
#97896,924,2126,treated,treated,20
#92834,655,1853,treated,treated,16
#92370,265,1499,control,treated,19
#97162,706,1879,control,control,19
#99122,1042,2212,control,control,16
#95470,69,1297,treated,treated,22
#99440,1015,2203,control,control,21
#98425,598,1838,treated,treated,19
#98837,146,1342,treated,control,22
#97432,714,1896,control,treated,23
#99781,983,2190,treated,control,17
#90383,510,1666,control,control,19
#90362,614,1853,treated,treated,19
#92450,423,1584,control,control,21
#96763,396,1639,treated,control,18
#93095,492,1716,control,control,24
#95830,696,1905,treated,control,16
#97255,129,1302,treated,control,18
#92331,552,1797,treated,treated,24
#99307,387,1539,treated,control,19
#92247,1084,2271,control,treated,15
#99003,92,1320,treated,treated,15
#95672,148,1314,treated,control,15
#90513,646,1800,treated,control,16
#91719,800,2003,treated,treated,15
#94177,113,1360,treated,control,16
#94589,895,2064,control,treated,24
#93418,1088,2292,treated,treated,19
#90948,793,2013,treated,treated,16
#91395,607,1799,treated,control,20
#96260,501,1747,control,treated,17
#91487,641,1864,control,control,23
#95580,888,2046,control,treated,18
#90467,1026,2270,treated,control,20
#93178,1091,2252,control,control,15
#97730,278,1459,control,control,20
#90441,1092,2249,control,control,22
#92255,666,1903,control,control,23
#95037,292,1457,control,control,17
#96720,556,1753,control,control,19
#92526,300,1531,treated,control,19
#98502,750,1942,control,control,16
#92943,87,1331,treated,control,24
#92568,112,1298,treated,control,20
#94134,1031,2229,treated,treated,16
#92568,816,2043,treated,treated,20
#92122,150,1347,control,treated,16
#94971,874,2073,control,treated,19
#97616,775,2002,control,treated,16
#94187,452,1672,control,treated,17
#94549,535,1777,treated,control,21
#92999,893,2086,treated,control,22
#98211,927,2131,control,control,23
#91390,79,1269,treated,control,23
#98472,508,1681,treated,control,23
#92206,534,1762,control,control,24
#94519,365,1597,treated,control,21
#91615,895,2094,treated,control,20
#92522,404,1598,treated,treated,16
#90666,937,2140,control,treated,20
#98138,825,2073,control,control,18
#91883,748,1898,treated,treated,21
#90231,769,1940,control,treated,16
#90262,850,2076,control,treated,16
#97678,249,1490,control,treated,22
#91727,544,1725,control,treated,24
#99874,229,1464,control,treated,18
#94092,580,1760,treated,treated,24
#99407,610,1838,treated,treated,15
#92371,920,2144,control,control,18
#91090,203,1450,control,treated,17
#96573,854,2058,control,control,19
#99785,839,2077,treated,treated,18
#93279,962,2174,control,treated,19
#91437,232,1445,treated,control,21
#99985,521,1676,treated,treated,18
#90395,232,1433,treated,control,16
#97540,878,2086,treated,control,15
#92471,516,1679,treated,treated,22
#98212,143,1341,control,treated,20
#96173,488,1663,treated,control,19
#99803,409,1589,control,control,23
#98423,248,1468,control,treated,20
#96593,283,1456,treated,treated,19
#95373,112,1270,control,treated,22
#93237,191,1419,control,control,23
#96854,155,1348,treated,treated,21
#93128,887,2087,control,treated,16
#94730,1035,2247,treated,control,20
#94400,1093,2284,control,control,22
#98474,444,1677,treated,control,18
#94346,474,1695,treated,control,23
#92273,79,1323,control,treated,16
#94949,543,1719,treated,treated,22
#96339,1062,2287,treated,treated,23
#97116,1048,2203,treated,treated,23
#91731,411,1588,treated,control,16
#96126,448,1603,treated,treated,16
#96046,326,1519,control,control,18
#98695,1087,2323,treated,treated,21
#96198,481,1708,control,treated,15
#96160,56,1232,control,treated,21
#92517,230,1380,treated,control,18
#96308,39,1192,control,treated,16
#99045,998,2202,control,treated,20
#99478,592,1793,control,control,23
#99196,361,1572,control,control,20
#95668,694,1936,control,treated,15
#98717,255,1455,control,control,15
#99809,265,1493,treated,control,15
#97342,938,2137,control,control,19
#98223,635,1860,treated,control,23
#90147,1005,2238,treated,treated,21
#91378,983,2177,treated,control,24
#93969,562,1783,treated,treated,18
#90379,694,1865,treated,treated,19
#92020,683,1865,control,control,21
#91029,664,1869,control,treated,21
#90561,202,1373,treated,control,15
#93944,835,2049,control,treated,20
#96004,651,1855,control,control,22
#99632,892,2106,control,control,23
#96904,259,1440,treated,control,22
#93735,1094,2264,treated,control,19
#93346,732,1892,treated,treated,15
#96366,377,1542,control,treated,22
#96981,381,1600,treated,treated,17
#91740,855,2052,treated,treated,19
#97447,1070,2236,control,treated,21
#94217,221,1470,control,control,19
#92915,956,2112,treated,treated,16
#98031,814,1974,control,control,22
#92494,981,2212,control,treated,23
#94063,387,1596,control,control,24
#96164,398,1606,control,control,24
#90361,926,2115,control,control,23
#94549,771,1932,control,control,24
#90962,117,1280,control,treated,16
#94789,984,2185,treated,treated,24
#91379,863,2040,treated,treated,20
#94794,320,1488,treated,treated,21
#90673,649,1830,treated,control,17
#91254,64,1255,control,treated,23
#99437,436,1679,treated,treated,20
#94988,877,2097,control,treated,20
#99428,1090,2290,treated,treated,21
#92644,377,1563,treated,control,19
#92980,304,1468,treated,treated,21
#97437,827,2043,control,treated,16
#99909,416,1608,treated,control,22
#90434,42,1290,treated,control,20
#97044,514,1716,treated,treated,22
#93434,336,1489,control,control,23
#90991,92,1335,control,control,19
#95848,983,2167,treated,control,21
#98327,315,1472,treated,treated,19
#90669,928,2134,treated,treated,17
#97365,1034,2249,treated,treated,19
#99396,476,1671,control,control,21
#91478,114,1276,control,treated,22
#95224,481,1698,treated,treated,18
#99629,605,1778,treated,treated,15
#92304,303,1536,treated,treated,20
#94705,502,1684,treated,control,23
