Specimen.ID,born,died,treatment,diet,weight
#97203,36,1226,control,control,17
#99942,833,2081,treated,treated,24
#96927,15,1174,control,treated,18
#97689,1060,2292,control,control,24
#93847,1073,2312,control,control,17
#90297,583,1748,control,control,20
#93801,1,1166,treated,control,23
#93566,340,1575,control,control,16
#95752,997,2168,treated,control,21
#94262,920,2155,treated,control,24
#96126,768,1949,control,control,18
#95567,268,1441,treated,treated,20
#90888,522,1719,treated,control,21
#91400,578,1790,control,treated,19
#96406,182,1346,treated,control,15
#90186,98,1341,control,control,16
#90246,880,2119,control,treated,17
#93020,91,1322,control,control,21
#96147,132,1339,control,treated,16
#98468,461,1635,treated,control,21
#92048,728,1945,control,control,17
#93095,503,1675,treated,control,21
#93861,902,2097,treated,control,17
#90576,870,2059,treated,treated,18
#92147,661,1824,treated,control,20
#95211,919,2110,treated,control,20
#96052,734,1983,treated,treated,21
#98475,800,1968,control,treated,17
#92902,264,1450,control,treated,19
#96772,184,1371,control,treated,15
#94799,149,1391,control,treated,19
#90188,567,1729,treated,treated,19
#90001,187,1370,control,treated,24
#91522,934,2151,treated,treated,17
#92583,822,2062,treated,control,19
#99368,502,1751,control,treated,17
#92718,428,1677,treated,treated,15
#98757,37,1248,treated,control,18
#92231,151,1392,treated,treated,15
#99557,377,1546,treated,treated,18
#98115,273,1515,treated,control,16
#99265,252,1446,control,control,18
#94176,41,1285,control,treated,18
#98507,304,1465,control,control,15
#90367,675,1860,control,treated,22
#97622,609,1759,treated,treated,16
#97529,1083,2244,treated,control,21
#94931,593,1755,treated,treated,18
#96584,89,1285,treated,treated,20
#94725,932,2106,control,control,20
#99253,14,1185,treated,treated,23
#99798,696,1918,treated,treated,18
#98084,629,1833,control,treated,19
#96494,872,2037,control,treated,19
#98231,577,1815,control,treated,17
#99916,437,1671,control,control,23
#96570,509,1754,treated,treated,22
#98193,214,1446,treated,control,22
#99967,1073,2244,control,treated,20
#93946,330,1554,control,control,21
#96570,573,1787,control,control,20
#90006,111,1269,treated,control,21
#90265,315,1519,control,treated,22
#92718,181,1342,control,control,24
#98326,712,1906,control,control,22
#95093,261,1486,control,control,20
#99534,89,1239,control,control,17
#91395,73,1258,treated,control,21
#91012,924,2129,control,treated,18
#91654,682,1919,treated,control,23
#98279,382,1543,treated,control,15
#96223,1026,2228,treated,control,16
#96553,80,1244,treated,treated,16
#99418,939,2092,control,treated,18
#97339,80,1248,control,control,17
#95422,1063,2267,treated,treated,21
#90610,49,1201,treated,control,18
#91647,675,1902,control,control,22
#92493,45,1294,control,control,22
#90494,260,1422,control,treated,21
#92918,1006,2249,control,control,20
#95510,265,1416,treated,treated,18
#91204,182,1356,treated,control,15
#96749,810,2010,control,control,24
#95928,44,1271,control,treated,22
#91780,589,1747,control,control,24
#93491,736,1951,treated,treated,15
#97829,531,1730,control,control,17
#96054,758,1977,treated,control,18
#92627,822,2000,treated,control,20
#97963,422,1602,control,control,20
#96349,10,1240,control,treated,17
#94455,995,2201,treated,control,15
#95696,383,1615,control,treated,23
#98471,840,2052,treated,control,19
