Specimen.ID,born,died,treatment,diet,weight
#94992,487,1726,control,treated,21
#92231,910,2085,treated,control,17
#93198,558,1738,control,treated,20
#98168,245,1431,control,control,22
#93129,17,1263,control,treated,18
#96046,750,1999,control,treated,15
#96073,758,1990,treated,treated,23
#90180,566,1780,treated,control,17
#90889,485,1675,control,control,16
#99931,441,1623,treated,control,21
#91479,1061,2245,treated,treated,15
#94806,882,2033,control,treated,15
#96215,40,1241,control,treated,16
#93593,538,1780,treated,treated,24
#94746,634,1802,treated,treated,15
#92650,726,1949,control,treated,18
#95592,532,1690,treated,treated,16
#93189,930,2132,treated,treated,24
#93402,135,1372,treated,treated,20
#94657,911,2160,control,treated,19
#97391,546,1737,control,treated,17
#92290,839,1999,treated,treated,23
#95611,450,1645,control,control,19
#92947,981,2221,treated,treated,22
#96276,473,1677,treated,control,18
#91454,921,2091,control,treated,15
#94906,442,1596,treated,treated,18
#98677,91,1287,treated,control,17
#91055,958,2160,control,control,19
#98321,746,1964,control,treated,17
#99276,650,1857,control,control,19
#92375,198,1349,treated,treated,16
#92812,664,1908,treated,control,16
#92180,951,2124,control,control,18
#99199,811,1987,treated,control,16
#94184,760,1944,treated,treated,21
#95797,184,1419,treated,control,18
#95350,253,1482,treated,treated,21
#92396,188,1348,treated,treated,24
#92634,57,1270,control,treated,19
#91240,166,1395,control,treated,16
#94135,649,1898,treated,treated,24
#94359,437,1622,treated,treated,17
#91620,55,1225,treated,control,24
#99172,955,2165,control,treated,16
#93483,638,1802,control,treated,18
#97546,524,1750,control,control,21
#91437,125,1302,treated,control,22
#93399,398,1644,treated,treated,21
#91158,12,1240,treated,treated,24
#98506,772,1945,control,treated,22
#94720,163,1374,control,treated,22
#97465,134,1295,treated,treated,15
#95216,668,1823,treated,treated,20
#95357,824,1983,treated,treated,23
#97781,985,2191,treated,control,20
#99390,102,1274,control,control,19
#96844,729,1896,treated,control,17
#96487,466,1640,control,treated,19
#98262,633,1825,treated,control,16
#98494,403,1621,control,treated,18
#97233,9,1219,control,treated,23
#99143,947,2145,control,treated,21
#94021,76,1233,control,control,17
#92757,371,1579,control,control,22
#96748,915,2133,treated,control,16
#99436,340,1570,control,treated,23
#94495,976,2155,control,treated,23
#93730,812,2059,treated,control,22
#98089,179,1399,treated,treated,18
#98853,174,1369,control,control,21
#94161,458,1610,treated,control,16
#94906,380,1530,control,treated,23
#97153,1030,2226,treated,treated,23
#96494,661,1850,control,control,20
#90740,433,1650,treated,control,21
#99219,661,1819,treated,control,18
#99993,203,1368,control,control,18
#96870,392,1629,control,treated,17
#92916,75,1291,treated,control,22
#93460,616,1802,control,treated,15
#91365,494,1708,control,control,17
#95614,850,2079,control,control,21
#95648,166,1326,treated,control,20
#95465,620,1782,control,treated,15
#92284,90,1313,control,treated,23
#98899,264,1430,control,control,21
#90976,331,1555,treated,control,19
#98202,609,1802,treated,treated,23
#91307,756,1921,control,control,17
#95966,672,1865,treated,control,15
#96483,385,1622,control,treated,17
#99856,658,1824,treated,control,21
