Specimen.ID,born,died,treatment,diet,weight
#97843,936,2154,treated,control,21
#90838,313,1544,control,control,22
#90042,747,1901,control,control,15
#91736,17,1183,treated,treated,18
#91596,890,2097,control,control,24
#94753,346,1517,control,treated,22
#92081,725,1920,control,control,19
#95317,1069,2275,control,treated,24
#98335,503,1699,control,control,15
#90059,276,1485,treated,treated,21
#94516,215,1397,treated,control,17
#91635,867,2075,treated,treated,22
#90691,100,1255,treated,treated,16
#92586,888,2132,treated,control,23
#94833,455,1632,control,treated,17
#93868,882,2123,control,control,16
#91904,542,1765,control,treated,21
#99398,288,1518,treated,control,21
#98325,98,1261,treated,control,16
#91110,1054,2251,treated,control,22
#90896,208,1420,treated,treated,18
#90640,1039,2244,control,treated,18
#90043,508,1697,treated,treated,21
#95173,333,1483,treated,treated,16
#97045,950,2176,control,control,23
#96807,652,1838,treated,treated,16
#90235,390,1581,treated,treated,18
#96218,500,1656,treated,treated,16
#93537,297,1451,treated,treated,19
#97136,644,1819,treated,treated,18
#91802,738,1969,treated,treated,23
#93259,883,2123,treated,treated,20
#92822,740,1947,treated,treated,24
#92657,83,1234,treated,treated,23
#98092,206,1372,control,treated,20
#99177,829,2003,control,treated,17
#91297,594,1759,treated,treated,20
#98848,538,1690,control,treated,23
#98773,20,1235,control,control,19
#99968,1091,2324,control,treated,24
#99335,476,1656,control,treated,17
#95765,633,1803,treated,control,16
#91922,1092,2275,control,control,24
#90408,434,1654,control,treated,23
#91255,350,1510,control,control,19
#98070,594,1756,treated,control,23
#96231,135,1300,control,control,18
#91858,929,2155,control,treated,23
#90744,737,1911,treated,control,23
#98758,995,2244,treated,control,20
#93523,675,1858,control,control,22
#99779,338,1490,control,control,23
#90373,361,1607,treated,control,24
#93821,870,2051,control,treated,22
#97129,306,1521,treated,control,22
#93988,427,1644,treated,control,24
#97631,1083,2293,treated,control,17
#99340,67,1264,control,control,16
#93125,151,1322,control,control,22
#99836,36,1219,control,control,15
#92551,12,1206,control,treated,23
#91666,906,2143,treated,treated,16
#96832,546,1763,control,treated,17
#95484,119,1307,treated,treated,21
#92684,193,1390,control,treated,17
#92581,868,2064,control,control,23
#90354,567,1783,treated,treated,19
#99525,163,1409,treated,control,22
#98960,693,1882,control,control,24
#94685,47,1277,control,control,20
#91744,781,2012,control,control,18
#98526,999,2155,control,treated,22
#97632,1009,2258,control,control,16
#95006,58,1263,treated,treated,20
#98994,623,1854,control,treated,18
#95162,842,2004,control,treated,15
#93113,753,1965,treated,treated,24
#96383,987,2181,control,control,18
#95570,883,2129,treated,control,18
#98697,272,1512,control,treated,20
#92095,325,1556,treated,control,19
#93835,384,1538,treated,control,22
#99739,104,1334,control,treated,18
#96214,329,1485,treated,control,21
#94245,437,1657,control,control,20
#91315,1005,2203,control,treated,22
#99689,789,1983,control,treated,19
#90603,657,1902,control,control,16
#99421,932,2158,control,control,23
#97748,676,1859,control,control,16
#95351,939,2166,control,control,21
#97719,827,2021,treated,treated,24
#93766,889,2085,control,control,16
#95571,333,1509,control,control,23
#99062,433,1670,control,control,21
#95656,190,1431,treated,control,20
#93433,358,1549,control,treated,22
#97681,416,1664,treated,treated,20
#98020,11,1204,treated,control,16
#93661,382,1539,treated,control,23
#95788,539,1707,control,treated,22
#91203,325,1482,control,control,16
#98859,182,1341,treated,treated,20
#93571,475,1653,control,control,22
#90273,423,1637,control,treated,15
#91279,591,1804,treated,treated,23
#93825,924,2143,treated,control,22
#95090,948,2150,treated,treated,15
#97157,792,1945,treated,treated,17
#91476,254,1502,treated,treated,15
#94040,822,2014,control,control,18
#95619,429,1676,control,treated,15
#92084,311,1492,control,treated,22
#95975,199,1427,treated,treated,21
#94490,161,1326,treated,control,16
#93004,780,1990,treated,treated,18
#93579,1005,2223,treated,treated,23
#92514,338,1532,control,control,15
#98211,417,1578,treated,control,16
#96668,1064,2267,control,control,23
#98496,141,1309,control,control,16
#98386,865,2095,control,treated,16
#95063,230,1404,control,treated,20
#92062,417,1577,treated,control,22
#95806,824,2009,control,treated,21
#95008,825,1998,control,treated,21
#95404,606,1760,control,control,22
#91122,588,1792,control,treated,17
#96715,742,1902,control,treated,17
#98142,893,2067,control,treated,18
#95762,363,1579,treated,treated,22
#97904,425,1625,treated,treated,15
#94007,708,1912,control,treated,21
#94511,111,1347,control,treated,18
#99672,445,1617,treated,treated,16
#97214,194,1397,control,treated,23
#95094,652,1891,treated,treated,23
#97184,698,1881,control,control,18
#99633,547,1778,control,treated,23
#92790,238,1404,treated,control,19
#95618,605,1789,treated,control,22
#99711,860,2032,treated,treated,24
#99696,363,1538,control,treated,18
#91746,593,1768,control,control,23
#96054,1074,2273,control,treated,18
#90764,517,1708,control,control,24
#98903,640,1830,treated,treated,22
#94819,64,1253,control,control,15
#92558,161,1325,treated,treated,21
#98916,131,1374,control,control,21
#97302,148,1363,control,treated,22
#96773,983,2211,control,control,17
#98173,209,1413,treated,control,15
#92169,829,2059,treated,control,20
#96394,900,2056,treated,control,24
#98678,883,2035,control,control,22
#93960,1073,2287,treated,treated,20
#95314,800,1978,control,control,15
#98356,880,2036,treated,control,23
#99862,617,1791,control,control,23
#91625,791,2017,control,control,20
#92983,87,1237,treated,control,18
#94572,242,1468,treated,control,21
#99499,847,2033,treated,control,22
#96127,865,2080,control,treated,15
#91802,568,1757,control,treated,16
#98638,672,1833,treated,control,17
#97330,579,1780,treated,treated,15
#95560,1050,2237,treated,treated,18
#92168,1041,2232,control,treated,18
#90914,630,1869,treated,treated,19
#92687,509,1703,control,control,23
#98086,62,1212,control,treated,15
#99229,445,1665,treated,control,19
#98023,436,1605,treated,control,23
#98170,826,1988,treated,treated,16
#94835,809,1978,treated,control,17
#90178,1004,2170,treated,control,17
#91565,687,1841,treated,control,24
#93100,970,2162,treated,treated,15
#93034,772,1945,control,control,21
#99789,190,1346,treated,treated,19
#90290,668,1849,control,control,15
#92569,1087,2266,control,treated,22
#93445,187,1337,control,control,19
#99637,1028,2210,control,treated,21
#91997,227,1400,treated,control,20
#95779,701,1852,treated,treated,19
#90484,1023,2181,treated,control,16
#90841,690,1879,treated,treated,22
#96345,234,1472,treated,control,21
#96030,694,1874,treated,control,20
#95150,1023,2215,treated,treated,24
#97723,533,1724,treated,control,18
#96392,1077,2310,treated,treated,17
#97251,354,1553,control,treated,23
#90799,542,1760,treated,treated,17
#96851,292,1509,control,control,19
#93911,1052,2215,control,treated,22
#91528,987,2153,treated,treated,23
#97057,996,2207,control,treated,24
#96167,352,1520,control,control,15
#94708,718,1926,control,treated,17
#96312,497,1730,treated,control,21
#94169,616,1781,control,treated,22
#97653,560,1790,control,treated,18
#99744,557,1746,treated,treated,17
#90358,54,1232,control,control,23
#98141,373,1618,treated,treated,20
#92328,96,1312,treated,treated,17
#93090,724,1915,treated,control,17
#94340,107,1278,control,control,17
#96616,385,1594,control,treated,16
#91815,890,2097,treated,control,18
#98538,571,1813,treated,treated,23
#99782,553,1729,control,treated,22
#99188,39,1225,control,treated,24
#90302,249,1442,treated,treated,19
#91959,765,1955,treated,treated,21
#90679,291,1458,control,control,16
#95757,436,1661,treated,control,17
#90077,725,1962,control,treated,19
#96121,523,1718,treated,control,17
#98820,584,1742,control,treated,23
#97425,887,2100,treated,treated,16
#92054,331,1556,treated,control,20
#95786,654,1891,treated,treated,24
#97004,66,1248,treated,control,19
#92028,725,1953,treated,treated,20
#95003,532,1718,treated,control,22
#94881,667,1856,treated,treated,19
#94278,322,1527,treated,treated,20
#97091,1061,2302,control,control,23
#94160,652,1826,treated,treated,16
#97944,880,2049,control,control,23
#90429,761,1960,control,treated,15
#99391,413,1573,treated,control,15
#98071,1021,2231,treated,treated,17
#92319,119,1297,control,control,24
#97334,269,1498,treated,control,22
#96228,537,1778,treated,treated,22
#92557,997,2184,treated,control,20
#94948,225,1409,control,control,15
#90902,309,1479,control,control,20
#90948,352,1509,treated,control,16
#93538,197,1437,control,control,17
#96212,225,1461,treated,treated,23
#95347,575,1781,control,treated,19
#98036,607,1776,control,treated,18
#93989,778,1928,control,control,19
#91254,17,1218,control,control,24
#99943,213,1412,control,treated,16
#91239,12,1238,treated,treated,16
#90190,702,1875,treated,treated,18
#92911,383,1605,control,control,20
#93184,746,1922,control,treated,15
#94467,1054,2218,control,control,19
