Specimen.ID,born,died,treatment,diet,weight
#94410,380,1557,treated,control,20
#92088,610,1845,treated,control,23
#91939,689,1929,control,control,23
#98229,54,1294,treated,control,24
#97767,650,1830,control,treated,15
#94811,622,1857,treated,control,18
#97728,103,1329,treated,treated,23
#93944,512,1665,treated,treated,18
#96024,122,1362,control,control,21
#91739,266,1469,control,treated,24
#99969,1046,2207,control,control,20
#91947,406,1591,treated,treated,20
#93596,556,1748,treated,treated,20
#95988,545,1762,control,treated,18
#99353,259,1496,control,control,18
#95510,874,2077,treated,control,21
#91205,100,1305,treated,control,18
#95963,741,1948,control,control,22
#96344,476,1709,treated,treated,15
#95813,16,1246,treated,control,20
#99289,915,2100,treated,control,15
#94164,703,1862,control,control,20
#91922,1081,2289,treated,control,21
#93487,581,1766,control,treated,24
#99124,264,1492,treated,control,21
#91216,518,1687,treated,treated,17
#94314,260,1470,control,treated,22
#99708,49,1243,treated,treated,18
#98299,791,1976,treated,treated,23
#92297,718,1929,control,treated,21
#92926,38,1261,control,treated,19
#95509,533,1690,control,control,19
#92109,491,1700,control,control,19
#99442,375,1586,treated,control,17
#91348,640,1868,control,treated,18
#98906,193,1401,treated,control,15
#96204,456,1702,control,control,20
#95542,852,2040,control,control,24
#98885,669,1863,control,control,17
#99379,1047,2278,control,control,15
#96805,450,1656,control,control,15
#95882,444,1665,treated,control,19
#90634,1015,2181,control,treated,19
#98373,498,1657,treated,control,16
#97322,957,2197,treated,control,18
#98866,44,1266,treated,treated,18
#91861,492,1648,control,control,15
#94125,610,1831,control,treated,19
#94857,1038,2199,treated,treated,22
#99380,373,1532,control,treated,21
#98439,595,1772,control,treated,23
#96472,907,2090,control,control,16
#94732,695,1908,treated,control,21
#96240,169,1347,control,control,18
#96690,241,1473,treated,treated,17
#92089,150,1349,control,treated,18
#90940,71,1244,control,control,15
#90177,1006,2182,treated,treated,24
#99484,676,1852,treated,treated,15
#97219,312,1496,treated,control,15
#98060,423,1596,control,treated,17
#95439,235,1441,control,control,18
#94444,1075,2227,control,control,22
#95048,730,1949,control,control,16
#95432,526,1682,control,control,19
#93979,842,2002,treated,treated,23
#90586,877,2068,treated,control,20
#93998,662,1908,control,control,21
#96313,582,1809,control,treated,23
#95598,847,2066,control,treated,16
#92129,614,1850,treated,treated,16
#90290,145,1384,control,treated,21
#99243,633,1784,treated,treated,18
#92404,240,1480,treated,control,21
#99314,589,1824,treated,control,22
#91554,1058,2247,control,treated,24
#93931,1011,2219,control,treated,15
#90997,479,1724,control,treated,20
#93917,253,1453,control,treated,15
#96343,193,1428,treated,control,24
#99759,1045,2263,treated,treated,19
#96871,556,1714,control,treated,24
#91315,358,1542,control,control,23
#93863,997,2244,treated,treated,16
#97040,137,1308,treated,control,22
#99126,408,1641,control,control,22
#97810,236,1472,control,control,22
#92468,264,1453,treated,treated,15
#93939,730,1905,control,treated,22
#95336,313,1484,treated,control,24
#98169,632,1783,control,control,20
#92974,303,1526,control,control,15
#98152,869,2066,treated,treated,20
#93257,383,1610,treated,treated,21
#96191,214,1435,treated,treated,18
#98775,43,1282,treated,treated,20
#90064,1054,2294,control,treated,22
#90833,979,2176,treated,control,20
#93471,262,1468,control,treated,15
#97480,235,1413,treated,control,24
#95252,1042,2210,control,control,19
#90548,363,1611,control,treated,22
#92013,852,2028,treated,treated,21
#96498,749,1908,control,control,22
#92398,51,1217,treated,treated,18
#92066,630,1800,control,control,23
#99722,779,1991,control,control,21
#94621,604,1815,treated,treated,18
#98173,280,1468,treated,control,17
#97217,969,2133,control,control,19
#94682,650,1868,treated,treated,21
#97625,719,1963,control,control,15
#99941,712,1892,control,control,23
#96053,1073,2236,treated,treated,21
#94516,316,1476,treated,treated,22
#97632,901,2102,control,treated,19
#92397,132,1331,treated,control,22
#99034,593,1832,treated,treated,20
#90151,904,2115,treated,control,21
#90075,782,1941,control,control,19
#92999,251,1438,control,treated,19
#92865,310,1483,control,control,18
#99122,239,1472,treated,treated,20
#90453,336,1555,treated,control,19
#91114,400,1612,control,control,15
#95397,704,1915,treated,treated,23
#97397,18,1201,treated,treated,17
#90680,1050,2288,control,treated,21
#98020,741,1974,treated,treated,22
#90737,877,2093,treated,treated,22
#94152,921,2082,control,treated,20
#94674,262,1463,treated,control,22
#96556,945,2165,treated,treated,15
#95167,762,1984,treated,treated,15
#99506,1055,2252,treated,control,18
#99729,290,1468,treated,control,19
#99529,983,2197,treated,treated,18
#97028,861,2101,control,control,19
#90077,1034,2219,treated,treated,21
#98792,22,1228,treated,control,18
#91944,208,1368,control,treated,21
#98452,1094,2296,control,control,20
#92363,269,1444,control,treated,23
#98566,589,1755,control,treated,21
#92979,1037,2279,treated,treated,16
#94792,991,2155,control,treated,19
#97541,152,1386,control,treated,18
#98658,195,1436,control,treated,24
#90299,705,1894,control,control,23
#97768,76,1300,control,treated,22
#99892,908,2065,treated,control,17
#98116,886,2129,treated,treated,22
#92575,622,1797,treated,control,24
#93901,31,1273,control,control,16
#96020,909,2096,treated,control,21
#95008,250,1414,treated,treated,21
#92177,531,1741,treated,treated,19
#92138,829,1992,treated,treated,21
#94168,1008,2203,control,treated,19
#99092,779,2012,control,control,20
#95680,722,1876,control,control,20
#90129,556,1761,control,treated,23
#98792,176,1418,treated,control,24
#94507,17,1203,treated,treated,21
#96346,628,1876,control,control,16
#96637,919,2111,treated,treated,19
#91230,90,1305,control,treated,15
#95175,446,1624,treated,control,23
#98247,1030,2198,control,treated,23
#91649,282,1447,control,treated,17
#91476,175,1335,control,treated,15
#90312,1053,2248,treated,control,15
#96493,881,2044,treated,treated,16
#97728,773,1926,treated,control,16
#93209,812,1994,treated,treated,23
#98755,823,2000,treated,control,23
#95844,84,1301,treated,treated,16
#93612,426,1602,treated,control,16
#93101,147,1359,control,treated,23
#93392,988,2138,treated,treated,16
#94472,666,1836,treated,treated,15
#98398,362,1590,control,control,18
#95993,819,1970,treated,treated,24
#90247,255,1424,treated,control,17
#98882,190,1342,treated,control,24
#95936,993,2183,control,control,17
#90609,541,1717,treated,control,22
#98362,1072,2300,control,control,21
#92229,745,1940,control,treated,23
#93366,109,1290,treated,control,21
#91698,89,1304,treated,treated,21
#97839,331,1542,control,treated,20
#99199,371,1531,treated,control,21
#94354,135,1353,treated,control,17
#93540,289,1482,control,control,23
#90638,1085,2256,treated,treated,18
#95945,182,1399,treated,control,24
#95183,975,2194,treated,treated,20
#98029,81,1253,control,treated,17
#93542,245,1436,treated,control,20
#95686,102,1340,treated,treated,23
#94679,969,2143,treated,treated,21
#90791,386,1552,treated,control,15
#96368,408,1561,control,control,15
#99226,252,1471,control,control,24
#93289,968,2146,control,control,15
#97833,954,2167,control,control,24
#94062,1078,2251,control,control,16
#99265,919,2114,control,treated,19
#94172,720,1880,control,treated,20
#90135,945,2122,control,treated,15
#99901,65,1249,control,treated,23
#92589,826,2035,control,control,15
#93770,693,1923,treated,treated,16
#96974,1074,2226,treated,control,22
#93633,692,1892,control,control,22
#94376,852,2073,control,treated,24
#95473,807,1976,treated,control,21
#90887,492,1646,treated,treated,16
#97159,17,1231,control,treated,15
#92708,1006,2190,treated,treated,24
#92681,443,1611,treated,treated,24
#93708,669,1828,treated,treated,19
#91453,508,1700,control,treated,21
#95215,852,2093,treated,control,23
#93424,12,1169,treated,treated,19
#94301,870,2061,treated,control,16
#92685,928,2149,control,treated,15
#90734,214,1431,treated,control,22
#99812,580,1735,control,treated,21
#94489,870,2039,treated,treated,17
#99916,373,1559,treated,control,21
#93491,556,1781,treated,control,22
#94045,220,1395,control,control,20
#93763,599,1761,control,control,22
#91321,397,1564,treated,treated,19
#91327,853,2069,control,control,15
#92426,525,1675,control,treated,20
#95605,870,2028,control,treated,20
#97261,544,1754,control,treated,16
#91019,1007,2217,treated,treated,19
#96164,382,1611,control,treated,21
#95530,828,2072,treated,control,18
#90464,514,1689,treated,treated,15
#92993,810,1990,treated,treated,17
#93414,329,1503,control,treated,19
#98886,34,1283,treated,control,16
#93325,1,1185,treated,treated,18
#90602,1068,2259,control,control,18
#99316,684,1910,control,control,21
#94397,652,1858,treated,control,19
#91666,905,2132,control,treated,22
#91387,267,1461,treated,treated,21
#90430,982,2144,control,control,15
#98654,481,1674,treated,control,24
#91380,402,1569,treated,treated,18
#99973,714,1895,treated,treated,17
#93122,642,1884,control,treated,18
#98403,467,1659,treated,treated,19
#94786,339,1516,control,treated,15
#92144,1068,2308,control,control,15
#98508,823,2053,treated,treated,20
#93126,265,1466,treated,treated,22
#99376,781,2014,control,control,24
#93747,243,1483,treated,treated,23
#95046,131,1312,control,control,16
#90790,216,1367,treated,treated,19
