Specimen.ID,born,died,treatment,diet,weight
#97028,229,1401,control,control,24
#98432,812,1963,treated,control,16
#96922,1080,2327,treated,treated,21
#90230,844,2092,treated,treated,16
#90521,454,1687,treated,treated,24
#93280,778,1976,treated,treated,20
#95263,399,1551,control,treated,22
#93329,1079,2282,treated,control,16
#95566,521,1737,treated,control,21
#95628,839,2068,control,treated,17
#92389,247,1419,treated,control,17
#93924,141,1291,control,treated,22
#93196,521,1682,control,control,18
#92629,276,1498,treated,control,19
#98838,618,1800,control,treated,16
#92604,600,1824,treated,control,22
#97382,874,2112,treated,treated,18
#99517,215,1366,treated,control,21
#96518,1045,2290,control,treated,17
#95831,1062,2283,treated,treated,24
#96175,278,1508,treated,control,24
#96681,961,2141,treated,treated,19
#94377,583,1831,treated,treated,22
#96875,654,1862,treated,treated,20
#97786,675,1898,control,treated,22
#94526,933,2146,treated,control,20
#98845,57,1219,control,control,21
#97943,1032,2236,control,control,15
#90472,1050,2289,control,control,17
#95960,198,1415,treated,control,16
#99290,991,2196,treated,control,22
#96779,58,1262,control,treated,16
#95710,827,2028,control,treated,17
#98656,1005,2190,control,control,21
#95953,527,1751,control,control,18
#93579,286,1507,treated,treated,16
#90092,862,2101,control,control,22
#95341,199,1361,treated,treated,17
#94248,957,2136,control,treated,19
#95227,702,1910,treated,control,15
#90503,917,2086,treated,control,22
#95209,722,1957,control,control,18
#99857,859,2077,treated,treated,22
#99009,345,1592,treated,control,17
#91840,816,2051,control,control,23
#96045,835,1985,control,control,20
#98552,141,1374,control,treated,24
#99334,546,1770,control,treated,16
#92156,754,1966,control,treated,23
#99684,635,1838,treated,control,21
#97834,969,2134,control,control,20
#92977,343,1535,treated,treated,22
#90874,509,1752,control,control,16
#94606,715,1869,treated,control,23
#90353,828,2010,control,control,19
#90177,4,1231,treated,treated,24
#95365,233,1419,control,treated,19
#99040,839,2025,control,control,15
#92836,453,1678,treated,control,21
#99696,29,1188,treated,treated,21
#91719,1071,2244,control,control,22
#91457,926,2126,control,treated,19
#94460,1056,2211,treated,control,22
#90059,253,1499,treated,control,19
#92962,387,1549,treated,treated,19
#99957,292,1476,control,control,22
#91742,875,2078,control,control,23
#98140,602,1794,control,treated,19
#97283,545,1758,control,control,16
#90279,1090,2272,treated,control,24
#90870,259,1447,treated,treated,19
#99118,80,1289,treated,control,24
#93709,518,1686,treated,control,20
#93211,606,1803,treated,treated,21
#90424,1041,2262,control,treated,24
#90395,724,1964,treated,treated,20
#95756,1060,2309,control,treated,18
#91166,899,2093,treated,control,19
#96866,272,1443,control,treated,23
#92766,732,1885,treated,control,23
#90273,1062,2284,control,treated,22
#92515,735,1980,control,treated,23
#97624,1090,2263,treated,treated,19
#93841,757,1961,control,control,20
#96145,676,1868,control,control,15
#98468,95,1280,treated,control,21
#99269,487,1693,treated,control,16
#92770,1062,2230,treated,control,20
#96847,24,1245,treated,control,19
#95481,898,2085,treated,treated,20
#90001,969,2187,control,treated,20
#93737,158,1363,control,treated,16
#91408,491,1703,control,treated,19
#90714,503,1707,treated,control,21
#95902,320,1560,treated,control,22
#90837,728,1898,control,treated,15
#94725,102,1312,control,treated,16
#92612,1075,2233,treated,treated,19
#93671,671,1868,treated,treated,16
#93494,863,2048,treated,control,17
#90850,770,1985,treated,control,20
#98948,155,1389,control,treated,18
#92467,965,2181,control,control,17
#99159,654,1825,control,control,22
#99240,543,1780,treated,control,23
#96718,187,1403,treated,treated,19
#96580,263,1491,control,control,17
#91699,611,1775,control,control,18
#91372,75,1255,treated,control,21
#91790,496,1689,control,control,22
#93823,696,1915,treated,treated,22
#99964,764,1955,control,control,21
#98820,725,1876,control,treated,16
#96309,905,2056,control,treated,21
#97102,209,1452,treated,treated,18
#97893,887,2109,treated,control,22
#96505,818,2042,treated,treated,19
#96795,1050,2288,treated,treated,17
#99963,846,2017,control,treated,19
#94716,695,1907,control,control,24
#91476,941,2153,treated,control,17
#93106,409,1615,treated,control,24
#90040,959,2177,treated,treated,20
#96753,1069,2304,treated,control,17
#97590,816,2029,treated,control,19
#98172,1059,2262,control,treated,20
#98085,961,2182,control,treated,17
#92401,30,1192,treated,treated,16
#95337,17,1227,control,control,23
#98370,838,2072,treated,control,17
#91798,1041,2203,treated,control,19
#97530,895,2144,control,treated,24
#95635,133,1322,treated,treated,21
#94912,180,1347,treated,treated,16
#94228,850,2006,control,control,20
#97109,80,1285,control,treated,20
#95098,1068,2229,treated,treated,18
#91152,781,1942,control,control,23
#90317,127,1354,treated,control,17
#92291,585,1801,control,control,18
#97632,75,1232,treated,treated,19
#98028,877,2111,control,control,15
#97787,936,2178,treated,control,17
#99846,102,1278,control,treated,15
#91463,146,1375,control,control,15
#91952,889,2044,treated,treated,24
#97343,83,1260,treated,control,22
#94481,421,1586,control,control,21
#99336,319,1548,control,control,16
#99585,680,1911,control,treated,16
#92500,738,1972,treated,treated,24
#98322,159,1310,control,treated,22
#95490,837,2084,control,control,15
#98775,794,2035,treated,treated,20
#92039,804,2011,treated,treated,15
#91814,1004,2233,treated,treated,20
#90520,1090,2261,control,control,19
#92332,35,1256,control,treated,23
#99367,422,1585,control,treated,15
#98038,102,1345,control,treated,18
#96827,99,1315,control,treated,21
#99566,831,2031,control,control,18
#96739,251,1431,control,treated,15
#92202,757,1977,treated,treated,16
#99101,320,1555,treated,control,15
#98349,217,1422,control,control,19
#93792,91,1310,control,treated,20
#95839,846,2029,control,control,22
#92807,609,1824,control,treated,24
#99777,97,1321,treated,control,16
#91018,476,1671,treated,treated,23
#97118,439,1596,treated,control,16
#93547,65,1225,control,treated,22
#95655,456,1674,control,treated,21
#99206,883,2035,control,treated,22
#99025,1020,2190,control,treated,19
#94069,456,1642,treated,control,19
#92843,180,1348,treated,control,18
#91180,258,1417,treated,treated,16
#96618,708,1939,control,control,15
#93323,823,2016,control,treated,23
#99061,667,1828,treated,treated,16
#93048,160,1381,treated,control,18
#96404,267,1439,treated,treated,19
#94372,1086,2321,treated,control,16
#94153,851,2072,treated,control,17
#91451,771,2001,treated,control,22
#93944,534,1713,treated,control,20
#96244,1063,2236,treated,treated,15
#91990,866,2093,control,treated,20
#96548,831,2080,control,treated,15
#98042,55,1237,treated,treated,16
#98664,580,1747,control,control,19
#93528,646,1867,treated,control,19
#90914,735,1942,control,treated,18
#97626,90,1264,control,treated,21
#92377,366,1601,treated,control,18
#98094,675,1853,treated,control,23
#92630,632,1822,treated,treated,19
#93108,914,2105,control,treated,16
#91676,547,1710,treated,treated,15
#93155,138,1332,treated,control,15
#90032,338,1490,control,control,18
#99991,286,1519,control,treated,21
#91317,759,1953,control,treated,19
#98840,112,1340,control,control,18
#94992,449,1621,control,treated,15
#98191,127,1343,control,treated,15
#99745,300,1514,treated,treated,15
#99823,71,1273,control,treated,18
#90285,103,1344,control,treated,22
#94570,302,1464,treated,control,15
#97853,1041,2235,control,treated,23
#90021,601,1826,treated,treated,22
#95269,181,1406,control,control,20
#98182,68,1279,treated,treated,20
#96986,987,2234,treated,control,15
#92375,464,1639,treated,control,17
#92388,928,2082,treated,treated,18
#92566,580,1758,control,control,21
#91549,614,1834,control,treated,17
#93405,858,2074,treated,treated,19
#99278,652,1857,control,control,15
#91499,172,1414,treated,control,22
#96253,783,1939,treated,control,15
#93556,18,1254,control,treated,21
#97757,431,1669,control,treated,19
#99150,231,1400,control,control,21
#93562,384,1575,treated,treated,21
#90993,864,2041,treated,treated,18
#99962,634,1814,control,treated,17
#93604,520,1757,control,treated,15
#98974,449,1681,treated,treated,19
#98589,128,1313,treated,treated,19
#96972,273,1430,treated,control,23
#96639,166,1415,treated,treated,17
#95849,74,1271,treated,treated,24
#98907,655,1864,treated,control,24
#91681,954,2152,control,treated,22
#96968,893,2060,control,treated,24
#96379,68,1308,treated,treated,22
#98591,273,1469,treated,treated,19
#90761,222,1394,treated,control,17
#99524,390,1626,treated,control,15
#92858,145,1371,control,treated,18
#97377,0,1216,control,treated,18
#91037,803,2040,treated,control,23
#92788,806,2003,control,control,16
#90858,202,1419,treated,control,22
#99904,429,1669,control,control,24
#96652,513,1685,treated,treated,21
#99259,869,2074,control,control,17
#96778,445,1628,control,treated,22
#94715,826,2025,control,treated,22
#91521,963,2150,treated,treated,24
#90576,286,1488,treated,control,19
#92311,997,2173,control,treated,24
#93076,176,1423,control,control,19
#94739,627,1823,control,treated,23
