Specimen.ID,born,died,treatment,diet,weight
#95048,1015,2252,control,treated,19
#93044,737,1938,control,treated,23
#91166,653,1881,treated,treated,22
#99501,211,1389,control,treated,24
#94197,276,1472,treated,control,18
#98351,820,2068,treated,control,16
#91757,13,1247,control,treated,24
#99397,437,1631,control,control,19
#95216,989,2140,control,treated,24
#92581,640,1861,treated,treated,22
#90140,870,2061,control,treated,18
#91506,895,2077,control,control,22
#93551,24,1212,control,control,16
#91940,536,1698,treated,treated,22
#90551,987,2146,treated,control,24
#97921,64,1223,treated,control,15
#90168,787,1954,treated,control,22
#93316,930,2164,control,treated,22
#91412,414,1570,control,control,19
#91886,454,1611,control,treated,19
#94061,568,1732,control,control,21
#92954,939,2125,control,control,15
#96895,322,1552,control,control,23
#94117,1081,2241,treated,control,18
#97302,887,2052,control,treated,23
#97690,697,1941,control,control,21
#93403,360,1604,control,treated,20
#94386,426,1598,control,control,18
#98153,561,1802,control,control,16
#90585,646,1842,treated,control,23
#99393,100,1251,treated,treated,20
#91245,112,1348,treated,control,18
#90991,479,1675,treated,control,16
#92850,766,1917,treated,treated,19
#91034,828,2025,treated,control,19
#93859,622,1855,treated,control,18
#95475,758,1982,treated,control,15
#90534,198,1444,control,treated,16
#99884,949,2195,treated,control,24
#94007,86,1283,treated,treated,24
#95087,491,1665,treated,control,20
#98163,82,1293,treated,treated,18
#96294,103,1334,control,control,22
#91041,909,2142,control,control,21
#92768,419,1626,control,control,20
#93946,874,2045,treated,treated,24
#90726,775,1948,treated,treated,17
#97084,274,1481,control,control,20
#97419,75,1312,treated,control,16
#91913,365,1585,control,control,22
#93561,781,1999,treated,treated,23
#93873,629,1800,control,control,19
#93280,1061,2292,treated,control,18
#98903,175,1396,treated,treated,18
#90269,184,1420,treated,control,19
#91325,3,1216,control,treated,16
#91029,1058,2242,control,control,16
#96999,233,1436,treated,treated,19
#94255,203,1408,treated,treated,18
#98381,725,1966,treated,control,17
#99106,74,1253,control,control,21
#96406,681,1863,treated,control,20
#98260,304,1484,control,treated,23
#94990,227,1412,control,treated,21
#97519,632,1862,control,control,18
#90966,1044,2290,control,treated,15
#97243,1015,2212,treated,treated,24
#96998,1038,2259,control,treated,20
#94411,229,1428,control,treated,21
#98482,633,1795,control,control,21
#98025,211,1458,control,control,15
#91371,456,1682,treated,control,16
#92933,436,1635,treated,treated,17
#97818,267,1483,treated,control,23
#94340,981,2212,control,treated,22
#92514,1093,2327,control,control,23
#99656,923,2142,treated,treated,16
#99084,972,2142,control,control,15
#98168,1044,2233,treated,control,16
#95546,156,1371,control,control,23
#95708,864,2057,treated,treated,18
#99404,323,1538,control,control,15
#98780,862,2103,control,treated,19
#92039,701,1925,control,control,20
#95809,771,1965,treated,treated,20
#90557,254,1435,treated,treated,21
#96921,350,1557,control,control,15
#99715,43,1265,treated,treated,17
#93478,744,1921,treated,treated,16
#92518,470,1714,control,treated,21
#93441,818,1993,control,control,24
#93579,61,1217,control,control,19
#91959,968,2137,treated,treated,24
#97249,360,1605,treated,control,19
#95515,476,1689,treated,treated,19
#92397,944,2159,treated,control,22
#99439,363,1563,control,control,20
#91234,26,1216,treated,treated,18
#99339,243,1403,treated,treated,20
#92517,547,1756,control,control,15
#93106,397,1560,treated,treated,15
#93766,459,1687,treated,control,16
#95834,311,1558,control,treated,20
#94478,127,1295,control,treated,16
#97895,298,1533,control,treated,22
#90228,207,1428,control,control,19
#96461,1080,2281,control,treated,21
#94278,639,1832,control,treated,24
#93234,784,1960,control,control,19
#99034,715,1962,treated,control,20
#97005,374,1602,treated,control,23
#98717,39,1267,control,control,23
#92170,177,1416,control,treated,21
#92937,1049,2235,control,control,19
#96017,368,1560,treated,control,23
#98700,667,1898,control,treated,23
#99041,718,1904,treated,control,20
#97143,1003,2183,treated,treated,23
#97970,994,2223,control,treated,24
#99614,521,1697,treated,treated,17
#97201,867,2108,control,control,20
#90102,1032,2251,treated,control,17
#95695,557,1762,control,control,16
#95138,396,1606,treated,treated,24
#92340,120,1270,control,control,16
#94008,908,2117,treated,treated,19
#92749,596,1749,treated,control,22
#99208,652,1817,control,treated,16
#99128,1015,2260,treated,treated,22
#98754,982,2176,treated,control,21
#98431,306,1501,control,control,24
#93278,455,1629,treated,control,23
#95709,878,2103,control,treated,15
#91457,355,1534,treated,control,18
#94087,472,1721,control,control,23
#92964,759,1924,control,control,22
#93201,514,1742,treated,treated,20
#96457,256,1426,treated,control,16
#94395,93,1341,control,treated,16
#96451,1042,2264,control,control,16
#95151,868,2035,control,control,15
#96588,1078,2327,treated,control,24
#92326,225,1404,control,treated,22
#97112,486,1689,treated,treated,23
#96566,194,1372,treated,control,17
#95292,338,1511,treated,treated,15
#94607,747,1961,control,control,22
#95925,710,1860,control,treated,23
#96855,947,2113,control,control,18
#99162,780,2019,treated,control,15
#98932,301,1471,treated,control,19
#92899,543,1783,control,control,17
#92317,661,1839,control,control,18
#96047,602,1824,treated,treated,17
#90196,314,1561,control,control,24
#91793,837,2078,control,treated,20
#96147,30,1269,control,control,20
#93689,819,2007,control,treated,17
#90267,447,1630,treated,treated,20
#93382,783,1977,treated,treated,19
#91522,46,1239,treated,control,18
#91549,1034,2231,treated,treated,23
#97111,1028,2199,control,treated,23
#94999,656,1867,control,control,24
#95741,82,1247,control,control,20
#90571,596,1786,control,control,17
#94705,992,2198,control,control,17
#98623,731,1931,treated,control,15
#94944,689,1938,control,treated,16
#96827,265,1430,control,control,21
#97483,648,1894,treated,control,20
#96423,14,1223,treated,treated,19
#91325,31,1274,control,control,24
#98623,410,1603,treated,treated,21
#94383,334,1535,treated,control,24
#94751,915,2074,control,treated,15
#97974,631,1814,control,control,24
#92447,406,1606,control,control,18
#92211,481,1661,treated,control,21
#98985,1033,2203,control,control,20
#91117,1061,2232,control,treated,18
#94798,82,1306,treated,treated,21
#90855,685,1884,treated,treated,15
#95206,248,1441,control,control,21
#99750,549,1791,control,control,15
#98731,542,1716,control,treated,23
#98275,701,1950,treated,treated,21
#98469,960,2121,control,treated,23
#93781,513,1732,control,control,18
#90349,65,1289,control,control,18
#96631,488,1728,control,control,18
#96395,861,2026,control,treated,24
#93267,233,1410,control,control,23
#91242,1024,2252,control,control,19
#94308,45,1203,control,control,22
#94715,54,1231,control,control,22
#98833,215,1371,treated,treated,19
#95128,1045,2225,control,treated,22
#97578,1083,2324,treated,treated,24
#90896,1092,2249,treated,control,20
#91384,630,1818,treated,treated,20
#95347,222,1416,treated,treated,20
#94555,878,2112,control,control,17
#91180,904,2092,control,treated,21
#97824,295,1496,treated,treated,18
#97223,442,1648,control,control,15
#99162,278,1513,treated,control,16
#98880,837,2084,control,treated,18
#95091,850,2061,treated,treated,23
#97013,810,2044,treated,control,18
#91758,928,2171,treated,treated,22
#99069,236,1466,control,control,15
#96717,607,1757,treated,treated,24
#91721,439,1670,control,treated,18
#92458,977,2199,control,control,24
#96830,957,2193,treated,control,22
#99511,389,1589,control,treated,20
#98080,820,1982,control,control,18
#91358,241,1489,control,control,19
#98527,810,2030,treated,treated,16
#96387,310,1546,treated,treated,22
#98756,173,1372,control,control,23
#96034,107,1268,control,treated,24
#91606,165,1318,control,control,15
#96527,627,1789,control,treated,23
#94121,234,1417,control,control,22
#90412,384,1546,control,control,20
#95609,420,1609,control,treated,22
#99058,224,1390,control,control,19
#92564,942,2176,control,control,16
#91631,221,1450,treated,control,19
#97661,316,1530,control,treated,21
#93607,49,1254,control,control,20
#91004,303,1517,treated,control,20
#95321,925,2075,treated,treated,24
#91019,366,1544,treated,treated,18
#93000,171,1416,control,treated,20
#95790,905,2099,control,control,19
#91858,745,1912,treated,control,24
#96895,616,1798,control,control,22
#96693,143,1316,treated,treated,22
#93262,1048,2256,control,treated,17
#96300,656,1811,control,treated,19
#98300,657,1888,treated,control,15
#94625,660,1832,treated,treated,20
#94208,68,1278,treated,treated,21
#93252,364,1524,control,control,24
#99804,522,1707,treated,control,17
#96026,486,1639,control,treated,15
#97035,1049,2221,treated,control,22
#95446,605,1760,control,treated,17
#99761,940,2183,control,treated,15
#93224,821,2007,control,treated,22
#90838,404,1557,control,treated,21
#96828,30,1184,control,treated,18
#90584,121,1329,treated,control,23
#99846,570,1749,treated,treated,23
#91130,149,1326,treated,treated,23
#97614,434,1675,treated,control,23
#96214,917,2088,control,control,15
#99879,743,1978,control,treated,24
#91883,965,2127,treated,control,22
#99268,224,1421,control,treated,16
#98440,441,1631,control,control,17
#93429,500,1728,treated,treated,21
#95955,437,1637,control,treated,15
#93493,733,1934,control,control,15
