Specimen.ID,born,died,treatment,diet,weight
#90153,661,1904,control,control,24
#96131,637,1853,control,control,19
#99276,516,1692,control,control,24
#92823,203,1357,treated,control,21
#96192,688,1887,treated,control,15
#90237,182,1381,control,control,19
#91358,83,1246,treated,treated,20
#94825,633,1812,control,control,18
#97708,688,1843,control,control,20
#95890,126,1369,treated,treated,20
#93278,67,1251,treated,control,20
#95854,805,1955,control,control,24
#90873,317,1552,control,treated,18
#97983,716,1875,control,treated,15
#91978,240,1482,treated,treated,23
#96210,600,1818,control,control,19
#95069,457,1690,treated,control,16
#96887,200,1442,control,control,23
#92728,813,1979,control,treated,17
#98477,529,1718,treated,treated,23
#91477,782,1943,treated,treated,18
#93288,153,1310,control,control,19
#96237,1065,2229,control,control,20
#96351,1010,2214,control,treated,19
#91134,175,1400,control,treated,20
#91906,80,1277,treated,treated,16
#94244,963,2191,control,treated,23
#95664,588,1817,control,treated,22
#96165,358,1559,treated,treated,18
#93684,989,2144,treated,treated,17
#96851,691,1874,control,control,19
#90827,222,1406,treated,treated,21
#98472,924,2094,control,treated,24
#98022,310,1510,treated,treated,22
#94288,936,2185,control,treated,17
#95367,1052,2237,control,treated,21
#92356,619,1833,treated,treated,21
#92756,496,1718,control,control,20
#97662,73,1281,control,treated,18
#98094,424,1583,control,treated,20
#97077,313,1551,control,control,19
#97913,571,1814,treated,control,20
#93801,428,1619,treated,treated,20
#96649,229,1397,treated,treated,17
#94262,1013,2253,treated,control,17
#99228,419,1629,treated,control,23
#91602,595,1822,control,control,21
#91056,658,1891,treated,treated,23
#97608,1021,2208,treated,treated,16
#95367,873,2055,control,control,21
#93206,924,2075,treated,treated,15
#91906,1008,2198,treated,control,23
#96393,726,1888,treated,control,21
#98252,92,1269,treated,treated,23
#99195,763,1992,treated,treated,15
#97542,513,1668,control,treated,16
#90942,277,1492,treated,treated,15
#98496,407,1594,control,treated,15
#90764,536,1761,treated,treated,16
#91746,205,1355,control,control,17
#98989,352,1588,treated,control,20
#91457,32,1246,treated,control,22
#99966,148,1341,control,treated,18
#90892,532,1763,control,treated,15
#98757,167,1385,control,control,22
#95402,247,1407,treated,control,21
#99747,243,1444,treated,control,17
#99842,72,1319,control,treated,24
#91287,701,1860,treated,control,24
#92634,633,1866,treated,treated,17
#97615,707,1934,treated,control,22
#97830,811,2047,treated,treated,18
#92156,865,2063,control,treated,20
#92567,921,2106,treated,control,23
#90045,570,1733,control,treated,18
#97749,642,1851,treated,treated,15
#91591,1038,2188,control,control,22
#98110,862,2057,treated,control,24
#95892,712,1877,treated,treated,18
#94631,8,1199,treated,control,21
#99156,523,1725,treated,control,19
#93704,323,1527,treated,control,16
#92225,695,1878,control,control,22
#94121,901,2140,control,treated,24
#95544,904,2123,control,control,16
#92102,385,1614,treated,control,20
#99220,779,1963,treated,control,16
#99424,787,2000,control,control,18
#95038,727,1942,control,treated,16
#93861,187,1410,treated,treated,19
#92979,861,2018,treated,control,23
#90954,416,1665,treated,treated,19
#93696,663,1863,treated,control,16
#93670,237,1406,control,control,18
#90799,300,1538,treated,treated,19
