Specimen.ID,born,died,treatment,diet,weight
#92399,85,1285,treated,treated,23
#94853,291,1463,control,control,23
#91139,510,1677,treated,treated,15
#99893,591,1833,control,control,23
#91265,385,1617,control,treated,19
#90657,972,2178,treated,control,17
#93632,505,1692,treated,control,19
#93606,4,1234,control,control,24
#90412,229,1379,treated,treated,15
#96977,482,1710,control,control,21
#91502,506,1737,control,control,20
#90037,755,1911,control,control,23
#90625,666,1841,control,control,21
#93056,552,1727,control,treated,18
#97484,1055,2205,treated,control,22
#92757,781,1984,control,control,24
#92060,695,1876,treated,control,18
#93564,252,1422,treated,treated,16
#90975,358,1526,treated,control,15
#92051,152,1371,control,treated,24
#91727,1025,2238,treated,treated,23
#99816,113,1311,treated,control,19
#97911,796,2043,treated,control,24
#92722,28,1200,treated,control,22
#97757,23,1239,treated,treated,17
#95238,810,1969,treated,treated,20
#93227,998,2195,treated,control,22
#97742,312,1484,control,control,20
#94601,686,1906,control,control,15
#99786,44,1281,treated,treated,19
#95828,62,1246,control,control,18
#96388,1047,2206,control,treated,17
#96146,1023,2185,control,control,15
#98780,588,1815,control,treated,22
#92030,822,2061,control,treated,21
#95821,295,1466,treated,control,19
#90751,246,1432,treated,treated,19
#99949,1061,2266,treated,control,19
#90479,153,1331,treated,control,23
#97417,861,2035,treated,treated,22
#94953,53,1261,treated,treated,23
#92539,123,1295,treated,control,21
#91829,378,1542,treated,control,19
#95474,567,1731,treated,treated,15
#96990,680,1895,treated,treated,16
#92796,692,1854,control,treated,23
#96938,184,1402,control,treated,17
#93943,118,1272,treated,treated,16
#94467,160,1354,treated,control,17
#90911,975,2145,control,treated,18
#98314,790,1993,treated,treated,18
#94758,190,1418,treated,control,24
#98597,687,1882,control,treated,17
#93268,673,1827,treated,control,16
#93476,799,1965,control,treated,16
#92636,985,2169,treated,control,15
#91613,1091,2324,treated,treated,17
#91513,674,1887,control,treated,22
#96339,835,2056,control,treated,22
#91946,966,2194,control,treated,19
#92034,330,1557,treated,control,24
#91266,667,1880,control,control,17
#92818,627,1844,treated,control,24
#90857,982,2145,control,control,15
#91387,463,1638,control,treated,20
#92727,565,1779,treated,treated,18
#97779,39,1220,control,treated,24
#92576,177,1349,treated,control,21
#91515,339,1516,treated,treated,16
#91443,593,1838,treated,treated,19
#95352,898,2057,control,treated,24
#90304,505,1675,control,treated,24
