Specimen.ID,born,died,treatment,diet,weight
#93888,432,1672,treated,control,21
#98566,1064,2262,treated,control,21
#96205,762,1946,treated,treated,18
#91048,992,2198,treated,control,23
#92038,406,1598,treated,treated,20
#94917,788,1979,treated,control,20
#91443,779,2017,control,control,17
#99682,593,1827,control,treated,21
#90992,397,1626,control,treated,20
#99698,348,1559,control,control,19
#93161,775,1990,treated,treated,16
#94258,742,1900,treated,treated,19
#91472,802,2004,treated,control,24
#97477,945,2192,control,control,21
#99651,594,1761,control,treated,20
#93947,530,1752,control,control,18
#91419,642,1853,control,treated,22
#94474,33,1203,control,treated,22
#99919,806,2044,control,treated,21
#95146,115,1342,control,control,15
#90526,652,1863,control,control,24
#99634,973,2154,control,control,20
#94497,48,1229,treated,control,24
#93722,478,1663,treated,treated,15
#97204,667,1867,control,control,21
#96505,256,1448,control,treated,16
#90855,139,1360,control,treated,15
#95193,691,1862,treated,control,23
#91687,248,1456,treated,control,21
#94418,291,1448,control,control,23
#90303,361,1557,treated,control,19
#90363,496,1668,treated,control,21
#99367,14,1253,control,control,17
#95579,418,1595,control,treated,23
#93125,885,2086,treated,control,17
#98862,845,2079,control,treated,17
#97465,728,1930,control,treated,16
#98032,186,1387,treated,control,21
#96294,414,1661,control,treated,23
#94640,698,1924,control,control,22
#92222,627,1875,control,control,22
#96207,578,1759,treated,control,20
#94603,531,1750,control,treated,24
#97766,273,1502,control,treated,17
#97930,247,1426,control,treated,22
#95070,275,1512,control,treated,22
#91352,351,1578,control,treated,16
#92428,823,2018,control,treated,16
#96116,269,1422,treated,control,18
#95587,146,1349,control,control,20
#91691,326,1557,treated,control,24
#94914,832,2073,treated,treated,20
#95103,72,1246,control,treated,19
#91099,285,1455,treated,treated,20
#91872,419,1582,control,control,18
#98920,166,1393,control,control,15
#94143,795,1965,treated,control,21
#99006,272,1473,control,control,23
#96787,453,1666,treated,control,15
#99317,923,2140,treated,treated,16
#97302,651,1839,treated,control,18
