Specimen.ID,born,died,treatment,diet,weight
#94822,95,1276,treated,control,18
#99248,424,1585,control,control,23
#91205,265,1467,treated,control,19
#95003,323,1521,treated,control,21
#92223,942,2096,control,control,24
#96463,560,1804,treated,control,16
#91623,178,1418,control,control,23
#92804,121,1331,control,control,23
#98856,829,2070,control,treated,18
#91910,1074,2296,control,control,18
#90857,924,2117,control,control,16
#98204,722,1898,treated,control,23
#90785,26,1221,control,treated,19
#95172,1070,2309,control,control,16
#95044,158,1387,treated,treated,22
#97600,558,1792,control,control,21
#91686,94,1339,treated,control,22
#92195,541,1707,treated,treated,19
#99595,216,1446,control,control,18
#92799,492,1713,control,treated,17
#98211,643,1840,control,treated,15
#93373,771,1976,control,control,20
#97974,1064,2272,control,treated,23
#90988,798,1950,control,treated,22
#95585,1025,2263,control,treated,20
#91887,792,1965,treated,treated,24
#92206,392,1562,treated,control,20
#96356,457,1611,treated,treated,24
#95521,755,1917,treated,control,22
#91183,554,1745,control,control,18
#97801,745,1992,control,control,24
#95535,8,1169,treated,treated,16
#91277,1045,2271,control,control,19
#98313,957,2194,control,control,21
#98316,563,1735,treated,control,16
#93549,827,2058,treated,treated,21
#94694,459,1647,control,treated,24
#94505,813,2049,control,treated,17
#93242,801,1952,treated,treated,19
#95352,836,2041,control,treated,16
#90565,861,2105,control,control,23
#96962,65,1271,treated,control,23
#99928,836,2065,treated,control,24
#98227,135,1373,control,control,23
#96898,73,1308,treated,control,19
#95856,579,1784,treated,control,15
#90533,936,2151,treated,treated,22
#94946,482,1672,treated,control,20
#99644,68,1280,treated,control,18
#92754,741,1981,control,control,22
#96649,169,1322,treated,treated,22
#93725,892,2124,control,treated,24
#90591,647,1810,treated,treated,22
#95918,311,1490,treated,treated,23
#92192,401,1559,treated,treated,22
#90711,339,1515,control,control,17
#92765,476,1644,treated,control,21
#93317,642,1801,treated,control,21
#93155,982,2214,treated,treated,24
#92134,542,1700,control,control,23
#95822,103,1319,control,treated,24
#96114,970,2170,treated,control,23
#92380,271,1446,control,treated,21
#99365,270,1463,control,control,24
#97881,607,1814,treated,treated,18
#99159,279,1491,treated,treated,16
#97195,63,1302,treated,control,20
#94576,733,1931,treated,control,23
#95054,353,1565,control,control,21
#99081,593,1762,control,control,16
#91282,206,1424,control,treated,21
#91603,167,1341,control,treated,22
#98406,816,2002,control,control,15
#99867,676,1837,control,treated,17
#98144,221,1429,treated,treated,17
#92404,59,1285,control,treated,18
#96604,847,2018,control,treated,15
#92873,819,1982,control,treated,21
#96703,1041,2279,treated,control,22
#97591,661,1896,control,control,23
#94829,1011,2201,control,treated,16
#95052,180,1425,treated,treated,24
#92263,825,2036,treated,treated,23
#96302,16,1197,treated,treated,24
#98441,157,1354,control,control,21
#90490,350,1597,treated,control,17
#95949,768,1921,treated,control,17
#98622,162,1396,treated,control,24
#95597,582,1774,treated,control,17
#90691,532,1751,control,control,19
#93021,62,1213,treated,control,18
#96276,825,2025,treated,control,22
#97892,86,1247,control,treated,20
#91676,410,1652,control,treated,16
#93205,532,1766,control,control,21
#91673,59,1281,control,treated,19
#97730,401,1643,treated,control,15
#92992,160,1335,treated,control,19
#97770,490,1727,treated,treated,24
#91806,790,2032,control,treated,16
#90180,793,1974,treated,control,17
#90393,109,1296,control,treated,24
#96421,316,1534,control,control,18
#94069,928,2143,treated,treated,18
#99697,699,1891,control,treated,22
#97152,231,1423,control,treated,16
#98996,35,1204,treated,control,20
#94307,1040,2260,control,treated,15
#91741,804,1991,control,treated,17
#95903,159,1309,treated,control,21
#97481,660,1860,control,treated,15
#97203,301,1499,treated,control,16
#92102,1088,2330,control,control,24
#98759,781,1995,control,control,24
#93102,901,2087,control,control,16
#94233,895,2116,control,control,21
#94482,135,1301,treated,treated,16
#93672,60,1293,treated,control,15
#90562,747,1974,treated,control,20
#93041,367,1548,treated,control,18
#91669,628,1841,treated,treated,15
#97123,997,2229,treated,control,23
#96788,710,1939,control,treated,17
#94664,316,1514,treated,treated,18
#91209,172,1352,control,treated,18
#95181,310,1462,treated,treated,20
#91962,962,2138,treated,treated,19
#99405,314,1473,control,treated,16
#93429,244,1471,control,treated,17
#98879,259,1465,control,control,16
#90685,684,1837,control,control,15
#95629,597,1811,treated,treated,24
#99084,585,1824,control,control,19
#91577,138,1356,control,treated,22
#95231,944,2162,treated,treated,20
#94745,1002,2209,control,treated,16
#93242,1017,2255,treated,control,23
#90185,474,1684,treated,treated,21
#94073,727,1973,control,control,18
#96074,713,1872,treated,treated,23
#93598,993,2232,treated,control,21
#98295,562,1725,control,treated,17
#91458,585,1814,control,treated,23
#91146,880,2107,treated,treated,17
#96188,147,1373,control,control,24
#94817,997,2201,treated,treated,17
