Specimen.ID,born,died,treatment,diet,weight
#94152,330,1514,treated,control,18
#90112,746,1947,control,control,15
#96453,856,2063,treated,control,22
#91544,960,2194,treated,control,18
#90662,245,1397,control,control,15
#96573,335,1574,control,control,17
#96370,903,2074,treated,treated,20
#93269,65,1242,treated,treated,19
#94686,665,1867,control,control,24
#91572,848,2010,control,treated,17
#93741,334,1577,control,control,22
#90868,343,1583,treated,treated,21
#97632,957,2173,treated,control,18
#94439,1073,2322,treated,control,23
#97220,370,1558,treated,control,18
#90788,666,1899,treated,control,22
#94348,787,2001,control,control,17
#98265,580,1806,control,control,20
#91332,1067,2282,control,control,23
#97092,1084,2324,treated,treated,16
#95554,1086,2276,treated,control,21
#99273,785,2013,control,treated,15
#99382,756,1933,control,control,20
#92179,299,1451,treated,control,16
#90404,388,1584,control,control,20
#96541,139,1302,treated,treated,20
#93236,490,1653,treated,treated,19
#94000,770,1939,treated,treated,17
#91833,57,1207,treated,control,16
#96487,645,1815,control,control,20
#91756,603,1819,control,treated,17
#92937,189,1379,treated,control,24
#94301,330,1526,treated,treated,22
#92191,970,2167,control,treated,21
#92579,7,1207,control,treated,20
#94749,285,1528,control,treated,20
#91042,1010,2214,control,control,24
#95603,493,1676,treated,control,20
#92656,1020,2195,treated,control,17
#97767,722,1896,treated,control,21
#92953,192,1403,treated,treated,19
#99858,100,1280,control,control,17
#90943,1046,2247,control,control,23
#91031,724,1927,treated,control,17
#99798,461,1706,treated,control,16
#93562,495,1696,treated,control,22
#94707,943,2102,control,treated,22
#99536,975,2127,treated,treated,20
#96731,590,1774,treated,control,20
#99647,1037,2195,control,treated,19
#95677,757,1924,treated,control,19
#96177,412,1589,treated,control,23
#97713,135,1338,treated,treated,24
#93398,101,1328,control,control,22
#96541,587,1805,treated,treated,21
#92830,983,2194,control,treated,22
#91980,628,1812,control,control,17
#99847,726,1920,treated,control,16
#90900,855,2062,treated,treated,24
#91149,296,1493,treated,control,24
#92766,275,1468,treated,control,23
#95311,352,1519,control,treated,21
#99762,16,1173,control,treated,19
#91498,692,1922,treated,control,19
#94278,249,1497,treated,control,16
#99206,687,1883,control,treated,15
#98697,825,2056,treated,treated,15
#92038,89,1253,control,treated,22
#99806,873,2040,control,treated,17
#93334,139,1337,treated,control,23
#92264,203,1354,treated,treated,19
#90911,669,1870,treated,treated,20
#93486,841,2020,treated,treated,23
#94250,190,1437,control,control,17
#95819,546,1772,control,control,23
#95099,891,2139,treated,treated,23
#93469,165,1343,treated,control,19
#96900,918,2151,treated,control,24
#96767,878,2126,treated,treated,20
#95090,433,1652,treated,treated,18
#93865,53,1208,treated,treated,22
#97961,883,2062,control,treated,23
#92591,294,1535,control,control,22
#94046,322,1512,control,control,19
#92695,311,1485,treated,control,24
#96422,697,1928,control,control,22
#98759,349,1500,control,treated,21
#95739,796,2035,control,treated,17
#96024,363,1581,treated,treated,21
#96693,218,1458,treated,control,24
#96607,417,1568,control,control,17
#93528,1073,2307,control,control,23
