Specimen.ID,born,died,treatment,diet,weight
#90871,601,1849,control,treated,15
#94875,210,1446,control,treated,19
#91482,1071,2252,treated,treated,17
#94814,796,1971,control,treated,17
#92605,743,1974,control,control,20
#91804,1047,2213,control,treated,16
#92429,532,1765,control,treated,24
#90861,1047,2249,control,treated,16
#90367,625,1830,control,control,16
#95119,980,2174,control,control,21
#96187,612,1824,treated,treated,19
#98223,1007,2193,control,treated,21
#91952,851,2051,treated,treated,16
#91828,272,1506,treated,treated,19
#92518,944,2149,control,treated,18
#98442,228,1418,control,treated,21
#95529,77,1246,control,treated,24
#94413,644,1863,treated,control,21
#98636,669,1905,treated,treated,21
#97168,1000,2151,treated,control,23
#95571,85,1266,control,treated,19
#90138,663,1898,control,treated,15
#97831,727,1918,treated,control,22
#98461,27,1271,control,treated,15
#96477,884,2112,treated,control,21
#98972,106,1303,control,treated,16
#94332,1055,2298,treated,control,18
#97188,499,1702,treated,treated,16
#95121,330,1529,control,control,24
#90237,144,1366,control,control,20
#91927,34,1256,treated,control,15
#95064,740,1984,control,control,16
#94049,193,1419,treated,control,21
#98904,454,1649,control,treated,24
#96361,700,1906,control,control,19
#95082,917,2136,control,control,24
#93873,368,1537,treated,control,16
#99930,1055,2284,control,control,20
#94972,391,1555,control,control,16
#91862,670,1916,control,treated,21
#90569,1038,2257,control,treated,22
#92428,863,2100,treated,treated,16
#94546,485,1641,control,control,21
#91615,826,2013,control,treated,17
#99208,444,1686,control,treated,21
#95913,487,1654,control,control,19
#90832,215,1457,treated,control,16
#94688,216,1429,treated,treated,23
#90159,786,1974,control,control,23
#92179,956,2106,treated,treated,22
#92756,749,1945,treated,control,22
#90412,55,1267,control,control,15
#95902,515,1685,treated,control,18
#97364,521,1766,treated,treated,16
#91759,63,1302,control,control,19
#98315,232,1468,control,treated,17
#93247,53,1268,treated,treated,16
#96397,90,1245,control,treated,19
#96582,964,2191,control,control,18
#93418,774,1953,treated,treated,17
#92887,69,1248,treated,treated,19
#93400,884,2095,treated,control,22
#90088,1042,2220,control,control,17
#95042,33,1236,control,treated,20
#96363,271,1505,control,treated,17
#98587,896,2145,control,control,23
#90204,192,1349,treated,treated,22
#92079,742,1902,control,control,15
#91358,1011,2172,control,treated,22
#91052,354,1597,control,control,20
#99521,521,1705,control,control,23
#92815,906,2136,treated,treated,16
#94463,411,1586,treated,treated,23
#95041,942,2101,treated,treated,22
#93921,422,1585,treated,treated,19
#94615,1072,2285,treated,control,17
#96444,982,2217,treated,control,22
#92720,395,1550,treated,control,17
#93211,618,1859,treated,treated,23
#96638,417,1626,treated,treated,22
#99315,429,1638,treated,treated,23
#90764,264,1419,treated,control,24
#95609,662,1840,control,treated,17
#98470,375,1596,treated,control,15
#99048,365,1601,control,treated,16
#94330,225,1419,treated,control,23
#99162,361,1585,control,control,20
#97277,527,1739,control,treated,18
#92853,926,2163,control,control,17
#91235,96,1307,treated,treated,16
#93938,897,2088,treated,treated,20
#95792,528,1767,treated,treated,23
#95254,352,1507,treated,control,22
#99273,28,1216,control,treated,16
#93454,148,1368,treated,control,15
#91116,649,1815,control,treated,21
#97516,921,2154,control,control,15
#99649,874,2062,control,control,22
#99547,731,1929,treated,treated,21
#91097,521,1705,control,control,18
#91633,139,1331,treated,treated,23
#97345,633,1789,treated,control,22
#91974,353,1533,treated,control,23
#92124,362,1556,control,treated,17
#97234,737,1890,treated,treated,18
#96569,118,1279,treated,control,17
#91543,490,1707,control,treated,17
#90186,340,1519,treated,treated,23
#97704,348,1592,control,treated,22
#91959,654,1866,control,treated,22
#94779,734,1971,control,treated,21
#99384,935,2161,control,control,23
#95820,911,2078,control,treated,16
#96164,660,1855,control,control,15
#98138,5,1169,control,control,22
#90813,78,1248,treated,control,24
#99295,28,1192,control,treated,24
#92468,910,2080,control,control,18
#90952,83,1318,control,treated,16
#91172,880,2094,treated,control,16
#97435,836,2039,control,control,18
#93870,657,1862,control,control,21
#97237,291,1510,control,treated,17
#95133,591,1748,control,treated,16
#99074,298,1479,treated,treated,20
#99462,611,1803,treated,treated,15
#95889,125,1368,treated,treated,21
#97656,655,1845,treated,control,16
#90432,330,1568,treated,treated,22
#96539,857,2052,control,control,15
#94295,1036,2249,control,treated,16
#98213,350,1590,control,control,18
#94357,494,1693,treated,control,16
#99338,995,2214,control,treated,20
#90329,986,2214,control,treated,21
#90600,474,1643,control,control,16
#94989,154,1390,treated,treated,15
#90171,65,1304,treated,treated,20
#92969,387,1588,treated,treated,15
#95097,374,1604,treated,control,15
#98972,475,1688,treated,control,22
#96207,272,1448,control,treated,24
#99198,859,2053,treated,treated,15
#94545,179,1406,treated,control,17
#95001,7,1247,control,control,23
#95212,1057,2217,control,treated,15
#93785,427,1585,control,control,20
#97916,561,1767,control,control,23
#96190,440,1590,treated,treated,16
#92334,639,1813,control,control,19
#91281,652,1898,treated,treated,21
#93993,296,1528,control,control,22
#97277,68,1258,control,control,24
#94794,519,1675,control,control,24
#93238,604,1760,treated,control,21
#99954,608,1805,control,control,21
#94676,533,1762,treated,treated,17
#91969,398,1591,control,control,23
#98416,287,1528,treated,control,16
#92088,935,2102,treated,treated,18
#92705,422,1625,treated,control,17
#92041,593,1751,control,control,18
#92971,757,1961,control,control,18
#96315,384,1626,treated,treated,23
#93196,1006,2200,treated,control,16
#97177,498,1689,treated,treated,16
#95861,788,1961,control,control,16
#99002,810,2042,control,control,24
#94214,739,1939,control,treated,17
#96148,943,2179,treated,treated,18
#97886,751,1901,control,treated,21
#95531,52,1274,treated,control,18
#90038,712,1886,control,treated,23
#95361,724,1950,treated,control,16
#90675,0,1157,control,treated,16
#94728,832,1999,control,treated,21
#96892,138,1358,treated,treated,15
#93317,894,2099,control,control,15
#99622,57,1244,treated,treated,24
#94876,491,1678,treated,treated,21
#98698,441,1627,control,treated,16
#96076,411,1575,control,control,22
#93638,195,1404,treated,treated,16
#91364,661,1907,treated,control,21
#95369,105,1352,control,control,23
#92460,152,1320,treated,control,20
#99673,411,1620,treated,control,16
#96404,621,1776,control,control,15
#95883,21,1195,control,treated,24
#94228,189,1409,treated,control,19
#90089,567,1767,treated,control,17
#98411,853,2038,control,control,16
#95373,212,1367,treated,treated,22
#95263,440,1675,control,control,16
#97823,182,1342,control,treated,22
#95790,349,1534,treated,control,19
#96198,598,1760,treated,control,17
#92138,528,1770,treated,treated,15
#91760,357,1561,treated,treated,22
#92051,272,1450,treated,control,16
#94169,874,2063,control,treated,20
#93484,990,2209,treated,treated,24
#94033,1090,2293,treated,control,15
#90568,224,1437,control,control,16
#99663,74,1279,control,control,16
#90776,247,1468,treated,treated,19
#90563,964,2211,control,treated,21
#90551,321,1487,treated,control,21
#95124,483,1659,treated,treated,15
#91961,109,1296,control,treated,18
#96773,658,1887,control,treated,21
#93166,94,1253,control,treated,15
#92966,452,1664,control,control,15
#93472,992,2215,control,control,17
#94126,979,2223,control,control,18
#98678,180,1335,treated,treated,22
#91239,845,2009,treated,control,18
#95253,1012,2170,treated,control,16
#91773,1044,2240,control,control,17
#90592,70,1250,treated,control,24
#97482,829,2060,control,control,18
#94958,675,1846,treated,control,20
#95587,702,1890,control,control,15
#94402,534,1741,control,control,24
#93682,764,1980,control,treated,20
#90958,783,2020,control,treated,18
#92464,320,1528,treated,treated,22
#93441,154,1315,treated,control,23
#98762,1008,2219,control,treated,24
#97528,36,1267,control,control,19
#95190,27,1218,control,treated,19
#90142,617,1791,control,treated,15
#98057,867,2108,control,treated,21
#95046,78,1323,control,control,15
#94786,618,1806,treated,control,23
#93309,888,2072,control,control,23
#95930,977,2193,control,treated,15
#94983,872,2081,treated,treated,15
#92500,186,1382,treated,control,16
#94959,522,1771,control,treated,16
#98665,158,1383,treated,treated,23
#92651,246,1398,control,treated,18
#98376,410,1653,control,control,22
#95662,592,1828,control,treated,19
#95601,819,2068,control,treated,22
#96543,223,1463,treated,treated,18
#93004,60,1255,control,control,22
#96196,879,2088,control,control,22
#99139,834,2056,control,control,24
#99484,860,2049,control,treated,16
#93198,419,1607,control,treated,24
#95777,62,1301,treated,control,17
#92485,390,1619,treated,treated,19
#95978,740,1956,treated,control,17
#94345,1088,2277,treated,control,20
#95677,296,1522,treated,treated,15
#96969,106,1351,control,treated,20
#94905,947,2196,treated,control,17
#97448,888,2071,treated,treated,15
#99669,886,2104,treated,treated,18
#94247,915,2119,control,treated,23
#91408,569,1764,treated,control,19
#97496,139,1297,control,control,19
#97124,96,1310,control,treated,23
#98906,619,1819,control,control,22
#91476,86,1312,treated,treated,15
#98520,825,2007,control,control,20
