Specimen.ID,born,died,treatment,diet,weight
#96572,889,2057,treated,treated,17
#99223,338,1521,treated,treated,22
#93569,185,1434,control,treated,20
#91965,579,1816,treated,control,20
#96981,19,1245,control,control,23
#98872,38,1198,treated,control,17
#94780,879,2075,control,treated,18
#91939,576,1726,treated,control,24
#96774,67,1240,treated,control,20
#93960,697,1897,control,control,21
#99582,570,1809,treated,treated,16
#94242,589,1776,treated,control,17
#93577,199,1404,treated,control,20
#94620,318,1528,treated,treated,16
#93415,760,1997,control,treated,17
#96217,646,1889,control,treated,24
#94178,9,1243,treated,treated,19
#93982,728,1937,treated,control,24
#93547,125,1373,treated,treated,22
#97761,1021,2218,control,control,16
#96331,672,1902,control,treated,19
#91488,649,1896,control,control,23
#96960,115,1271,control,treated,23
#91980,417,1655,control,treated,20
#92275,272,1473,treated,control,16
#91393,764,1958,treated,treated,23
#92542,179,1411,control,control,15
#92607,302,1468,control,treated,23
#91289,509,1677,control,treated,19
#93780,9,1215,control,treated,15
#90693,89,1331,treated,treated,23
#90064,135,1285,treated,treated,23
#94681,403,1616,control,control,22
#90218,496,1684,treated,control,19
#93659,44,1223,control,treated,17
#99271,724,1935,control,control,15
#90424,286,1441,control,control,18
#95504,632,1839,treated,control,15
#99723,190,1360,control,treated,17
#93686,12,1249,control,treated,20
#93723,305,1527,control,treated,15
#96785,284,1495,control,control,23
#97809,761,2000,treated,control,22
#93907,387,1574,control,treated,17
#95366,310,1526,control,treated,15
#96647,787,1959,treated,control,17
#96095,667,1863,treated,control,17
#99071,1057,2258,control,control,21
#90504,101,1319,treated,treated,22
#91601,137,1334,control,control,20
#90432,668,1900,control,treated,23
#96746,329,1563,control,treated,23
#99704,658,1888,control,control,16
#94801,228,1397,treated,control,21
#95647,345,1583,treated,treated,19
#91993,623,1838,treated,treated,23
#95940,380,1544,control,treated,18
#92290,392,1552,treated,treated,15
#97278,341,1494,treated,treated,15
#95491,822,2052,treated,treated,20
#96375,607,1828,control,treated,21
#95135,1057,2286,control,treated,24
#96488,1086,2285,treated,control,19
#90768,1082,2301,control,treated,23
#99195,782,2004,treated,control,20
#92402,917,2113,treated,treated,16
#94076,33,1189,treated,control,16
#96635,417,1660,control,control,24
#94289,286,1501,control,treated,24
#92249,986,2159,treated,control,18
#94777,282,1520,control,treated,17
#98605,1075,2252,treated,treated,24
#90046,48,1278,treated,treated,21
#97686,1060,2230,treated,control,15
#98446,813,1965,treated,treated,17
#97100,755,1930,treated,control,15
#94983,545,1751,treated,control,21
#99577,1025,2239,treated,control,16
#90194,42,1213,treated,control,23
#97737,869,2070,control,treated,15
#96630,911,2067,treated,treated,15
#90466,495,1715,treated,treated,17
#96626,67,1291,treated,treated,17
#94163,855,2089,control,control,16
#98909,513,1696,treated,treated,18
#95278,275,1461,treated,control,16
#91508,505,1738,treated,treated,24
#90030,741,1983,treated,treated,23
#91314,690,1849,treated,control,24
#92366,373,1543,control,control,23
#98014,906,2129,control,control,21
#90855,467,1670,control,treated,24
#93060,575,1808,treated,treated,17
#95240,926,2135,control,control,15
#93965,655,1824,control,treated,17
#95583,892,2062,treated,control,18
#93033,1043,2232,control,control,24
#95721,639,1858,control,treated,23
#96968,631,1824,treated,treated,20
#95201,1052,2300,treated,control,23
#95561,896,2110,control,control,23
#99205,838,2075,treated,treated,20
#95023,424,1588,control,treated,21
#98178,288,1449,treated,treated,18
#90267,994,2160,control,treated,23
#95436,12,1244,control,treated,21
#99335,980,2132,treated,treated,16
#96537,556,1764,control,treated,20
#95756,575,1769,treated,treated,15
#91263,790,2029,control,treated,19
#99458,416,1627,control,control,23
#92452,594,1761,treated,treated,16
#95261,323,1552,treated,control,22
#94494,845,2000,treated,control,21
#92959,621,1828,control,treated,15
#96644,99,1332,control,treated,24
#99915,661,1854,control,treated,16
#91817,67,1281,control,control,17
#92217,219,1402,treated,treated,24
#96954,599,1789,treated,control,24
#90522,521,1690,treated,control,23
#92425,667,1899,control,control,21
#91485,689,1896,treated,treated,24
#91437,428,1677,control,control,19
#92962,214,1422,control,treated,17
#95510,1076,2288,control,treated,24
#92326,534,1734,control,control,21
#93247,767,1919,control,control,20
#93565,1056,2234,treated,control,16
#98027,19,1257,treated,control,18
#91057,53,1262,control,treated,21
#93441,153,1388,control,treated,23
#97696,404,1583,control,treated,24
#98199,631,1815,control,control,20
#94199,691,1864,treated,treated,18
#95475,361,1557,control,treated,21
#93364,472,1679,treated,control,21
#92027,714,1890,control,control,15
#96263,1048,2280,control,treated,24
#91498,444,1679,control,treated,15
#94284,625,1809,treated,treated,23
#91398,491,1677,control,control,22
#93579,275,1481,treated,control,17
#91617,821,1987,treated,control,16
#96406,276,1513,treated,treated,23
#90726,719,1966,treated,control,16
#96297,1,1204,control,control,23
#97286,923,2155,control,treated,24
#93057,625,1797,control,treated,22
#93884,348,1517,treated,treated,19
#98547,767,2003,treated,control,20
#99440,406,1572,control,treated,18
#92303,392,1556,treated,control,20
#91728,42,1230,control,treated,22
#95398,303,1473,treated,treated,18
#95369,524,1706,control,treated,19
#95603,683,1878,control,treated,24
#93484,1037,2193,control,treated,22
#98526,969,2135,control,treated,19
#90234,1078,2245,control,treated,23
#98088,53,1279,control,treated,23
#99775,10,1188,control,control,17
#99769,675,1873,control,treated,19
#99224,7,1234,control,control,19
#99206,523,1692,control,control,22
#91644,627,1806,control,control,17
#95378,442,1661,control,treated,22
#97180,170,1381,treated,treated,16
#90726,1055,2287,treated,control,17
#97082,330,1538,treated,treated,16
#91804,128,1358,control,control,18
#96675,380,1618,treated,treated,17
#96805,972,2183,control,treated,15
#91938,162,1370,control,control,15
#98237,452,1690,control,control,22
#98961,682,1845,treated,treated,19
#91060,502,1716,control,treated,24
#99844,849,2076,treated,treated,24
#98753,819,2022,treated,treated,15
#95714,31,1262,control,control,15
#94048,433,1654,treated,treated,18
#92509,1005,2191,control,treated,22
#92695,112,1265,control,treated,17
#93136,788,1965,treated,control,16
#92601,836,2001,control,control,23
#92428,783,1994,control,control,16
#92453,798,2047,treated,treated,20
#97595,720,1962,treated,treated,19
#91897,793,2000,treated,treated,19
#90706,779,1981,treated,control,17
#95550,106,1350,treated,treated,16
#94821,434,1609,treated,control,24
#97613,426,1639,treated,treated,24
#92043,591,1819,control,treated,23
#96910,476,1702,control,control,20
#99807,995,2227,control,control,19
#94122,311,1534,control,control,15
#93197,269,1458,treated,treated,21
#95577,737,1903,treated,control,17
#97054,684,1861,control,treated,18
#98551,840,2014,control,treated,22
#95226,300,1464,control,control,21
#97290,1074,2313,control,treated,18
#90670,116,1331,control,control,15
#93102,914,2121,treated,treated,19
#91549,233,1458,control,control,18
#92098,712,1905,treated,control,21
#95394,56,1264,treated,treated,17
#91887,517,1704,control,treated,19
#98087,14,1221,control,treated,24
#92813,5,1206,control,control,19
#96841,70,1244,control,control,16
#91131,767,1921,control,treated,24
#90446,486,1704,treated,treated,19
#95586,638,1853,control,treated,23
#96084,536,1696,treated,treated,19
#93839,1061,2282,treated,control,17
#97722,139,1345,treated,treated,21
#97699,996,2239,control,treated,21
#93569,431,1664,treated,treated,22
