Specimen.ID,born,died,treatment,diet,weight
#91864,878,2083,control,control,15
#94487,913,2064,control,control,23
#97795,87,1271,treated,control,17
#95322,24,1244,control,treated,17
#90206,416,1583,control,control,18
#96309,156,1360,control,control,17
#97637,770,1932,treated,control,20
#94933,701,1945,control,control,24
#90970,577,1729,control,control,17
#97110,180,1357,treated,control,18
#95914,657,1831,treated,control,23
#95370,84,1256,control,treated,21
#98676,23,1215,control,treated,19
#99244,348,1523,control,control,22
#97016,777,1942,control,treated,20
#92615,426,1643,control,treated,17
#91093,1047,2220,treated,treated,15
#98034,92,1280,treated,treated,20
#92264,991,2224,treated,treated,15
#91427,752,1966,treated,control,20
#99499,755,1937,control,treated,20
#94671,516,1707,treated,treated,17
#91195,310,1527,treated,control,22
#93237,1071,2240,control,control,19
#91240,817,2043,control,control,21
#93591,737,1978,control,control,23
#92015,123,1314,treated,treated,22
#96879,963,2158,treated,control,24
#93810,145,1366,treated,treated,24
#93688,924,2086,control,treated,23
#93102,504,1726,treated,treated,19
#95462,1039,2211,control,treated,15
#90355,1085,2284,control,control,18
#95697,424,1640,control,treated,21
#97482,877,2040,treated,control,17
#96110,891,2086,treated,treated,21
#95466,195,1409,treated,control,20
#95364,115,1290,control,treated,19
#90237,746,1941,control,control,16
#96949,0,1186,treated,treated,22
#99643,501,1739,treated,control,17
#94090,388,1614,control,treated,19
#93120,876,2032,control,treated,18
#92375,1044,2235,control,treated,24
#91093,53,1255,treated,treated,19
#94289,816,2005,control,control,20
#96605,383,1540,control,control,16
#93881,980,2133,control,treated,20
#99687,641,1867,treated,treated,24
#91493,440,1622,control,treated,21
#91684,407,1651,control,treated,20
#96156,247,1470,control,control,16
#92955,294,1497,treated,control,18
#99268,1072,2278,control,treated,22
#97196,451,1610,treated,control,16
#92831,967,2186,control,treated,23
#97131,262,1503,treated,treated,20
#90062,356,1584,treated,control,22
#90448,496,1727,treated,treated,15
#91694,678,1837,treated,control,21
#96628,104,1320,treated,control,24
#94612,745,1911,treated,treated,21
#92871,382,1574,treated,control,22
#96297,771,1967,treated,treated,19
#93780,727,1925,control,treated,21
#98826,17,1218,treated,treated,24
#94684,977,2148,control,control,18
#92895,862,2101,treated,treated,17
#94732,1064,2269,treated,control,22
#90755,1087,2283,control,treated,17
#99367,68,1295,treated,control,24
#97742,348,1548,treated,treated,22
#94889,780,1954,control,control,21
#99203,735,1887,control,treated,16
#95228,416,1611,treated,treated,23
#92678,500,1745,treated,treated,21
#97128,894,2131,treated,treated,21
#97343,814,2026,control,control,18
#96202,473,1679,control,control,22
#94680,241,1452,control,treated,16
#95436,482,1679,control,control,16
#91016,664,1861,treated,control,24
#92257,456,1633,control,control,15
#93202,76,1299,control,treated,15
#91629,962,2149,control,treated,18
#94190,486,1655,control,control,18
#99834,0,1245,treated,control,17
#94928,876,2123,treated,treated,15
#99374,645,1795,control,control,17
#96571,526,1746,control,control,17
#92990,872,2087,control,treated,22
#98002,689,1875,control,control,19
#94483,764,1975,control,treated,15
#92902,981,2191,treated,treated,21
#99837,588,1791,control,control,19
#92824,470,1626,control,treated,18
#99221,541,1738,control,control,16
#91512,412,1617,treated,treated,20
#96220,437,1613,control,treated,23
#91262,421,1658,treated,control,16
#98290,264,1470,treated,treated,21
#97505,7,1201,control,treated,16
#98703,1030,2202,control,treated,24
#99825,711,1907,control,treated,20
#91458,222,1407,treated,control,19
#94037,476,1633,treated,treated,20
#91843,106,1285,treated,control,17
#96275,888,2104,control,treated,22
#91205,174,1400,control,treated,21
#94814,55,1295,control,control,18
#95783,135,1350,treated,control,22
#97685,940,2091,control,control,21
#96849,91,1295,control,treated,16
#90050,642,1813,control,control,22
#92259,749,1951,treated,control,22
#92121,908,2064,control,treated,24
#97639,186,1373,treated,treated,16
#98370,273,1427,treated,treated,20
#92569,1002,2221,treated,control,24
#96055,874,2064,control,control,19
#99446,856,2074,treated,treated,23
#90980,545,1740,treated,treated,21
#99837,992,2174,treated,control,16
#99616,488,1723,treated,treated,19
#92703,387,1612,control,control,18
#94727,267,1421,treated,treated,20
#96033,961,2202,treated,treated,23
#97175,1007,2239,treated,treated,21
#93112,168,1341,control,treated,19
#97026,998,2234,treated,control,21
#93988,1079,2319,control,treated,21
#97424,460,1688,treated,treated,15
#90841,972,2161,treated,control,21
#98560,1065,2247,treated,treated,15
#97814,920,2111,control,treated,19
#95054,724,1931,treated,control,20
#93590,1009,2250,treated,control,18
#92394,674,1862,control,treated,15
#97236,821,2036,treated,control,17
#92752,681,1906,treated,treated,20
#99962,429,1621,treated,control,21
#90275,807,1992,control,control,22
#93497,230,1458,treated,treated,24
#98330,180,1373,treated,treated,15
#99824,562,1785,treated,control,22
#94846,1080,2247,treated,treated,20
#92419,406,1610,treated,control,22
#94392,817,1996,treated,control,24
#91238,356,1584,treated,treated,23
#94035,189,1389,treated,treated,22
#91464,939,2128,control,treated,16
#91780,319,1551,control,control,24
#95797,776,1950,control,control,15
#91681,747,1996,treated,control,16
#93278,1088,2262,control,control,16
#99247,607,1856,control,control,19
#90938,1004,2157,treated,control,15
#98413,667,1890,treated,treated,24
#98309,845,2078,control,control,20
#91253,208,1373,control,control,18
#90459,585,1804,treated,treated,20
#98608,300,1465,control,treated,16
#90077,376,1618,treated,control,18
#95142,861,2086,control,control,24
#91502,217,1441,treated,treated,23
#91379,111,1320,control,treated,24
#92331,441,1592,control,treated,15
#96166,312,1463,treated,control,15
#93444,8,1200,control,treated,23
#92907,525,1683,treated,treated,22
#91491,392,1626,treated,control,16
#94732,260,1476,treated,treated,19
#94507,292,1529,control,treated,20
#94324,732,1900,treated,control,20
#94208,927,2123,control,treated,21
#97519,543,1729,treated,treated,20
#91092,748,1941,control,treated,18
#96962,245,1435,control,treated,16
#95774,255,1449,treated,control,22
#98900,14,1164,control,control,24
#99215,241,1475,treated,control,24
#96201,902,2151,control,control,22
#95369,426,1598,control,control,24
#90583,995,2148,control,control,16
#95860,283,1448,treated,control,15
#94767,818,2023,treated,control,19
#99913,446,1666,treated,control,17
#94245,1050,2261,control,treated,15
#95928,601,1798,treated,control,15
#94861,454,1676,treated,treated,23
#97249,330,1488,treated,control,22
#95328,960,2152,control,control,17
#94918,279,1498,control,treated,24
#96367,737,1956,treated,control,23
#97629,827,2062,treated,control,17
#96759,24,1205,control,control,23
#96989,374,1551,treated,control,15
#99687,190,1424,control,treated,19
#93918,1053,2222,control,control,24
#97584,169,1336,control,control,15
#93583,750,1991,control,control,15
#94438,334,1529,treated,control,18
#93456,362,1573,control,control,21
#99676,1049,2202,control,control,23
#98302,623,1868,treated,treated,23
#99425,1003,2234,treated,treated,20
#94760,625,1858,treated,control,20
#98874,422,1591,control,treated,18
#94453,770,1989,treated,treated,23
#95530,650,1824,control,treated,18
#94330,777,2022,treated,treated,18
#90980,926,2139,control,control,21
#92441,207,1426,control,control,23
#95678,94,1302,treated,treated,17
#98508,220,1419,treated,control,17
#94983,539,1772,control,treated,17
#93502,198,1440,control,control,17
#91454,141,1376,treated,control,16
#90426,389,1575,treated,treated,20
#98928,583,1817,treated,control,17
#99571,606,1850,control,control,19
#95329,29,1193,control,control,24
#95108,178,1358,treated,treated,24
#96653,963,2136,control,control,15
#92550,865,2082,control,control,21
#91024,1035,2207,control,treated,23
#90252,400,1561,treated,treated,16
#99178,843,2082,treated,treated,22
#90028,499,1650,control,control,17
#97017,84,1329,control,treated,15
#96149,438,1679,control,treated,18
#93790,352,1518,control,treated,16
#99028,745,1909,treated,control,20
#95189,170,1380,treated,control,22
#96076,441,1610,control,control,22
#95209,940,2099,treated,treated,16
#99174,500,1732,control,control,21
#93101,325,1570,control,control,17
#95700,932,2166,treated,treated,15
#98911,102,1343,treated,treated,16
#90082,396,1644,control,control,23
#99653,559,1749,treated,control,19
#98528,659,1844,treated,treated,21
#94457,562,1765,treated,control,21
#96437,173,1354,control,treated,22
#96750,305,1495,control,treated,19
#98700,147,1322,treated,control,23
#90589,781,2027,control,control,20
#93607,749,1929,treated,treated,21
#98845,785,1954,control,control,15
#94476,876,2117,control,control,23
#93390,961,2126,treated,treated,20
#96400,1011,2237,treated,control,21
#99124,1079,2274,control,treated,16
#90357,794,2024,treated,treated,18
#98165,880,2034,control,control,20
#98312,834,2068,control,treated,15
#95273,514,1669,control,control,19
#92406,516,1748,control,control,19
#90892,480,1728,treated,treated,23
#98361,156,1387,control,treated,15
#98984,73,1260,control,treated,15
#97388,387,1544,control,treated,20
#98704,571,1810,control,treated,16
#91597,35,1281,control,treated,15
#90675,1005,2238,control,treated,24
#98970,1012,2249,control,control,19
