Specimen.ID,born,died,treatment,diet,weight
#94429,730,1941,control,control,19
#99787,14,1172,treated,treated,23
#93317,74,1322,control,control,22
#91627,702,1945,treated,control,22
#99375,281,1454,treated,treated,19
#91212,594,1776,control,control,22
#90824,710,1946,control,treated,24
#92979,820,2057,control,treated,24
#97045,1031,2256,treated,control,18
#94980,947,2155,control,treated,21
#91417,1079,2315,treated,treated,22
#92704,943,2125,control,treated,19
#93474,558,1765,control,control,20
#93984,858,2073,control,treated,15
#93520,630,1801,control,control,15
#91351,208,1430,control,control,21
#99696,38,1213,control,control,21
#93895,3,1239,treated,control,16
#97690,1061,2284,treated,control,24
#93419,638,1812,control,control,15
#94096,644,1871,control,treated,18
#93646,204,1419,treated,control,22
#98830,946,2103,treated,treated,19
#90351,1044,2220,control,control,23
#93785,1083,2234,control,control,15
#91786,262,1430,treated,control,17
#95053,1043,2256,control,control,20
#99957,1028,2263,treated,control,22
#90583,145,1310,control,treated,15
#94516,1066,2270,treated,treated,22
#95776,912,2139,treated,control,21
#96168,864,2063,treated,control,20
#95551,5,1164,treated,treated,16
#96409,591,1792,control,treated,16
#96375,347,1565,control,control,21
#95767,961,2148,control,treated,17
#94715,240,1477,treated,treated,24
#97508,480,1644,treated,treated,16
#94469,1075,2236,treated,control,22
#91563,883,2079,control,control,16
#92839,243,1490,control,control,21
#94617,735,1933,treated,treated,24
#97759,1088,2306,treated,control,17
#96917,475,1672,treated,control,19
#92391,524,1721,control,treated,17
#94351,86,1267,control,treated,22
#94015,5,1199,control,treated,19
#98016,502,1678,control,control,21
#90922,802,2027,control,control,18
#98523,927,2120,control,control,20
#95615,401,1636,control,treated,19
#91966,687,1922,control,treated,15
#91002,301,1483,control,control,24
#97532,228,1393,treated,treated,18
#95708,9,1210,control,treated,22
#97617,21,1182,treated,treated,19
#94403,279,1497,treated,treated,24
#99203,64,1234,treated,treated,16
#96364,58,1248,treated,control,17
#91896,426,1598,control,treated,21
#96771,351,1554,treated,control,16
#90684,2,1155,control,treated,16
#99357,527,1774,control,control,19
#98619,502,1690,treated,control,19
#96296,194,1376,treated,control,23
#90564,828,2059,treated,treated,24
#90278,237,1413,control,treated,18
#93303,248,1433,control,control,22
#94435,130,1288,treated,treated,22
#96251,226,1451,control,treated,19
#99835,917,2161,control,control,22
#95478,327,1552,treated,control,22
#93898,120,1271,treated,treated,20
#91290,573,1768,treated,control,19
#93702,113,1360,control,treated,21
#95698,454,1620,treated,control,21
#94539,189,1369,treated,treated,20
#95598,272,1482,control,control,21
#98077,122,1319,treated,control,19
#90866,191,1349,treated,treated,15
#99468,494,1723,control,treated,18
#96528,1021,2212,treated,treated,18
#94964,482,1709,control,treated,24
#99194,1020,2221,treated,treated,23
#92715,711,1920,treated,control,19
#93593,1070,2310,control,treated,21
#94036,1087,2259,treated,control,15
#92469,310,1471,control,treated,24
#97299,995,2242,treated,control,17
#92936,526,1746,treated,treated,16
#94260,719,1880,treated,treated,19
#91857,400,1646,control,treated,18
#99323,408,1609,treated,control,17
#90135,947,2169,control,treated,24
#98016,122,1314,control,control,24
#94698,902,2111,control,control,17
#94175,745,1966,treated,control,18
#91903,490,1650,control,treated,19
#91091,884,2071,treated,treated,20
#97628,21,1228,treated,treated,22
#97825,137,1338,treated,treated,17
#94842,833,1984,control,control,22
