Specimen.ID,born,died,treatment,diet,weight
#94398,850,2031,treated,treated,18
#95866,241,1423,treated,control,22
#97588,908,2061,treated,treated,20
#92278,633,1856,treated,control,21
#90391,885,2106,control,treated,24
#94396,777,1961,treated,control,17
#94635,452,1668,treated,control,20
#98295,829,1990,treated,treated,23
#96887,336,1532,control,treated,19
#99248,1057,2296,treated,treated,16
#93795,139,1310,control,treated,24
#96731,495,1645,control,treated,15
#99402,632,1785,treated,control,19
#96187,171,1386,treated,treated,20
#91813,668,1914,treated,treated,24
#97021,462,1614,control,treated,18
#96407,384,1566,treated,treated,19
#96569,921,2092,control,treated,20
#98560,127,1349,treated,treated,24
#93235,633,1856,control,control,24
#99820,513,1749,control,treated,24
#95065,602,1830,control,control,20
#98260,169,1353,treated,treated,16
#97035,226,1459,control,treated,15
#94353,440,1620,treated,treated,16
#98259,374,1582,control,treated,19
#94622,199,1421,treated,treated,20
#94109,1072,2305,control,control,18
#95004,34,1258,control,treated,16
#92313,587,1790,treated,treated,24
#93568,327,1477,treated,control,17
#98832,857,2029,control,control,23
#95892,490,1659,control,control,19
#97085,848,2004,treated,control,20
#91365,523,1736,control,treated,15
#96527,796,1998,control,treated,22
#96109,1061,2225,control,treated,22
#93629,185,1365,treated,control,18
#95266,337,1576,treated,control,20
#96065,978,2183,control,treated,17
#97462,178,1421,control,control,24
#94735,194,1362,treated,control,17
#94973,484,1729,control,control,20
#93810,136,1323,treated,treated,17
#99351,411,1564,treated,treated,23
#92277,509,1734,control,control,18
#93727,1000,2170,control,treated,20
#95738,967,2188,treated,control,17
#98147,407,1578,treated,treated,17
#94842,1090,2297,treated,control,23
#98542,550,1721,treated,treated,20
#91446,315,1501,control,treated,15
#90029,819,1982,treated,control,23
#96570,1049,2226,control,control,15
#95835,557,1743,control,treated,15
#91789,318,1535,control,control,23
#91530,130,1283,control,treated,24
#91134,705,1942,control,treated,16
#96891,167,1392,control,control,24
#94059,1013,2236,treated,treated,22
#95671,641,1845,treated,control,18
#90657,777,1969,control,treated,18
#92611,65,1280,control,treated,17
#95591,330,1501,treated,treated,15
#92400,963,2166,control,control,22
#95119,832,2060,treated,control,22
#97323,801,1976,control,treated,22
#93411,155,1322,control,control,19
#92877,1050,2243,control,treated,15
#92871,673,1895,treated,treated,22
#91847,499,1735,treated,treated,20
#92032,276,1436,treated,treated,23
#99583,195,1423,control,treated,19
#96361,412,1617,treated,control,24
#99962,544,1789,control,treated,19
#91579,858,2047,treated,control,18
#96870,324,1506,treated,treated,18
#93667,436,1608,treated,treated,22
#91758,691,1909,control,control,24
#92886,398,1586,treated,treated,22
#93627,168,1401,control,control,18
#99208,1090,2338,control,treated,15
#91656,182,1404,control,treated,20
#96235,72,1272,control,control,15
#90689,1001,2170,treated,control,20
#93178,674,1841,control,control,19
#98567,732,1944,treated,control,19
#91390,163,1391,control,treated,20
#97088,1046,2228,control,control,21
#96288,175,1382,control,treated,20
#96368,481,1727,treated,treated,24
#93899,886,2082,treated,treated,20
#91944,72,1277,control,control,16
#93902,957,2159,control,control,21
#99092,836,2019,control,control,19
#92134,15,1186,treated,control,21
#98321,1011,2212,treated,treated,19
#98328,790,1985,control,treated,23
#90855,1036,2241,control,control,24
#90905,809,2015,treated,control,16
#94821,332,1528,control,treated,17
#93083,13,1260,treated,control,19
#91985,176,1361,control,treated,22
#98190,864,2031,control,treated,16
#99951,882,2047,treated,control,20
#90220,920,2072,control,treated,19
#91333,927,2170,treated,treated,22
#90480,112,1262,control,treated,17
#99848,952,2159,treated,control,23
#91102,118,1349,control,treated,23
#93090,392,1581,control,treated,19
