Specimen.ID,born,died,treatment,diet,weight
#94036,482,1707,treated,control,16
#97554,680,1906,treated,treated,15
#97839,960,2144,treated,treated,16
#91752,292,1518,treated,treated,19
#93133,571,1796,treated,treated,19
#94525,645,1836,control,treated,19
#92862,831,2034,treated,control,18
#90583,940,2160,control,treated,21
#92327,877,2105,control,treated,24
#94770,688,1911,control,control,17
#91383,854,2052,treated,treated,24
#96802,1061,2270,treated,treated,23
#97644,474,1658,control,treated,15
#98005,456,1606,control,control,18
#92515,681,1889,treated,control,22
#94979,220,1404,control,control,17
#94022,552,1717,control,control,19
#90744,468,1636,control,treated,16
#93910,587,1785,control,treated,24
#98492,506,1748,control,control,17
#93494,1078,2253,treated,control,19
#95357,886,2052,control,control,19
#93354,829,1988,treated,treated,18
#94246,773,2013,treated,control,15
#92194,287,1508,control,control,24
#98183,717,1882,control,treated,23
#94130,486,1689,treated,treated,15
#92915,696,1890,treated,treated,15
#99520,1023,2259,control,control,21
#96801,824,2044,treated,treated,19
#97111,430,1621,control,control,23
#90553,334,1496,control,treated,17
#96341,538,1739,control,treated,24
#93807,903,2147,treated,treated,23
#97772,60,1239,control,treated,21
#92761,953,2142,treated,control,23
#98016,72,1296,treated,treated,23
#90304,132,1329,control,treated,20
#95969,935,2174,control,control,19
#91640,695,1878,treated,control,24
#99713,984,2168,control,treated,20
#96132,290,1512,control,treated,22
#94787,793,1997,treated,control,21
#90082,505,1721,treated,treated,24
#97253,788,1950,treated,control,18
#92282,87,1336,control,treated,17
#94963,811,1991,control,treated,15
#95061,163,1321,treated,control,21
#99504,505,1747,treated,control,24
#94534,1016,2173,control,treated,21
#91768,705,1940,treated,treated,22
#95496,379,1605,treated,treated,15
#98249,621,1779,treated,control,16
#97353,809,2022,treated,treated,19
#97957,901,2058,control,treated,19
#90416,369,1539,treated,treated,15
#94853,623,1827,control,control,23
#90657,2,1197,control,control,20
#93095,995,2194,control,treated,15
#92218,159,1351,control,control,18
#97793,270,1453,control,treated,19
#98742,562,1798,treated,treated,19
#90305,1061,2301,treated,treated,17
#98884,572,1726,control,treated,18
#94162,363,1561,control,control,23
#94390,681,1889,control,control,16
#98923,825,1989,treated,control,15
#92015,159,1309,treated,control,21
#91633,385,1598,control,treated,24
#99352,280,1454,control,control,21
#90128,203,1399,control,treated,16
#95840,661,1813,control,control,17
#98171,503,1658,control,treated,18
#90056,529,1748,control,treated,19
#97423,393,1593,control,treated,16
#92573,848,2009,control,treated,21
#91005,908,2094,control,treated,19
#97793,966,2156,treated,control,24
#90184,437,1590,control,treated,15
#91959,539,1781,treated,control,19
#91915,161,1339,treated,control,18
#92547,530,1701,treated,control,17
#98230,379,1568,control,treated,24
#99161,578,1789,control,treated,21
#96101,50,1232,control,control,18
#91176,958,2117,control,treated,16
#95913,330,1562,treated,control,22
#98982,124,1347,control,control,17
#90051,139,1335,treated,treated,19
#95206,141,1320,control,control,20
#94619,178,1369,treated,control,19
#96539,860,2065,control,control,17
#99952,122,1326,treated,control,24
#90088,737,1961,treated,treated,22
#98084,19,1194,treated,control,16
#99511,488,1650,treated,treated,22
#91168,1032,2191,control,treated,18
#93896,957,2145,treated,treated,20
#96656,393,1560,control,control,19
#97762,1082,2322,control,control,19
#91919,1031,2210,treated,control,22
#90644,730,1951,control,control,21
#97393,280,1474,treated,treated,16
#91346,101,1269,treated,control,20
#99444,957,2107,treated,treated,16
#94051,370,1563,treated,treated,19
#93234,949,2181,treated,treated,24
#98886,295,1490,control,control,23
#91274,473,1640,control,treated,15
#98602,1051,2215,control,control,21
#96173,999,2233,treated,treated,21
#92433,790,2039,control,treated,16
#94414,480,1711,control,control,20
#94850,48,1229,control,control,24
#92869,323,1508,control,control,20
#91479,118,1301,treated,treated,23
#96819,314,1553,treated,treated,23
#94823,428,1635,control,treated,18
#98858,394,1591,treated,control,24
#92868,10,1256,treated,treated,19
#99781,58,1247,control,treated,20
#99390,836,2031,treated,control,17
#96214,726,1954,treated,treated,18
#94999,552,1710,control,treated,24
#90999,575,1737,control,control,17
#95918,73,1281,control,control,15
#92946,655,1824,treated,treated,18
#94779,940,2120,treated,treated,15
#99523,963,2143,treated,treated,24
#99229,103,1344,control,treated,15
#94798,418,1607,treated,control,15
#91955,771,1994,control,treated,22
#93415,119,1290,treated,treated,15
#95146,171,1420,treated,control,21
#91997,78,1297,control,treated,24
#90687,739,1914,treated,treated,24
#94387,403,1630,control,control,20
#93365,579,1782,control,treated,20
#96376,756,1930,treated,control,15
#99020,516,1681,control,control,15
#92025,899,2140,treated,treated,15
#97412,561,1736,treated,treated,20
#97181,722,1924,treated,treated,19
#90060,316,1482,control,treated,23
#99692,930,2100,treated,control,15
#97603,60,1269,treated,treated,17
#92622,1039,2223,control,treated,17
#96101,476,1708,treated,treated,22
#99901,545,1698,treated,treated,17
#92160,467,1635,control,control,16
#90534,910,2138,control,treated,18
#99841,581,1800,treated,control,23
#99384,675,1849,treated,control,20
#96800,1048,2225,control,treated,18
#97953,158,1374,control,control,15
#95558,195,1417,treated,treated,15
#95192,174,1419,treated,treated,21
#97742,411,1659,control,control,15
#93857,145,1329,control,control,18
#98607,427,1637,treated,control,16
#98393,616,1794,treated,treated,18
#97164,780,1974,treated,control,17
#98340,66,1259,treated,treated,17
#94852,266,1488,control,control,22
#93291,810,2042,control,control,15
#96980,975,2195,control,control,21
#97359,167,1319,control,treated,22
#93787,201,1418,control,treated,15
#91974,398,1577,control,treated,16
#94631,58,1246,control,treated,21
#90797,219,1455,treated,control,20
#92017,204,1357,treated,control,24
#91853,232,1429,control,control,24
#99031,42,1242,treated,control,20
#99278,86,1272,treated,treated,18
#90893,392,1545,control,treated,23
#94530,434,1675,treated,control,22
#98188,529,1707,control,control,24
#97298,663,1879,treated,control,19
#98066,907,2089,control,treated,15
#98178,759,1936,control,treated,16
#97939,595,1772,control,treated,17
#91706,450,1616,treated,treated,18
#95553,230,1446,control,treated,15
#96265,1060,2275,treated,treated,20
#99296,885,2078,control,treated,18
#94899,284,1529,treated,treated,17
#93452,830,2054,treated,control,24
#99018,613,1840,treated,treated,20
#95826,94,1327,control,control,22
#96805,947,2155,treated,control,19
#92149,329,1517,treated,treated,18
#90849,844,2002,control,treated,22
#98476,307,1520,control,control,24
#92159,16,1206,control,treated,17
#97443,283,1498,treated,treated,16
#94166,268,1466,treated,treated,19
#90081,473,1664,treated,treated,15
#95629,619,1829,control,control,16
#90017,468,1620,control,treated,23
#95339,153,1344,control,treated,23
#97513,628,1781,control,control,23
#90577,678,1838,treated,control,16
#99076,813,1992,treated,control,19
#93340,585,1781,treated,control,16
#96499,750,1986,treated,treated,20
#98466,16,1229,treated,control,19
#99973,968,2207,treated,control,20
#99576,759,1946,control,treated,20
#91723,357,1568,treated,treated,21
#99794,225,1471,control,control,21
#91578,674,1853,treated,control,16
#96042,420,1620,control,treated,15
#92150,990,2160,control,treated,18
#96622,875,2059,control,treated,22
#96750,835,2055,control,control,21
#95767,212,1417,treated,treated,20
#95344,35,1244,treated,treated,18
#93413,293,1499,control,treated,17
#94021,772,2017,control,control,23
#92575,669,1875,control,treated,19
#97824,973,2125,control,treated,24
#91960,939,2123,treated,treated,20
#98141,507,1657,treated,treated,15
#98496,957,2152,treated,control,15
#99721,820,1986,treated,control,24
#91462,733,1926,treated,control,24
#97312,112,1339,control,control,17
#97843,995,2186,treated,control,18
#90500,117,1307,control,control,24
#92006,1016,2228,treated,control,16
#93820,1027,2209,control,control,23
#96271,254,1468,control,treated,23
#97337,174,1327,treated,treated,15
#97882,627,1801,control,control,20
#92195,206,1386,control,treated,18
#91627,207,1394,control,control,22
#97249,268,1499,control,control,19
#99731,123,1320,treated,treated,18
#94560,36,1205,treated,treated,16
#93368,7,1201,treated,treated,18
#97345,883,2124,control,control,24
#93819,883,2042,treated,treated,20
#97948,228,1383,control,treated,23
#92775,122,1291,treated,treated,18
#93944,353,1542,control,treated,19
#93630,186,1357,control,control,21
#91260,879,2055,treated,treated,21
#92546,1006,2194,control,treated,19
#90076,34,1202,treated,treated,18
#96215,219,1438,treated,treated,23
#93242,56,1236,treated,control,16
#98575,476,1670,control,control,17
#98974,685,1880,control,treated,22
#99318,528,1736,control,treated,19
#90540,345,1553,treated,treated,21
#99966,184,1378,treated,treated,17
#91849,142,1340,control,control,16
#96640,758,1936,treated,control,15
#97357,767,1959,control,control,17
#99804,705,1860,treated,treated,21
#96177,54,1223,control,treated,19
#92115,719,1965,control,treated,15
#94432,3,1217,control,treated,20
#99771,343,1588,control,treated,20
#95881,569,1776,treated,control,18
#97571,882,2091,control,control,22
