Specimen.ID,born,died,treatment,diet,weight
#91292,765,1946,treated,treated,24
#96398,449,1634,control,treated,20
#98343,1066,2244,treated,control,24
#94114,137,1313,treated,treated,15
#95549,663,1883,treated,control,20
#94023,35,1192,control,control,19
#91078,495,1674,control,treated,18
#92950,561,1749,control,control,23
#97433,256,1490,treated,treated,20
#94534,349,1518,control,treated,18
#90757,59,1270,treated,control,24
#98381,301,1543,treated,treated,20
#94482,746,1965,treated,treated,22
#91530,937,2168,control,control,24
#95796,744,1899,treated,treated,17
#91029,486,1667,control,treated,17
#95862,627,1819,control,treated,17
#94848,804,1976,control,control,17
#91549,955,2157,treated,treated,19
#97415,890,2042,treated,control,23
#97449,495,1684,control,control,24
#99958,821,2066,control,treated,22
#99004,502,1659,treated,control,19
#98922,172,1416,control,control,19
#90359,1002,2218,control,treated,18
#92501,815,2020,treated,control,23
#97907,425,1634,control,treated,22
#95899,367,1558,treated,control,22
#98118,957,2153,treated,treated,16
#95158,374,1552,control,treated,19
#97063,343,1591,treated,treated,20
#92895,172,1342,control,treated,15
#94652,820,2035,control,control,20
#96235,621,1807,control,treated,18
#92881,952,2167,control,treated,22
#92215,289,1520,treated,treated,22
#93320,310,1467,control,treated,21
#99021,610,1770,control,control,16
#97361,607,1829,control,control,23
#94453,75,1286,treated,control,23
#94666,672,1864,treated,treated,24
#96405,527,1738,treated,treated,24
#96226,656,1821,treated,treated,17
#90001,901,2068,treated,treated,18
#94265,758,1950,treated,control,21
#94748,1061,2289,treated,control,18
#99344,283,1462,control,control,17
#96327,500,1690,treated,treated,22
#95268,736,1890,treated,control,22
#91265,120,1311,treated,treated,23
#92318,737,1926,treated,treated,15
#92708,661,1835,control,control,16
#97172,546,1760,control,control,24
#97622,273,1460,control,treated,17
#95481,663,1866,treated,treated,16
#90850,77,1307,treated,treated,20
#94303,671,1872,treated,treated,18
#93351,605,1844,control,control,19
#98278,537,1701,control,control,21
#95486,673,1852,treated,treated,23
#91321,739,1900,treated,control,21
#91993,1079,2267,treated,treated,20
#92221,201,1400,treated,treated,24
#90331,634,1851,control,control,22
#96745,723,1935,control,control,20
#97785,438,1662,treated,control,15
#94324,413,1599,control,treated,21
#91986,592,1789,control,control,19
#97247,784,2004,control,treated,15
#97244,875,2073,control,control,17
#91559,5,1178,treated,control,16
#96497,164,1362,control,control,15
#92768,333,1552,control,control,16
#91251,806,1972,treated,treated,24
#94426,114,1363,treated,treated,22
#93724,926,2076,treated,control,20
#95969,753,1925,control,treated,15
#94934,169,1332,control,control,23
#90017,468,1683,control,control,24
#90627,728,1904,control,control,22
#93711,750,1954,treated,treated,22
#90480,826,2061,control,treated,21
#98147,421,1586,control,control,15
#98219,781,1957,control,treated,17
#91500,615,1854,treated,control,19
#92427,736,1941,treated,treated,19
#98829,125,1370,control,treated,23
#92583,443,1673,control,control,24
#93839,640,1868,control,treated,19
#93829,681,1914,control,treated,17
#91403,932,2109,control,treated,15
#96901,214,1434,control,treated,16
#90026,1027,2227,control,treated,21
#99530,739,1928,control,control,16
#98872,1001,2185,treated,treated,22
#92682,869,2113,control,control,17
#91298,191,1348,treated,control,16
#94145,300,1546,control,control,18
#90549,904,2142,treated,treated,18
#98979,509,1753,control,control,24
#96054,849,2038,treated,control,18
#90340,938,2158,treated,treated,17
#99606,417,1589,treated,control,23
#96644,822,2026,control,treated,23
#93361,575,1748,treated,treated,22
#98442,574,1786,control,treated,21
#91750,796,2017,control,control,17
#93163,401,1573,treated,treated,16
#98371,526,1771,control,control,19
#93956,272,1486,treated,treated,22
#96902,963,2178,control,treated,23
#90714,276,1511,treated,control,23
#90631,584,1816,control,control,20
#93232,29,1236,treated,control,17
#91015,137,1318,control,control,21
#99533,300,1515,control,control,20
#93366,808,1995,treated,control,24
#90417,626,1812,control,treated,15
#93250,906,2057,control,treated,24
#93182,634,1845,treated,control,20
#92760,559,1721,treated,treated,24
#90489,823,1980,control,treated,23
#93890,442,1629,control,treated,24
#92387,966,2205,treated,control,16
#96552,255,1423,treated,control,16
#96171,824,1982,control,control,24
#95115,1024,2189,control,control,19
#92404,59,1304,control,control,22
#99186,892,2077,control,control,23
#95609,125,1280,control,control,17
#98568,355,1573,control,control,20
#97323,776,1996,treated,control,19
#90118,254,1483,treated,control,23
#96899,88,1250,treated,treated,21
#95515,375,1551,control,control,15
#90578,374,1574,treated,treated,17
#91452,106,1346,control,control,19
#98145,868,2091,control,treated,19
#99356,258,1453,treated,control,21
#94421,535,1734,treated,control,17
#94464,1057,2220,control,control,16
#97579,523,1693,treated,control,17
#94810,944,2118,treated,control,19
#94925,936,2129,control,control,23
#94466,304,1544,treated,treated,22
#96618,242,1434,control,treated,24
#97801,308,1465,control,treated,18
#98093,1000,2235,control,control,18
#97774,922,2154,treated,control,22
#96928,135,1331,control,control,20
#97183,858,2008,treated,control,17
#95298,1007,2188,treated,control,17
#91527,193,1346,control,treated,19
#97311,360,1609,treated,control,17
#96192,654,1886,control,control,22
#94255,252,1422,treated,treated,24
#94041,1050,2233,treated,treated,17
