Specimen.ID,born,died,treatment,diet,weight
#95986,446,1686,control,control,21
#90258,805,1998,control,control,15
#97080,764,1926,control,control,16
#90599,50,1295,control,control,21
#93937,427,1608,treated,treated,24
#94397,963,2126,treated,control,18
#98825,462,1678,treated,control,23
#95377,267,1430,treated,control,16
#98274,293,1453,treated,treated,24
#95546,864,2040,treated,control,21
#96276,86,1243,control,control,19
#98982,377,1536,control,control,22
#96154,1047,2285,treated,control,18
#93931,500,1658,treated,control,16
#97089,200,1393,control,control,17
#93297,785,1964,control,control,17
#98185,489,1676,treated,treated,15
#96815,121,1277,treated,treated,16
#95233,69,1305,control,treated,23
#90879,879,2109,treated,control,16
#96245,337,1506,control,treated,20
#93748,28,1264,control,control,19
#90722,903,2104,treated,control,19
#95929,777,1969,control,treated,24
#97054,587,1804,control,control,16
#90825,73,1272,treated,control,15
#92150,928,2080,treated,control,20
#93849,525,1745,control,control,15
#94593,875,2084,control,treated,24
#99875,411,1620,control,control,22
#97487,476,1719,treated,treated,22
#90405,640,1842,treated,control,22
#95796,760,1950,control,treated,22
#91493,94,1305,treated,control,24
#94044,613,1815,treated,control,20
#93313,946,2141,control,treated,15
#93925,1021,2244,treated,control,18
#93609,874,2076,control,treated,19
#92077,1038,2197,control,control,23
#94547,649,1836,treated,control,19
#90817,347,1580,control,treated,22
#92645,204,1417,control,control,16
#97407,981,2208,control,control,21
#99249,711,1863,control,control,19
#91740,474,1708,treated,treated,17
#97921,689,1871,treated,control,18
#97809,977,2225,control,treated,23
#96083,1043,2267,treated,treated,24
#91243,372,1532,control,treated,24
#91120,33,1208,control,control,16
#98818,1,1246,treated,treated,20
#97743,79,1279,control,treated,18
#99055,578,1748,treated,treated,23
#93482,648,1862,control,control,16
#99725,732,1968,treated,treated,21
#99800,649,1847,treated,control,22
#96554,184,1334,control,control,17
#92018,272,1486,treated,treated,19
#95126,302,1525,treated,treated,17
#95383,281,1476,treated,treated,19
#99441,354,1575,control,control,15
#93618,799,2040,treated,treated,16
#95255,1016,2255,control,control,19
#93422,659,1864,treated,control,18
#94093,1082,2313,treated,control,21
#91679,954,2199,control,treated,17
#97885,556,1706,control,control,18
#90126,374,1600,control,control,23
#96177,643,1840,control,control,24
#98716,639,1825,control,control,20
#94849,313,1521,treated,treated,23
#99531,187,1346,treated,treated,20
#96266,90,1292,treated,control,15
#91192,344,1495,treated,control,17
#95579,542,1760,treated,treated,22
#98735,825,1980,control,control,19
#94896,905,2125,control,treated,20
#90209,796,1984,control,control,23
#92708,356,1542,control,control,18
#99915,649,1881,treated,control,23
#95202,1001,2203,control,control,23
#91484,818,2023,treated,treated,22
#90034,247,1421,treated,control,22
#95419,286,1456,treated,control,19
#96071,503,1682,treated,treated,18
#98515,808,1967,treated,control,24
#93722,13,1179,treated,control,15
#91217,821,2055,control,treated,17
#98732,670,1874,treated,control,24
#91695,745,1987,control,treated,22
#93210,743,1930,treated,treated,20
#92837,0,1220,control,treated,18
#99753,526,1768,control,control,19
#92448,159,1332,control,control,23
#96108,592,1795,treated,treated,18
#91866,794,1952,control,control,23
#96320,453,1629,control,treated,23
#97547,504,1708,treated,control,19
#91064,0,1184,control,treated,19
#94634,44,1276,treated,control,18
#97310,410,1643,treated,treated,21
#94430,900,2090,treated,treated,18
#93663,257,1448,treated,control,24
#93134,336,1522,treated,treated,22
#96926,472,1641,control,treated,19
#96090,302,1455,treated,control,20
#91758,1072,2312,treated,treated,19
#92824,235,1417,treated,control,17
#98676,553,1770,control,treated,19
#98015,962,2130,control,control,16
#92382,270,1431,control,treated,21
#99793,782,1957,control,treated,18
#92187,485,1636,control,treated,16
#95008,531,1735,treated,treated,16
#97401,770,1934,control,treated,17
#91537,26,1220,control,treated,20
#94003,85,1301,control,control,24
#98599,440,1590,control,treated,18
#91440,871,2052,treated,control,16
#92413,178,1329,control,treated,18
#93125,128,1310,treated,treated,16
#91128,191,1439,treated,treated,20
#93363,289,1457,control,control,19
#96669,1076,2297,treated,control,18
#94672,3,1169,treated,control,22
#92848,764,1944,control,treated,18
#93975,835,2035,treated,control,15
#95705,97,1330,control,treated,16
#97214,368,1546,treated,treated,20
#90107,290,1519,treated,treated,21
#91192,478,1678,control,control,21
#99363,636,1853,treated,treated,15
#91004,37,1213,control,treated,17
#94760,697,1866,control,treated,17
#93503,289,1445,control,treated,18
#90605,943,2109,control,control,20
#90073,748,1995,treated,treated,20
#97917,561,1711,treated,treated,19
#92046,554,1714,treated,treated,21
#95175,406,1592,treated,control,22
#93649,342,1582,treated,control,18
#94435,441,1649,treated,treated,16
#95789,511,1696,treated,control,18
#95812,480,1647,control,control,20
#97311,113,1327,treated,treated,20
#97384,194,1423,control,treated,15
#92202,695,1884,control,treated,23
#94009,1064,2214,treated,treated,19
#99847,166,1324,treated,treated,16
#91182,725,1962,treated,treated,15
#92101,660,1894,control,control,18
#94902,417,1599,treated,treated,23
#92761,63,1235,treated,control,18
#93046,1004,2208,treated,control,18
#91109,841,2020,treated,control,17
#99917,657,1896,control,treated,18
#92868,663,1835,treated,treated,22
#96884,868,2112,control,treated,24
#90708,234,1419,treated,treated,16
#96186,606,1767,control,control,17
#93209,739,1922,control,control,23
#95369,1013,2209,control,control,21
#96288,706,1916,control,treated,15
#93529,1048,2297,control,control,18
#93973,137,1309,control,control,21
#94094,993,2169,control,control,20
#93991,473,1658,treated,treated,24
#98102,352,1537,treated,treated,22
#94504,396,1583,control,control,21
#90927,652,1828,control,treated,19
#92074,425,1578,control,control,17
#94237,281,1496,treated,treated,24
#93163,714,1881,treated,control,22
#97661,236,1436,control,treated,21
#96816,814,2017,control,treated,24
#92789,692,1869,control,control,20
#99202,709,1903,control,control,23
#90501,761,2003,control,control,15
#94859,56,1216,treated,treated,20
#93120,640,1880,treated,treated,18
#98158,342,1561,control,control,23
#97856,629,1878,treated,treated,22
#90896,852,2012,treated,treated,22
#90741,248,1492,control,control,15
#98362,453,1677,treated,treated,17
#92563,369,1571,treated,treated,19
#95447,592,1807,treated,control,23
#94143,672,1882,treated,control,15
#91244,20,1245,treated,treated,17
#92551,383,1556,treated,control,21
#91513,388,1633,control,control,19
#99313,64,1220,treated,control,16
#96117,62,1257,control,control,17
#92285,735,1913,control,control,16
#99410,603,1812,treated,control,22
#98774,659,1836,treated,control,20
#98036,270,1487,treated,treated,20
#97237,198,1359,treated,treated,16
#90234,715,1891,treated,control,15
#92128,73,1224,treated,control,19
#92450,377,1597,control,control,22
#90561,722,1965,control,control,18
#95128,872,2061,control,control,23
#97506,1092,2304,control,control,18
#95247,320,1530,control,treated,19
#96021,954,2193,control,treated,16
#99321,260,1480,treated,control,24
#96084,332,1524,treated,control,24
#93317,937,2183,treated,control,20
#97932,636,1830,control,treated,19
#90176,9,1202,control,control,16
#94510,1023,2222,control,treated,24
#90322,43,1198,control,treated,18
#94632,378,1563,control,treated,23
#92790,928,2106,treated,control,21
#92419,980,2171,treated,treated,23
#94945,953,2150,control,treated,17
#98616,411,1636,treated,control,20
#96836,933,2110,control,control,20
#90427,834,1996,control,control,21
#99107,1037,2268,treated,treated,19
#94472,261,1429,treated,control,21
#90756,528,1721,control,treated,19
#96786,173,1415,treated,control,16
#97295,446,1691,treated,treated,20
#90768,277,1503,control,treated,18
#95074,535,1737,treated,treated,15
#93292,963,2174,control,treated,21
#93339,196,1347,treated,treated,18
#93533,408,1602,treated,treated,23
#96544,384,1586,treated,treated,17
#95053,540,1718,treated,control,16
#98756,364,1516,treated,control,18
#90722,165,1410,control,treated,15
#99113,388,1605,treated,treated,18
