Specimen.ID,born,died,treatment,diet,weight
#97060,922,2108,treated,control,20
#98854,274,1486,control,control,18
#95932,932,2100,treated,control,17
#99810,1062,2264,treated,control,23
#95677,224,1451,treated,treated,15
#96932,1069,2276,treated,treated,16
#90574,1055,2253,control,control,18
#93504,216,1455,control,treated,19
#91616,420,1637,treated,treated,24
#90755,600,1797,control,control,24
#99162,522,1747,control,treated,24
#99276,193,1365,control,control,23
#98552,855,2032,control,treated,17
#91411,670,1847,control,treated,21
#98040,609,1849,treated,treated,15
#93661,739,1982,treated,control,23
#99445,101,1305,treated,control,18
#92938,33,1213,treated,treated,16
#98985,1038,2286,control,control,16
#95566,277,1512,treated,treated,23
#94360,700,1916,treated,treated,15
#94311,237,1393,control,treated,20
#91013,902,2134,control,control,20
#91564,81,1289,control,treated,22
#90024,747,1934,treated,treated,20
#94218,463,1655,control,control,20
#98038,952,2175,control,treated,15
#96649,127,1355,treated,treated,20
#92462,974,2174,control,control,20
#93348,1043,2208,control,control,18
#98075,712,1864,control,treated,20
#90759,601,1841,treated,control,24
#98723,222,1456,treated,treated,17
#98700,786,1973,treated,control,18
#95568,388,1624,control,treated,17
#97897,738,1907,control,treated,23
#96525,748,1927,control,control,16
#90075,571,1790,treated,treated,21
#94076,321,1497,control,control,15
#99239,821,2037,treated,control,21
#99032,287,1506,treated,treated,19
#93893,964,2128,control,treated,21
#94071,292,1517,treated,treated,23
#97839,464,1682,treated,treated,18
#99896,747,1940,control,control,15
#97502,235,1445,control,control,19
#92269,407,1564,treated,control,20
#93591,1088,2251,treated,treated,23
#97725,291,1449,treated,treated,21
#92741,509,1708,treated,control,24
#90480,258,1506,treated,treated,21
#99110,518,1709,treated,treated,17
#98376,969,2129,treated,control,21
#91931,1087,2267,control,control,20
#90195,637,1825,control,control,20
#97103,959,2109,treated,treated,16
#90313,830,1995,treated,treated,21
#98977,728,1946,treated,treated,16
#97010,940,2124,treated,treated,21
#92536,420,1607,treated,treated,24
#99728,18,1264,treated,control,17
#94998,377,1598,treated,control,19
#94350,213,1429,treated,control,24
#98273,337,1535,treated,control,23
#94666,91,1328,treated,control,18
#95231,920,2094,control,treated,16
#99878,1048,2277,control,control,18
#90490,975,2134,treated,treated,17
#98034,24,1175,treated,control,17
#97858,101,1260,treated,control,24
