Specimen.ID,born,died,treatment,diet,weight
#95519,563,1722,treated,treated,15
#90441,477,1675,treated,control,22
#99818,138,1288,treated,treated,24
#94002,14,1235,control,treated,18
#93471,1019,2232,treated,control,24
#90763,21,1183,treated,control,23
#94856,752,1902,treated,treated,16
#99853,622,1847,control,control,19
#94962,436,1611,treated,treated,16
#92856,741,1955,control,treated,23
#93590,282,1485,treated,control,20
#90204,412,1658,treated,control,17
#93436,331,1567,treated,treated,24
#95295,866,2060,control,control,18
#92363,161,1378,control,control,23
#93912,5,1164,treated,control,24
#96785,641,1848,treated,control,19
#91386,911,2142,treated,treated,15
#94075,253,1403,control,treated,18
#95204,1056,2217,control,control,20
#93954,142,1323,treated,treated,20
#90621,470,1689,treated,control,18
#97675,637,1801,control,control,24
#91256,102,1318,control,treated,21
#96615,1079,2278,treated,treated,23
#92910,208,1404,treated,treated,21
#91574,847,2021,control,control,22
#90520,736,1979,treated,control,17
#92204,954,2184,treated,treated,22
#93303,124,1320,treated,treated,17
#93315,164,1327,control,control,20
#91292,366,1522,treated,treated,23
#90695,590,1773,treated,control,23
#94490,948,2181,treated,control,23
#99879,786,1979,treated,treated,21
#95333,779,1971,control,treated,20
#98536,846,2068,treated,control,22
#97592,1055,2215,treated,treated,18
#93251,336,1486,control,control,24
#90164,54,1273,treated,treated,23
#97021,565,1733,treated,control,17
#97597,679,1881,treated,control,18
#97930,14,1258,treated,treated,20
#91922,449,1646,control,treated,23
#99780,1080,2253,control,treated,23
#93682,927,2142,treated,treated,24
#90001,478,1641,treated,treated,19
#95733,401,1565,treated,control,23
#96725,219,1467,control,treated,18
#96691,1068,2316,control,treated,24
#93124,7,1200,treated,treated,17
#90763,748,1986,control,treated,21
#98708,440,1609,control,control,15
#97265,827,2075,control,treated,22
#96356,947,2116,control,control,18
#91721,258,1414,treated,treated,20
#92962,210,1430,treated,control,23
#97094,738,1891,treated,treated,23
#94779,618,1801,control,treated,15
#90691,426,1670,control,treated,23
#90508,167,1383,control,treated,20
#99983,1060,2255,control,control,17
#99700,1072,2309,control,control,23
#94208,464,1622,control,control,19
#99528,246,1421,treated,treated,18
#95479,236,1473,control,control,21
#92007,107,1271,treated,treated,21
#93424,164,1390,control,treated,21
#94069,989,2206,control,control,15
#97148,789,2005,control,control,21
#90346,621,1786,treated,control,21
#97320,677,1884,control,treated,24
#98693,675,1874,control,treated,24
#95575,902,2145,treated,control,19
#95233,979,2196,control,treated,18
#91655,55,1219,treated,control,17
#94329,197,1369,control,control,24
#96367,1024,2185,control,treated,19
#95973,811,2012,control,control,20
#92738,1062,2307,treated,treated,22
#93217,750,1957,treated,treated,21
#97915,742,1989,treated,treated,15
#98395,1091,2270,control,treated,17
#95567,937,2156,treated,treated,17
#90179,706,1922,treated,treated,20
#91688,971,2196,treated,control,19
#99722,47,1289,treated,treated,19
#96705,744,1913,control,treated,18
#97213,925,2087,control,control,19
#91882,974,2201,treated,control,20
#96415,237,1418,control,treated,24
#95815,940,2119,treated,treated,21
#98284,351,1511,treated,control,18
#96899,277,1470,control,control,20
#98676,379,1596,control,control,19
#97255,233,1416,control,control,19
#91614,457,1650,control,control,15
#90073,630,1786,treated,control,19
#99770,700,1917,control,treated,21
#98689,261,1491,control,treated,24
#97445,255,1432,control,treated,22
#91185,209,1388,control,treated,22
#91005,207,1445,control,control,16
#90490,460,1654,control,treated,18
#94033,766,1952,treated,control,18
#93521,112,1291,treated,treated,16
#95534,161,1374,treated,control,17
#94230,985,2233,treated,treated,21
#93797,312,1513,treated,treated,21
#90182,543,1735,control,treated,16
#95978,423,1656,treated,control,22
#91080,591,1767,treated,treated,23
#96589,99,1312,treated,treated,20
#99882,430,1621,control,control,21
#98886,1014,2222,control,treated,16
#96801,557,1720,control,treated,24
#93237,709,1915,control,control,17
#99106,236,1467,treated,control,21
#91745,237,1412,control,treated,19
#91997,521,1719,control,control,20
#90279,542,1787,treated,treated,21
#94727,662,1848,control,treated,16
#95069,964,2132,treated,treated,22
#91676,75,1273,control,control,20
#98075,1049,2283,treated,control,24
#93898,415,1664,treated,control,17
#90452,276,1432,control,control,24
#97302,822,2029,control,treated,23
#90809,570,1778,treated,control,16
#98887,842,2066,control,control,15
#93570,111,1325,treated,treated,23
#92699,348,1515,treated,treated,19
#93677,685,1891,treated,control,16
#92385,944,2131,treated,treated,22
#96181,235,1445,treated,control,17
#98323,497,1682,treated,treated,16
#93196,666,1844,control,control,15
#95848,832,2061,control,control,20
#92778,945,2144,control,treated,15
#93939,230,1409,control,treated,16
#93073,826,2066,treated,control,23
#92443,585,1817,treated,control,16
#97661,1084,2333,treated,control,16
#96395,766,1964,control,treated,15
#96330,606,1784,control,control,19
#93477,976,2169,treated,treated,16
#97890,279,1471,treated,control,23
#95942,955,2131,treated,treated,24
#95719,517,1670,control,treated,16
#91849,621,1818,control,treated,16
#98438,408,1558,treated,treated,19
#99370,63,1239,control,control,15
#98295,20,1224,control,control,24
#94558,422,1669,control,control,22
#99570,95,1343,treated,control,22
#96513,110,1291,control,treated,19
#98796,922,2126,control,control,15
#94018,610,1818,treated,control,18
#99020,47,1253,control,control,21
#95885,538,1734,treated,control,17
#93082,28,1265,control,treated,21
#93733,132,1322,treated,control,17
#95315,955,2174,treated,treated,21
#98943,999,2170,control,control,22
#93735,954,2157,treated,treated,21
#99955,415,1613,treated,control,18
#93338,856,2015,treated,treated,16
#91198,633,1788,control,control,16
#95173,451,1654,treated,control,22
#96559,761,2001,control,treated,22
#99477,25,1272,treated,control,21
#90939,973,2180,control,control,18
#96532,124,1304,treated,control,15
#96127,25,1229,treated,control,22
#95710,301,1535,treated,treated,23
#97744,331,1556,control,control,16
#93175,256,1474,treated,treated,20
#90336,320,1504,control,treated,15
#92402,537,1770,treated,treated,15
#94249,633,1807,control,control,16
#94838,1040,2254,control,treated,24
#91900,215,1389,treated,control,23
#94198,563,1766,control,treated,17
#93894,175,1342,control,control,16
#97912,70,1227,treated,control,24
#94864,120,1272,treated,control,15
#99489,781,2010,control,control,18
#95239,552,1789,control,treated,16
#99048,544,1779,treated,control,15
#99712,585,1756,treated,treated,20
#93174,865,2107,control,control,19
#91302,732,1946,treated,control,16
#94602,130,1328,control,control,18
#94694,78,1294,control,control,18
#98157,720,1876,control,treated,22
#98838,357,1578,treated,treated,21
#90187,373,1530,treated,control,20
#97382,688,1936,control,treated,21
#96989,1047,2239,control,treated,18
#97999,140,1377,control,treated,24
#90757,854,2010,treated,treated,20
#98864,815,2050,treated,control,20
#94483,1070,2269,treated,control,16
#90326,588,1823,treated,control,17
#97653,56,1268,treated,control,20
#93139,995,2149,treated,control,21
#94898,322,1569,control,control,24
#91214,1065,2228,treated,treated,16
#97496,448,1673,treated,control,16
#98230,755,2002,treated,control,21
#92650,66,1305,control,treated,23
#99290,326,1503,control,treated,21
#92965,990,2210,control,control,20
#98652,907,2136,treated,treated,16
#98427,795,1961,control,control,20
#96504,1078,2262,control,control,17
#97115,740,1956,control,control,15
#94025,499,1713,treated,treated,20
#99410,290,1459,treated,treated,20
#99259,539,1700,treated,treated,15
#91912,680,1924,treated,treated,16
#90851,590,1788,treated,treated,17
#97381,1076,2257,control,treated,21
#92705,292,1503,treated,treated,23
#96053,434,1595,treated,treated,23
#95165,286,1442,control,treated,19
#93852,1068,2263,control,treated,21
#95130,174,1343,control,control,20
#98908,863,2075,control,control,21
#97124,326,1538,treated,control,20
#90697,246,1428,control,treated,20
#91158,671,1908,control,treated,20
#94108,376,1537,treated,control,22
#90570,899,2100,treated,control,21
#96129,899,2098,control,control,22
#97771,538,1737,control,control,24
#90729,303,1548,control,control,23
#92658,169,1327,treated,treated,23
#97774,549,1735,treated,treated,19
#96164,35,1274,control,control,16
#99108,677,1832,control,control,18
#94303,1022,2231,treated,control,19
#93183,473,1697,treated,treated,16
#91768,585,1813,treated,treated,21
#91748,746,1922,control,treated,21
#91592,984,2147,control,treated,17
#90420,823,2045,treated,treated,21
#93091,356,1605,control,treated,18
#90581,957,2148,treated,control,18
#95396,487,1706,treated,treated,24
