Specimen.ID,born,died,treatment,diet,weight
#90078,475,1656,treated,treated,24
#94754,301,1506,control,control,18
#99650,212,1457,treated,treated,24
#94918,763,1997,control,treated,16
#96678,153,1367,control,control,24
#94025,854,2050,control,treated,17
#90931,735,1947,control,control,24
#92280,300,1492,treated,treated,15
#97171,1088,2334,control,control,16
#95969,1060,2236,control,treated,16
#97988,406,1623,control,control,16
#98482,1019,2259,treated,control,21
#96955,661,1896,treated,treated,21
#93779,401,1562,control,control,15
#95395,334,1512,control,treated,23
#96268,1066,2301,treated,control,24
#92798,14,1244,treated,control,24
#93853,563,1771,control,control,24
#98556,336,1552,treated,control,21
#92701,383,1588,control,treated,21
#92945,1085,2264,treated,treated,21
#90401,974,2216,control,control,19
#98215,332,1490,treated,control,20
#95390,646,1846,control,treated,22
#99184,150,1392,treated,control,19
#95847,690,1857,control,control,22
#94159,692,1900,treated,treated,16
#94654,905,2147,treated,treated,15
#90344,1070,2304,treated,control,15
#90409,1064,2248,treated,treated,17
#97948,1092,2287,control,treated,20
#92473,465,1652,treated,control,20
#92444,945,2180,control,control,15
#93578,746,1914,control,treated,24
#90153,223,1377,control,control,17
#94403,1025,2181,control,control,20
#91787,1086,2301,treated,treated,19
#95811,882,2047,control,treated,23
#97227,876,2029,treated,treated,16
#91259,1023,2210,control,control,15
#92278,357,1584,control,treated,20
#94692,731,1952,treated,treated,23
#97800,507,1680,control,control,23
#98379,1090,2262,control,control,15
#95056,413,1581,control,control,19
#90141,904,2098,control,control,19
#94026,242,1473,control,control,23
#92559,530,1779,treated,treated,18
#93845,961,2139,treated,treated,23
#99075,12,1230,control,treated,19
#96648,591,1787,treated,treated,23
#95644,638,1790,control,treated,21
#98478,8,1186,control,treated,15
#94268,383,1592,treated,treated,17
#94470,20,1182,treated,control,16
#92735,1033,2215,control,control,20
#97115,228,1380,control,treated,15
#90476,520,1749,control,control,15
#91333,303,1549,control,control,17
#99498,708,1893,control,treated,21
#90194,396,1600,treated,control,16
#99936,927,2117,control,treated,20
#92618,634,1807,treated,control,17
#99508,225,1471,treated,control,21
#93821,263,1472,control,treated,17
#97829,738,1956,control,treated,15
#95399,156,1379,control,treated,18
#97296,332,1553,treated,treated,17
#95626,288,1500,treated,treated,16
#94903,813,2047,treated,control,19
#91246,387,1628,control,control,23
#97408,6,1174,treated,treated,18
#92258,187,1414,control,treated,22
#96948,856,2044,control,treated,17
#91905,1054,2246,control,control,15
#96485,1013,2205,control,treated,21
#91327,462,1634,treated,control,23
#97537,75,1275,control,control,15
#92723,25,1253,treated,treated,21
#96357,71,1264,treated,treated,19
#97481,777,1952,control,treated,15
#96097,796,1997,control,control,17
#92976,419,1659,treated,treated,23
#97414,268,1425,control,control,15
#91575,116,1286,treated,control,24
#92785,548,1718,control,treated,19
#90894,968,2119,control,treated,20
#92570,599,1751,treated,treated,23
#90956,526,1680,treated,control,17
#97094,320,1521,control,control,20
#95945,868,2078,treated,control,21
#99703,834,2017,treated,treated,21
#90584,327,1533,treated,control,24
#94229,120,1332,treated,control,17
#99699,1071,2265,treated,control,22
#96202,625,1846,treated,treated,17
#98920,843,2030,treated,treated,16
#97077,830,2054,treated,control,19
#99560,926,2087,control,treated,18
#94561,720,1926,treated,control,24
#98254,841,1995,control,treated,21
#93636,577,1768,treated,treated,21
