Specimen.ID,born,died,treatment,diet,weight
#95838,362,1526,control,treated,16
#96287,855,2056,treated,control,22
#91549,575,1754,treated,treated,18
#91763,924,2173,control,control,24
#95239,202,1435,treated,control,24
#99779,630,1851,treated,control,18
#95376,905,2100,treated,control,19
#90248,670,1864,control,control,18
#92890,684,1888,control,treated,20
#90386,50,1241,treated,treated,22
#97485,89,1324,treated,control,21
#90977,1000,2240,treated,control,22
#97801,3,1213,treated,control,17
#96663,191,1432,treated,treated,15
#96106,140,1305,treated,treated,15
#95999,422,1596,treated,control,24
#92944,615,1768,treated,control,24
#96838,3,1216,control,control,20
#99454,188,1349,treated,control,15
#92581,873,2025,control,control,18
#90624,904,2135,treated,control,16
#97047,509,1752,treated,treated,22
#90451,871,2055,treated,control,20
#96898,331,1516,treated,control,22
#91559,429,1607,control,treated,20
#95356,661,1861,treated,control,20
#93942,287,1483,control,treated,23
#98579,249,1432,treated,treated,16
#90531,697,1894,control,treated,20
#97038,503,1739,control,treated,21
#97750,370,1612,control,treated,21
#92051,578,1742,control,treated,20
#97993,526,1770,treated,control,22
#90717,141,1362,control,treated,18
#94409,216,1458,control,control,23
#98022,302,1551,treated,treated,15
#90039,524,1730,treated,control,15
#90975,894,2047,treated,treated,21
#95505,320,1491,treated,treated,19
#92852,295,1472,control,treated,19
#93292,116,1289,control,control,18
#99391,423,1586,treated,control,18
#97472,995,2197,treated,treated,23
#92924,327,1551,control,control,16
#91273,288,1454,treated,control,24
#97306,374,1557,treated,control,17
#90920,1091,2308,control,treated,21
#94455,329,1516,control,control,21
#95964,1033,2270,treated,control,16
#98295,351,1590,control,control,24
#97511,956,2171,control,control,24
#97890,815,2015,treated,control,19
#97717,756,1979,treated,control,17
#91885,475,1682,control,treated,18
#92287,341,1589,control,treated,19
#95016,720,1870,control,control,18
#94218,821,1993,treated,treated,16
#92865,848,2079,control,treated,21
#99926,602,1776,treated,treated,22
#98880,488,1685,control,control,21
#94007,924,2078,control,control,16
#95428,788,2032,control,treated,23
#97796,195,1389,control,control,17
#94552,430,1598,treated,treated,16
#91765,1033,2279,treated,control,19
#98508,42,1284,control,control,15
#93975,658,1880,control,control,15
#98396,601,1845,treated,treated,18
#94255,1023,2236,treated,control,24
#99713,723,1954,control,control,15
#96548,34,1232,control,treated,19
#93240,217,1437,treated,treated,24
#99904,547,1752,control,treated,22
#97754,883,2082,control,treated,23
#97352,1034,2277,treated,treated,17
#95441,274,1425,control,treated,15
#98966,997,2239,treated,control,24
#99226,989,2146,control,control,19
#95963,1083,2264,control,treated,17
#98643,245,1447,treated,control,15
#95851,28,1201,control,control,21
#99246,535,1749,control,treated,22
#95374,24,1215,treated,control,17
#92533,89,1249,control,treated,15
#95519,240,1403,control,control,17
#96024,55,1283,control,treated,19
#93727,853,2037,control,control,23
#90701,574,1796,control,control,16
#93013,854,2020,control,treated,17
#97364,557,1746,treated,treated,21
#93483,1072,2306,control,control,15
#91706,1010,2219,control,treated,16
#96277,179,1340,control,control,24
#97554,540,1770,control,treated,15
#95867,1018,2258,control,control,22
#94195,721,1903,control,treated,20
#95232,1050,2289,treated,treated,22
#99566,40,1198,treated,treated,24
#90856,12,1251,control,control,17
#96847,803,2020,treated,treated,22
#98775,971,2136,treated,treated,17
#95461,272,1424,treated,control,23
#90872,258,1472,treated,treated,18
#96936,392,1578,treated,control,21
#96262,613,1775,control,treated,24
#93242,659,1815,treated,treated,23
#90635,693,1929,control,treated,15
#91127,430,1588,control,control,22
#92228,477,1682,control,control,23
#93409,807,2022,control,control,23
#97480,267,1512,treated,control,17
#94154,354,1532,treated,control,19
#90469,11,1161,control,control,20
#96331,662,1893,treated,treated,19
#98864,607,1792,treated,treated,22
#93076,783,1952,treated,treated,22
#96745,714,1898,treated,treated,21
#97365,236,1399,control,control,24
#98322,850,2060,control,control,20
#96845,390,1630,treated,treated,20
#90495,347,1587,control,treated,22
#93097,937,2139,control,treated,24
#97404,709,1944,control,control,17
#96542,117,1279,treated,control,20
#93894,458,1609,control,treated,22
#99004,113,1288,control,control,16
#92315,871,2083,control,treated,15
#96615,826,2004,control,control,21
#99548,706,1921,treated,treated,22
#93087,24,1232,control,treated,22
#92505,23,1194,treated,treated,15
#93451,566,1780,treated,treated,20
#98309,329,1521,treated,treated,22
#95890,342,1514,control,treated,20
#99806,159,1367,control,control,17
#94341,84,1275,control,control,16
#93327,171,1397,control,treated,23
#92148,393,1551,control,control,20
#94102,297,1450,treated,control,22
#96070,946,2180,treated,treated,24
#99967,928,2079,control,control,20
#98502,161,1385,treated,treated,22
#91984,763,1993,control,control,16
#93887,484,1681,treated,control,20
#94863,951,2171,control,control,18
#96234,685,1866,treated,control,22
#95902,566,1793,control,control,20
#98397,903,2075,treated,control,21
#95039,661,1847,control,treated,20
#94695,706,1937,control,treated,18
#96535,164,1334,treated,control,22
#98719,481,1663,treated,control,21
#90886,557,1738,control,treated,19
#93541,326,1517,control,control,23
#91209,567,1727,treated,treated,19
#94486,616,1779,treated,treated,24
#93208,547,1781,treated,treated,22
#94064,45,1200,treated,control,19
#91578,800,1963,treated,treated,16
#98329,341,1530,control,control,16
#91649,877,2051,treated,control,23
#91337,440,1687,treated,control,22
#90107,274,1427,control,treated,15
#94497,923,2122,treated,control,24
#96664,716,1946,treated,control,16
#91636,179,1362,treated,treated,15
#98878,1069,2254,treated,control,23
#95064,32,1221,treated,treated,15
#91997,524,1714,control,treated,20
#90430,800,1976,treated,treated,21
#99573,1017,2257,treated,treated,18
#92997,125,1303,control,treated,17
#97638,922,2159,treated,treated,16
#91413,672,1910,control,control,16
#93963,27,1269,control,treated,23
#92613,1037,2244,control,treated,17
#93867,775,1999,control,control,18
#95054,664,1855,control,control,15
#91329,1055,2255,control,control,15
#99364,173,1354,treated,treated,19
#99036,899,2064,treated,treated,22
#98271,915,2135,treated,treated,15
#96567,673,1912,treated,control,16
#90622,1046,2200,treated,treated,23
#96526,4,1225,treated,treated,24
#99109,666,1914,treated,treated,21
#98649,341,1503,control,control,23
#99292,768,1928,treated,control,19
#97145,151,1388,treated,control,16
#98619,662,1813,control,treated,24
#97042,703,1906,treated,treated,18
#96052,1070,2292,control,treated,23
#98726,73,1223,treated,control,15
#93027,460,1642,control,treated,18
#92242,557,1721,control,control,20
#90502,565,1752,treated,control,16
#95663,973,2205,control,control,16
#95542,441,1652,treated,control,15
#96606,629,1866,control,treated,22
#95305,847,2009,control,treated,23
#90385,156,1372,control,treated,21
#90707,360,1557,control,control,18
#93239,48,1273,treated,control,21
#90736,232,1462,treated,control,16
#91357,432,1662,treated,control,18
#99826,31,1199,treated,control,23
#92091,830,1986,treated,treated,23
#99522,799,2003,treated,treated,18
#92387,50,1292,treated,treated,15
#97749,53,1223,control,control,18
#92023,846,2037,treated,control,23
#95049,732,1914,control,treated,20
#93744,311,1545,control,treated,23
#99828,851,2065,control,control,22
#98058,165,1356,treated,control,22
#92533,1052,2204,treated,control,22
#96493,191,1344,treated,control,16
#92530,1055,2252,treated,control,17
#96853,1058,2231,treated,control,16
#97557,601,1775,treated,treated,21
#93122,19,1240,control,control,20
#92743,548,1777,control,treated,17
#92059,289,1516,treated,control,15
#99252,820,2004,treated,control,16
#97674,807,2004,control,treated,16
#90980,1040,2201,control,control,19
#94999,637,1818,treated,control,22
#94453,641,1883,control,control,19
#91185,607,1796,control,treated,15
#98636,893,2129,control,treated,15
#96547,486,1686,control,control,24
#93853,1080,2316,treated,control,18
#93564,362,1583,treated,treated,20
#92871,736,1984,treated,treated,19
#91295,953,2132,treated,treated,20
#99225,559,1804,control,treated,22
#95660,1051,2239,control,control,24
#98762,151,1363,control,treated,24
#98842,787,1959,treated,control,19
#90289,694,1901,control,treated,21
#90387,542,1705,treated,treated,20
#94716,268,1500,treated,treated,22
#95254,239,1416,treated,treated,23
#97436,795,1953,treated,treated,23
#94743,638,1817,treated,control,18
#90140,717,1945,control,treated,16
#96507,247,1463,treated,control,18
#90328,227,1426,treated,treated,19
#91703,298,1497,control,control,17
#92399,472,1708,control,control,24
#90422,1053,2205,control,treated,19
#96472,372,1587,treated,treated,22
#98595,962,2164,treated,control,23
#96888,272,1434,control,control,15
#98526,883,2076,control,treated,21
#93235,806,1965,treated,control,15
#99045,695,1897,treated,treated,19
#99444,566,1720,treated,treated,23
#92735,976,2220,treated,control,15
#99794,635,1850,treated,control,17
#93304,901,2150,control,control,23
#93188,645,1870,treated,treated,21
#98045,71,1231,treated,control,17
#96178,958,2183,control,control,21
#97763,1043,2280,control,control,20
#94955,580,1748,treated,control,15
#90545,784,2000,control,control,19
