Specimen.ID,born,died,treatment,diet,weight
#98539,516,1671,control,treated,15
#96972,66,1313,control,control,24
#96919,357,1526,treated,treated,23
#99559,751,1997,control,treated,22
#95288,33,1269,control,control,19
#97720,882,2037,treated,control,17
#97537,187,1434,treated,treated,19
#94572,794,2019,control,treated,21
#96579,764,1996,control,control,18
#95632,674,1877,treated,control,16
#93300,628,1877,control,treated,21
#91902,792,2022,control,control,17
#97094,116,1292,control,treated,19
#98828,427,1667,control,treated,17
#98644,618,1864,control,control,17
#95946,980,2158,treated,treated,21
#98767,1015,2179,treated,control,18
#94107,61,1282,treated,control,23
#98677,21,1236,treated,treated,16
#99683,890,2047,control,control,23
#90970,56,1271,treated,control,15
#96324,403,1615,treated,treated,20
#96102,387,1599,treated,control,18
#94139,353,1529,control,treated,16
#93607,649,1845,control,treated,19
#95911,438,1612,treated,control,23
#92352,833,2040,treated,control,20
#90310,258,1420,control,treated,21
#99234,1034,2279,control,treated,17
#90363,960,2111,control,treated,15
#94449,311,1547,control,treated,16
#95801,1087,2309,treated,treated,20
#90379,872,2066,treated,treated,18
#95444,973,2200,treated,treated,24
#99913,265,1496,control,treated,16
#96142,870,2089,treated,treated,15
#90714,184,1404,treated,control,22
#93818,1075,2310,control,control,19
#93713,724,1906,control,treated,19
#99714,214,1364,control,treated,23
#99411,2,1176,control,treated,22
#98883,189,1382,control,control,21
#96088,1047,2296,control,treated,24
#98642,780,1968,treated,treated,15
#95038,381,1591,treated,treated,23
#97681,657,1836,treated,treated,17
#93367,554,1803,treated,control,19
#92164,13,1233,treated,control,24
#97054,479,1710,treated,treated,17
#93667,638,1882,control,control,17
#97616,908,2153,treated,treated,16
#94253,388,1586,treated,control,22
#99460,518,1703,treated,treated,21
#94022,1021,2185,control,treated,16
#96821,408,1604,control,treated,16
#98275,783,1938,treated,control,15
#90612,74,1224,control,control,21
#92113,374,1573,control,treated,18
#95141,857,2071,control,treated,17
#99944,199,1376,control,treated,15
#94954,915,2122,treated,treated,21
#99651,597,1838,treated,treated,21
#97269,19,1226,treated,treated,23
#96037,619,1847,treated,control,24
#99087,799,1973,treated,treated,22
#95636,516,1764,control,treated,17
#91828,632,1870,treated,control,23
#94910,299,1476,control,treated,16
#92064,590,1783,control,treated,21
#96968,141,1325,treated,control,23
#95463,593,1798,control,control,21
#94830,472,1632,control,control,24
#98495,1025,2188,control,control,15
#95845,296,1497,treated,treated,23
#90451,723,1933,treated,treated,21
#92862,269,1472,control,control,15
#90099,717,1905,control,control,20
#93832,119,1278,treated,treated,22
#92717,206,1357,control,control,21
#90525,306,1461,treated,control,19
#96140,544,1705,treated,control,23
#99371,306,1495,control,control,22
#97959,265,1500,treated,control,18
#90178,663,1872,treated,treated,18
#90078,737,1947,control,treated,18
#91648,47,1202,control,treated,20
#99691,930,2123,treated,treated,15
#90409,226,1464,treated,control,20
#98495,814,2038,treated,treated,16
