Specimen.ID,born,died,treatment,diet,weight
#93687,384,1626,control,control,24
#90131,640,1810,control,control,24
#99275,839,2085,control,treated,16
#91606,306,1547,treated,treated,24
#90842,118,1317,treated,control,16
#92737,169,1370,control,treated,15
#97509,148,1323,treated,control,24
#98439,608,1825,control,treated,22
#95694,640,1790,control,control,19
#91187,964,2124,treated,control,24
#92120,735,1893,treated,control,21
#99166,408,1648,treated,treated,18
#97635,637,1856,treated,treated,21
#97902,762,1976,control,treated,18
#97137,1071,2266,treated,treated,18
#98415,444,1642,control,control,16
#94532,898,2101,control,control,17
#98297,117,1318,control,treated,23
#97007,48,1250,control,treated,19
#91727,1036,2198,treated,treated,24
#98965,647,1855,treated,control,24
#93334,630,1811,treated,treated,19
#94163,1047,2253,control,control,24
#93448,508,1677,control,treated,15
#90964,1060,2261,treated,treated,19
#92344,519,1757,treated,control,19
#93269,366,1594,treated,control,23
#94382,468,1622,control,control,20
#96035,804,1972,control,treated,19
#99197,413,1571,treated,treated,15
#91559,74,1323,treated,treated,15
#93836,225,1381,treated,control,19
#94821,272,1458,treated,control,22
#91242,896,2082,control,control,18
#94316,76,1272,treated,treated,24
#92337,758,1941,treated,treated,17
#98839,1094,2263,treated,control,17
#94340,949,2106,treated,control,15
#95922,1087,2259,treated,treated,21
#95444,88,1302,control,control,23
#98481,228,1443,control,treated,20
#98964,682,1894,treated,treated,23
#99683,8,1240,control,control,20
#91324,869,2039,control,treated,21
#96394,1005,2167,treated,treated,19
#97059,223,1391,treated,control,15
#95354,984,2174,treated,control,17
#93037,1076,2279,treated,control,21
#97790,1079,2287,treated,control,22
#92353,1077,2299,control,treated,23
#91530,406,1600,control,control,24
#92916,173,1350,control,control,21
#90411,459,1672,control,treated,19
#95475,37,1284,control,control,18
#97538,990,2162,treated,treated,15
#93625,974,2142,control,treated,24
#98441,177,1412,control,control,21
#90707,501,1677,control,treated,23
#92319,325,1501,control,treated,16
#91321,684,1883,treated,treated,17
#95989,863,2073,treated,control,21
#96776,232,1408,control,control,23
#97677,958,2181,control,treated,21
#93356,498,1710,treated,control,19
#93714,340,1523,treated,control,20
#91280,721,1970,treated,treated,15
#95715,937,2123,treated,control,16
#95358,966,2136,control,treated,17
#90564,737,1925,control,control,20
#91576,518,1707,control,treated,18
#91461,925,2141,treated,control,16
#94531,866,2033,control,treated,19
#95724,288,1477,treated,control,18
#99926,401,1637,control,treated,19
#97356,45,1213,control,control,16
#93904,898,2097,treated,control,18
#94217,1078,2325,treated,control,23
#99613,516,1760,treated,treated,21
#97020,1054,2223,control,control,24
#95271,253,1465,treated,treated,19
#94141,525,1681,treated,control,23
