Specimen.ID,born,died,treatment,diet,weight
#93739,629,1812,control,treated,17
#91862,1051,2210,control,treated,23
#93800,587,1783,treated,treated,20
#91196,1039,2250,control,control,16
#96474,1016,2240,treated,treated,19
#91781,108,1314,treated,treated,17
#95277,147,1354,treated,control,17
#93272,638,1873,control,control,24
#92040,698,1901,treated,treated,17
#99180,372,1573,control,control,21
#90939,1005,2242,control,treated,20
#95530,691,1866,control,control,18
#93041,26,1240,treated,treated,16
#99642,437,1627,treated,treated,18
#93449,311,1534,control,control,19
#97654,343,1516,control,control,15
#99350,776,1928,control,control,24
#94646,350,1533,control,control,22
#98832,298,1537,treated,treated,20
#92752,958,2160,treated,control,22
#96522,335,1502,treated,control,18
#91328,772,1964,control,treated,21
#98692,787,2026,control,treated,24
#98080,966,2183,treated,treated,18
#91477,111,1321,treated,control,17
#93348,1043,2276,treated,control,21
#90818,831,1990,treated,treated,17
#99758,513,1756,control,control,22
#96461,317,1554,treated,control,23
#94800,643,1854,control,control,15
#91179,246,1464,control,control,24
#99572,620,1854,control,control,23
#92820,488,1658,treated,treated,17
#93449,865,2090,control,treated,20
#99779,80,1266,control,control,21
#99032,857,2025,control,treated,23
#97405,941,2140,control,control,18
#98242,783,1982,control,control,20
#91799,552,1730,control,treated,24
#91839,800,1957,treated,control,21
#99167,684,1842,treated,treated,21
#97192,465,1674,control,treated,17
#92980,1010,2238,control,treated,17
#94527,38,1268,treated,control,21
#98381,749,1978,control,control,24
#94179,481,1640,control,treated,15
#93442,473,1632,control,control,24
#91070,668,1852,treated,treated,22
#91626,404,1633,treated,treated,22
#94322,782,1967,treated,control,23
#96084,198,1382,treated,treated,18
#98156,658,1875,control,control,22
#90842,567,1794,treated,treated,16
#93431,658,1841,treated,control,15
#90641,938,2115,control,treated,21
#95352,296,1497,control,treated,21
#92306,723,1934,control,control,22
#91022,970,2192,control,control,15
#94670,192,1413,treated,treated,18
#90564,434,1616,control,control,23
#90863,513,1744,treated,control,23
#96871,839,2075,treated,control,20
#93025,578,1808,treated,treated,18
#93243,515,1744,treated,control,21
#95203,178,1342,control,treated,20
#94306,912,2132,treated,control,17
#92133,337,1582,control,treated,20
#98310,48,1206,control,treated,20
#91350,636,1799,treated,control,19
#98422,537,1748,treated,treated,22
#94001,1048,2214,control,treated,24
#96402,97,1309,control,control,24
#99141,690,1872,control,control,21
#95170,391,1542,control,control,16
#99137,379,1582,control,control,22
#99669,94,1282,control,control,24
#95383,561,1763,treated,treated,24
#91018,152,1395,treated,control,18
#92567,162,1315,control,treated,18
#92198,747,1921,treated,treated,23
#93067,886,2054,control,control,15
#92491,292,1449,control,control,16
#91836,209,1433,control,treated,18
#93161,81,1325,control,control,18
#91994,246,1471,treated,control,20
#95589,1061,2226,treated,control,23
#98680,659,1867,control,control,23
#96630,256,1493,control,treated,20
#93858,919,2138,treated,control,22
#97944,340,1509,control,treated,19
#99294,125,1372,control,control,15
#98052,523,1738,treated,control,20
#90536,669,1892,treated,treated,18
#96230,940,2169,treated,control,21
#91052,204,1384,control,control,21
#91523,945,2107,control,treated,23
#99315,293,1449,treated,treated,18
#98478,510,1723,control,treated,18
#91114,763,1969,control,control,20
#94045,398,1623,treated,control,24
#94087,553,1775,control,treated,20
#95131,601,1793,treated,treated,15
#92309,636,1788,treated,treated,16
#99107,804,1968,treated,treated,24
#92961,330,1540,treated,treated,23
#94117,1078,2245,control,control,19
#95572,825,2032,control,treated,18
#94254,465,1691,treated,control,15
#96571,595,1834,treated,control,18
#93895,166,1327,treated,control,21
#94570,202,1431,control,treated,20
#99372,1004,2217,treated,treated,21
#90502,180,1340,treated,control,20
#94326,982,2216,control,control,23
#90221,285,1475,treated,treated,15
#96446,168,1376,control,treated,23
#91589,646,1813,treated,treated,19
#91437,632,1808,control,control,22
#99013,338,1579,treated,treated,17
#95943,574,1798,treated,control,16
#90795,135,1363,control,control,17
#91547,425,1667,control,treated,20
#91809,969,2147,treated,control,22
#94557,64,1214,control,control,22
#92298,1027,2209,treated,control,20
#98992,614,1816,control,control,16
#92039,775,2013,treated,control,23
#90621,568,1759,treated,treated,24
#96741,734,1896,control,treated,20
#91452,998,2222,control,treated,22
#90115,114,1285,treated,control,23
#93231,484,1671,control,treated,23
#93987,137,1290,treated,control,19
#90316,694,1939,treated,control,18
#92855,797,1980,treated,control,21
#99106,710,1894,treated,treated,18
#90284,626,1875,treated,control,18
#95442,564,1788,treated,control,18
#97937,911,2133,control,control,16
#91855,439,1645,treated,control,23
#96529,740,1960,control,treated,17
#90971,391,1544,control,treated,17
#94766,720,1876,control,treated,18
#96802,299,1514,control,treated,22
#96169,336,1536,control,treated,20
#95297,148,1374,treated,control,24
#94549,723,1951,treated,treated,21
#96908,635,1869,treated,treated,15
#93679,1049,2231,treated,control,16
#95954,570,1749,treated,control,20
#99278,773,1947,treated,treated,16
#92530,755,1917,treated,treated,17
#99222,668,1913,treated,treated,16
#96605,873,2081,control,control,20
#94084,817,2052,control,treated,22
#91060,492,1724,treated,treated,24
#92166,460,1620,control,control,18
#96457,79,1295,control,control,21
#91445,756,1955,treated,control,16
#99926,523,1703,treated,treated,18
#94884,33,1215,treated,treated,23
#93855,153,1386,control,control,16
#98820,30,1248,treated,control,15
#90248,79,1232,treated,control,19
#97323,606,1826,control,treated,20
#96860,778,1978,control,treated,16
#90755,817,1996,control,control,15
#96025,203,1377,treated,control,16
#97296,618,1861,treated,treated,20
#95608,839,2054,treated,treated,23
#96556,378,1574,treated,treated,16
#94199,320,1474,control,control,20
#95070,146,1316,control,treated,21
#97592,829,2035,control,control,18
#96469,729,1975,control,treated,17
#95287,422,1592,control,control,22
#98335,369,1615,control,treated,20
#96335,476,1718,control,treated,17
#96280,100,1319,control,treated,21
#94625,1024,2222,treated,treated,16
#98352,1094,2312,control,control,18
#91369,920,2160,control,control,16
#92928,446,1629,control,treated,22
#92200,653,1891,treated,treated,17
#98385,132,1319,control,control,16
#91884,475,1686,control,treated,19
#95281,626,1794,treated,control,17
#97748,892,2109,control,treated,15
#90911,183,1380,control,treated,23
#90003,367,1573,treated,treated,21
#99123,645,1809,treated,treated,16
#92560,449,1696,control,control,16
#99573,606,1778,treated,control,21
#93510,13,1192,treated,control,22
#95405,786,2007,treated,treated,15
#94967,79,1298,treated,treated,23
#93280,309,1460,control,treated,19
#90904,676,1897,treated,control,22
#93766,1021,2185,control,control,15
#90170,857,2077,treated,control,21
#99738,909,2063,control,control,23
#99961,1044,2200,control,treated,21
#95882,159,1407,control,control,17
#96686,337,1555,control,treated,15
#92497,1058,2304,treated,control,19
#93182,105,1337,treated,control,18
#90680,30,1266,treated,treated,23
#96034,541,1713,treated,treated,17
#92995,731,1913,treated,control,21
#96621,31,1202,control,treated,15
#91197,474,1710,control,treated,23
#94560,478,1708,control,treated,24
#95361,420,1577,treated,treated,17
#96321,72,1269,treated,control,20
#94386,371,1531,control,treated,19
#90362,900,2134,treated,treated,24
#91228,679,1839,control,control,19
#98417,200,1398,control,control,23
#91216,100,1302,control,treated,23
#94382,151,1353,treated,treated,20
#99933,828,2062,treated,control,19
#93836,226,1470,control,control,22
#94798,1069,2294,control,control,20
#94425,484,1641,control,control,18
#96167,606,1818,control,treated,17
#90528,811,1966,control,treated,18
#97562,1019,2202,control,control,19
#96726,194,1408,control,treated,18
#97119,181,1429,control,control,21
#97993,686,1913,control,control,18
#91602,804,2012,treated,control,24
#92197,773,2019,treated,control,24
#94297,20,1182,control,control,18
#90777,677,1882,treated,treated,23
#92516,311,1508,treated,control,18
#93994,669,1838,control,treated,18
#97573,1059,2237,treated,treated,17
#98013,203,1384,control,treated,24
#94487,93,1334,control,treated,23
#90652,946,2102,control,control,17
#91442,890,2118,treated,control,19
#91559,573,1781,control,treated,18
#96640,169,1338,control,treated,23
#91904,39,1238,control,treated,16
#98850,957,2193,control,control,21
#91463,523,1673,control,treated,23
#98105,755,1959,control,control,22
#99096,364,1600,control,treated,20
#95748,714,1957,treated,control,15
#91229,451,1615,control,treated,15
#90229,563,1713,control,control,21
#98719,98,1285,control,control,19
#94025,950,2196,treated,treated,18
#96125,879,2034,control,control,24
#91399,49,1265,treated,control,21
#99710,681,1838,control,control,21
#95218,861,2092,treated,treated,22
#92158,933,2109,treated,control,23
#91996,533,1721,treated,control,15
#96033,222,1397,control,control,22
#91167,304,1550,control,treated,16
#90103,840,2030,control,control,22
#99037,923,2147,control,control,21
#96828,482,1679,control,treated,20
#90419,870,2073,control,treated,21
#95996,850,2062,treated,treated,21
#95119,913,2087,treated,treated,19
