Specimen.ID,born,died,treatment,diet,weight
#93867,696,1896,treated,treated,18
#98421,235,1454,control,control,17
#97879,270,1433,control,control,24
#96131,32,1202,treated,treated,17
#94259,713,1922,treated,treated,18
#93236,557,1769,control,control,17
#93763,1066,2312,control,treated,16
#92584,947,2187,treated,control,21
#96163,400,1550,control,control,15
#97898,925,2152,control,treated,17
#95828,955,2181,control,treated,16
#96668,471,1654,treated,control,16
#96171,239,1433,control,control,16
#98874,42,1205,control,treated,15
#95486,882,2066,control,control,23
#93417,748,1911,treated,treated,20
#91977,549,1741,treated,treated,24
#97127,187,1433,treated,control,18
#96649,83,1291,treated,treated,19
#90003,571,1770,treated,control,22
#95763,535,1692,control,treated,19
#98271,326,1496,treated,control,18
#96367,71,1284,treated,treated,23
#97058,141,1348,treated,control,22
#93636,772,1970,control,control,19
#93467,59,1223,treated,control,15
#92020,408,1612,control,control,22
#90097,786,2019,control,treated,18
#94945,847,2086,control,control,15
#93171,540,1697,treated,treated,18
#98217,630,1869,treated,treated,15
#93528,1076,2262,control,control,16
#95801,432,1664,control,control,21
#93651,456,1647,treated,control,15
#98318,15,1221,treated,control,21
#92816,233,1392,control,treated,18
#95906,62,1261,control,treated,19
#96195,465,1632,treated,control,24
#95315,284,1452,treated,control,21
#98082,436,1609,control,control,24
#92557,796,1962,control,control,17
#92525,1073,2253,control,treated,15
#93200,929,2168,treated,control,17
#97379,632,1815,treated,treated,23
#98885,776,1984,treated,treated,17
#97706,821,2041,treated,control,15
#96970,52,1209,treated,treated,20
#95616,716,1965,control,treated,21
#99377,336,1486,treated,control,22
#96057,428,1677,treated,treated,20
#99244,611,1857,treated,treated,18
#91037,976,2144,control,treated,19
#92221,115,1346,control,treated,21
#91006,624,1803,treated,control,21
#92630,885,2066,control,treated,19
#92525,806,1991,treated,treated,18
#93621,148,1379,treated,control,17
#97419,702,1891,control,control,20
#92828,662,1849,control,control,19
#93625,909,2095,control,control,17
#96291,930,2131,treated,treated,23
#95115,453,1691,control,treated,18
#98565,1055,2250,treated,treated,21
#91986,734,1947,control,control,18
#97663,736,1919,treated,treated,23
#91062,764,1994,treated,control,20
#91904,230,1444,control,treated,20
#94296,376,1625,treated,treated,18
#91632,155,1322,control,treated,20
#97519,605,1848,control,treated,17
#93720,456,1636,control,control,17
#95215,664,1886,treated,treated,18
#98989,170,1384,control,control,19
#99552,113,1315,treated,treated,23
#99008,83,1301,control,control,22
#92352,1028,2253,control,control,23
#96702,410,1645,control,treated,24
#93835,990,2151,control,treated,24
#98571,130,1366,control,treated,20
#94468,487,1722,treated,control,22
#93480,1073,2304,control,treated,18
#90857,672,1915,treated,control,19
#98683,214,1393,control,control,19
#97793,941,2097,control,treated,24
#95825,682,1860,treated,control,16
#96445,1010,2180,control,control,16
#90279,68,1284,control,treated,23
#97444,1030,2185,control,control,23
#95950,1025,2240,treated,treated,21
#91350,341,1542,control,treated,15
#99284,491,1702,control,control,22
#97127,410,1653,treated,control,15
#99556,287,1505,treated,treated,23
#95639,767,2011,treated,control,18
#93684,47,1286,control,treated,15
#92140,828,1987,treated,treated,19
