Specimen.ID,born,died,treatment,diet,weight
#96866,358,1537,treated,treated,19
#99655,455,1642,control,treated,22
#90077,943,2147,control,treated,20
#97503,935,2159,control,treated,15
#96357,153,1400,treated,treated,18
#99091,704,1897,treated,treated,20
#91474,182,1414,treated,control,17
#92085,444,1650,control,treated,23
#90161,428,1661,control,control,16
#99764,542,1758,control,control,15
#97854,292,1537,control,treated,20
#93910,680,1877,treated,treated,21
#92481,891,2106,control,treated,19
#97532,304,1478,control,control,15
#96613,526,1750,control,control,22
#99191,1052,2247,control,treated,19
#93336,26,1219,treated,treated,24
#96059,354,1600,treated,control,24
#93735,817,2064,control,control,22
#93228,298,1542,control,treated,23
#95557,927,2147,control,treated,15
#98360,487,1650,treated,treated,22
#91703,392,1594,treated,control,16
#92798,341,1588,treated,treated,15
#93531,992,2163,treated,treated,16
#97606,198,1379,treated,treated,22
#91244,1080,2246,control,control,16
#95061,58,1211,treated,control,17
#99852,991,2161,treated,control,21
#98065,11,1214,treated,control,19
#90009,824,2045,control,control,21
#95592,852,2075,control,treated,18
#94255,871,2041,control,control,21
#97390,292,1528,control,control,21
#95010,865,2089,treated,control,16
#94079,966,2206,treated,control,19
#94688,1001,2175,control,control,17
#98484,483,1663,control,treated,24
#97549,908,2122,treated,control,18
#90925,911,2127,control,control,21
#98920,600,1776,control,control,18
#96103,520,1719,treated,control,23
#95388,426,1598,control,control,22
#97934,432,1663,treated,treated,22
#99621,785,2002,control,treated,19
#98538,637,1820,control,control,16
#93111,932,2095,treated,control,22
#91447,281,1529,control,control,22
#95926,763,1927,control,control,16
#94066,869,2043,treated,control,15
#91960,35,1190,control,control,18
#95435,49,1214,control,control,16
#99367,688,1906,treated,treated,24
#94901,407,1567,treated,control,20
#97283,1044,2232,control,treated,21
#92633,1007,2229,treated,control,22
#99138,47,1255,treated,control,17
#91005,286,1475,control,control,18
#98860,624,1840,control,treated,15
#96791,986,2181,treated,treated,21
#93523,318,1526,control,control,15
#91231,208,1449,treated,treated,20
#95705,592,1820,control,treated,15
#97004,782,1943,treated,control,19
#92011,572,1790,control,treated,23
#93032,1044,2202,treated,treated,22
#99976,232,1439,control,treated,20
#91009,1094,2280,treated,treated,20
#91365,5,1233,control,treated,23
#90614,218,1455,control,treated,18
#91280,1045,2236,control,control,20
#91221,524,1732,treated,control,17
#90746,792,2015,control,treated,18
#99225,983,2188,treated,treated,20
#97841,736,1901,control,control,21
#95502,396,1578,treated,control,21
#97261,1035,2206,control,treated,16
#98575,252,1408,treated,control,21
#93429,999,2227,treated,control,21
#91148,861,2069,control,control,22
#94520,1088,2304,treated,treated,20
#97081,286,1464,control,treated,21
#93734,809,1991,control,control,17
#95403,934,2161,treated,treated,18
#99120,719,1956,treated,control,18
#91674,5,1253,control,treated,23
#97187,300,1495,treated,treated,18
#99263,597,1826,control,treated,16
#92216,449,1611,treated,treated,17
#95509,597,1843,control,treated,21
#93782,837,2037,control,control,17
#92460,365,1559,treated,control,21
#94892,602,1788,control,control,17
#96302,106,1270,control,treated,21
#95322,346,1563,control,control,20
#90120,264,1454,treated,treated,19
#97319,415,1602,control,treated,18
#99796,21,1223,control,control,18
#93011,522,1689,control,treated,19
#94484,553,1741,control,control,24
#94114,755,1959,treated,treated,23
#92548,693,1922,control,treated,15
#92253,869,2028,control,treated,15
#93468,889,2076,control,control,17
#92929,381,1560,control,control,17
#95452,767,1972,treated,control,18
#96137,92,1319,control,control,17
#96964,321,1489,control,treated,15
#97303,946,2134,control,control,20
#90431,64,1262,control,control,21
#94896,697,1871,control,control,24
#92585,185,1335,treated,control,23
#91917,290,1500,treated,treated,17
#98804,289,1525,control,control,20
#98551,722,1894,control,control,24
#95509,704,1934,treated,control,15
#98194,977,2184,control,treated,16
#98478,1047,2219,control,treated,16
#98181,966,2187,treated,treated,17
#90463,671,1832,control,treated,17
#95426,95,1271,control,treated,17
#90137,996,2155,control,control,22
#93740,715,1882,treated,control,18
#93429,419,1629,control,control,16
#98027,1015,2208,treated,treated,16
#91670,1065,2266,treated,control,21
#92284,669,1864,control,control,24
#97344,795,1995,control,control,16
#98409,192,1414,control,treated,19
#96282,1005,2195,treated,control,18
#94584,416,1651,control,treated,16
#91884,128,1316,control,treated,21
#99250,201,1404,control,treated,20
#90292,367,1573,control,control,15
#99469,191,1347,control,control,16
#94037,715,1914,treated,control,16
#91576,1001,2191,control,control,17
#96455,6,1204,control,control,16
#98054,745,1961,control,control,17
#98777,343,1549,control,treated,20
#95946,931,2109,control,control,18
#99251,364,1595,control,treated,17
#92577,752,1941,treated,treated,21
#91498,661,1854,control,control,18
#95188,761,1986,control,treated,17
#94736,585,1775,control,treated,19
#94357,524,1745,treated,treated,20
#95234,54,1296,treated,treated,18
#90349,438,1601,control,treated,21
#96341,705,1917,control,control,16
#94855,1071,2251,treated,control,23
#99786,920,2142,control,control,19
#97670,3,1166,treated,control,21
#92874,648,1801,control,control,23
#90779,613,1820,control,treated,18
#94011,389,1586,control,control,23
#95601,541,1697,treated,control,21
#94255,510,1692,treated,treated,22
#99375,721,1901,control,treated,21
#98400,105,1320,control,treated,15
#92386,587,1824,treated,treated,17
#94442,1044,2212,treated,control,16
#97388,820,2063,control,control,19
#95444,680,1914,control,treated,23
#93729,21,1239,control,treated,15
#94164,562,1775,treated,control,20
#98235,239,1429,control,control,19
#93977,71,1311,control,control,21
#99953,1068,2291,control,control,21
#96502,0,1158,treated,treated,15
#93729,1050,2207,treated,control,17
#95440,167,1372,treated,control,19
#98436,326,1502,control,treated,18
#96106,661,1906,control,treated,15
#98874,59,1221,control,control,19
#90506,775,1954,control,control,16
#92273,669,1887,control,control,16
#92434,542,1697,control,control,24
#91615,310,1544,control,treated,18
#96843,248,1468,treated,treated,23
#96951,996,2168,treated,control,21
#98678,897,2053,treated,control,23
#98305,182,1380,control,treated,17
#95485,257,1459,treated,treated,22
#93200,705,1887,control,treated,15
#96596,568,1778,control,treated,19
#99754,453,1642,treated,control,16
#93101,523,1701,treated,control,24
#93646,359,1569,control,treated,20
#99681,991,2227,control,treated,21
#97688,251,1434,control,treated,20
#93393,378,1533,treated,treated,22
#96902,742,1988,control,control,20
#94643,129,1354,control,treated,20
#90498,721,1873,treated,treated,21
#93834,552,1716,treated,control,24
#93663,819,2023,treated,treated,23
#94981,970,2171,control,treated,16
#98118,598,1751,treated,control,15
#90791,238,1427,treated,treated,24
#97078,359,1523,control,treated,15
#90731,11,1164,control,treated,23
#95495,143,1337,treated,control,18
#97949,176,1407,treated,control,23
