Specimen.ID,born,died,treatment,diet,weight
#98493,925,2102,control,control,24
#95135,793,1968,treated,control,23
#95503,34,1282,control,treated,19
#90121,242,1488,control,treated,24
#97739,415,1633,control,treated,16
#94007,67,1233,control,control,23
#99338,727,1919,control,control,21
#91445,757,1912,control,treated,20
#91092,532,1718,control,treated,16
#92523,1080,2304,control,treated,23
#93328,1077,2276,treated,treated,19
#90279,902,2085,control,control,20
#96976,337,1545,treated,treated,17
#97165,195,1400,control,control,21
#91929,970,2160,control,control,18
#94035,831,2075,control,control,19
#91025,826,2066,treated,treated,17
#92147,552,1717,treated,treated,18
#91960,628,1822,treated,control,18
#90769,580,1800,control,control,17
#92663,532,1732,control,control,21
#92990,599,1752,control,treated,19
#91795,992,2152,treated,control,21
#95610,381,1533,control,control,24
#91608,677,1848,treated,treated,22
#93253,153,1343,treated,control,19
#96881,1057,2289,treated,treated,17
#93138,30,1274,treated,treated,18
#98970,339,1505,control,treated,18
#93269,100,1282,control,control,23
#91910,704,1900,treated,treated,18
#91991,143,1363,treated,control,21
#90712,614,1819,treated,control,20
#96403,806,1977,control,control,15
#93769,670,1895,treated,control,23
#92961,1076,2270,control,control,19
#96109,334,1512,control,control,15
#98628,644,1841,treated,control,24
#99998,417,1583,treated,control,22
#92617,308,1520,treated,treated,22
#95812,91,1276,treated,treated,15
#99621,695,1909,control,control,20
#98139,590,1777,treated,control,21
#93152,490,1673,treated,control,20
#96026,764,1944,control,control,23
#96806,13,1213,control,treated,20
#96532,221,1378,control,treated,24
#98303,178,1348,control,control,24
#95139,1080,2245,treated,control,23
#93912,546,1717,control,control,19
#92192,292,1521,control,treated,23
#93604,445,1637,control,treated,22
#91553,833,1984,treated,treated,19
#94897,1022,2191,control,control,21
#95972,207,1436,control,control,19
#93469,39,1208,control,control,24
#95944,988,2198,treated,treated,22
#96535,882,2094,control,treated,21
#98178,490,1669,control,treated,22
#94355,1013,2165,control,control,20
#93592,948,2107,control,control,18
#99960,562,1740,treated,treated,24
#91702,1094,2268,treated,treated,20
#95645,1093,2256,treated,treated,16
#90848,150,1302,treated,control,22
#91844,193,1365,treated,treated,24
#92350,894,2083,control,control,23
#99045,349,1534,control,treated,22
#91915,847,2084,control,control,15
#95451,725,1881,control,control,18
#92944,475,1664,control,treated,21
#94798,453,1682,treated,treated,16
#96521,840,2032,control,treated,15
#96541,666,1874,control,control,15
#90993,86,1264,treated,treated,17
#97184,143,1364,treated,treated,24
#96199,887,2043,treated,control,15
#95046,869,2027,control,treated,16
#92375,337,1551,treated,treated,22
#99818,529,1712,control,control,23
#91417,642,1851,treated,treated,21
#91808,1064,2281,treated,treated,20
#99203,443,1653,treated,treated,15
#99089,1077,2242,control,treated,24
#95088,539,1765,control,treated,24
#93994,255,1414,control,treated,17
#92190,212,1433,treated,treated,22
#92784,397,1552,control,treated,21
#93583,1079,2271,treated,control,18
#96438,740,1928,treated,control,20
#94598,831,2054,treated,treated,21
#95372,856,2052,control,control,17
#98660,280,1451,control,treated,22
#90268,50,1295,control,treated,20
#94388,229,1426,treated,control,20
#98338,502,1740,control,control,18
#91730,776,1976,control,treated,16
#92402,523,1675,control,control,21
#95421,1090,2290,control,control,21
#96596,484,1686,control,control,21
#92689,861,2022,control,control,24
#93012,833,2067,control,control,16
#97346,404,1629,treated,control,20
#97687,753,1938,treated,treated,22
#94230,75,1286,treated,treated,15
#99135,993,2227,control,treated,20
#99022,1033,2186,control,control,22
#97512,42,1209,treated,control,20
#94905,25,1228,control,control,15
#95191,181,1402,control,treated,23
#90761,130,1327,control,control,20
#91699,508,1716,control,control,19
#91152,947,2159,treated,control,24
#95554,1,1189,treated,treated,21
#96161,693,1939,treated,control,19
#97954,276,1522,treated,treated,21
#90870,49,1235,treated,treated,23
#98033,1035,2226,treated,treated,18
#96690,41,1201,control,treated,17
#95200,391,1611,control,treated,16
#95074,779,2012,control,control,15
#90644,642,1887,treated,control,17
#95864,474,1633,treated,treated,22
#94764,433,1594,control,treated,20
#94575,23,1173,treated,treated,17
#94915,725,1938,treated,treated,22
#90830,1023,2203,treated,treated,17
#92313,387,1541,control,treated,22
#92933,217,1461,treated,treated,20
#92773,560,1763,control,treated,18
#98597,1047,2253,treated,control,22
#94167,227,1445,control,treated,16
#95748,675,1852,treated,control,20
#98876,209,1454,treated,control,17
#99369,417,1628,treated,control,15
#93819,948,2181,control,control,24
#94358,733,1894,control,control,23
#97320,136,1350,treated,control,24
#90760,620,1775,control,control,24
#95499,416,1644,treated,treated,23
#94368,1064,2267,control,control,22
#92923,689,1876,control,control,23
#90926,934,2094,treated,treated,18
#94670,290,1518,treated,treated,16
#97644,818,2020,treated,control,23
#98519,387,1584,treated,control,22
#96341,40,1255,treated,control,17
#90460,994,2160,control,control,15
#98507,815,2025,control,treated,17
#96635,146,1318,control,control,21
#94623,204,1437,treated,treated,20
#92634,301,1463,control,treated,19
#96424,501,1655,control,control,19
#99235,806,1979,treated,control,17
#96330,292,1509,treated,treated,20
#99082,809,2048,treated,control,24
#93138,208,1405,treated,control,24
#92808,428,1623,treated,control,18
#99928,315,1471,control,treated,18
#91509,426,1604,control,control,23
#97141,762,1979,control,control,18
#99209,113,1326,control,treated,23
#92595,897,2126,control,control,15
#95705,660,1817,control,treated,17
#97214,368,1567,treated,treated,24
#96059,275,1433,treated,control,19
#92553,785,2025,control,control,20
#92629,154,1317,treated,treated,23
#98208,497,1719,control,treated,20
#95984,92,1271,treated,control,22
#93322,203,1442,control,treated,24
#93540,435,1604,treated,treated,16
#90352,901,2146,treated,treated,16
#97528,101,1298,control,control,20
#95016,235,1441,treated,treated,24
#98391,440,1644,treated,treated,15
#96438,267,1479,control,control,22
#98941,336,1492,treated,treated,15
#99436,167,1322,treated,treated,23
#97308,81,1250,control,control,15
#95511,309,1524,treated,treated,24
#96839,678,1900,control,control,15
#92577,484,1727,treated,control,18
#90497,822,2038,treated,treated,24
#98172,1088,2317,treated,control,24
#91708,197,1411,control,treated,22
#99955,434,1635,treated,treated,20
#99924,398,1617,treated,treated,17
#93188,146,1363,treated,control,18
#90360,702,1875,control,control,16
#98145,308,1487,control,control,17
#93709,875,2034,treated,treated,23
#96591,245,1485,control,control,16
#99225,1072,2303,treated,control,24
#99198,566,1719,treated,treated,18
#93538,747,1926,treated,treated,19
#93176,982,2225,treated,control,21
#98575,319,1550,treated,treated,19
#91886,177,1372,treated,treated,23
#97426,43,1234,control,control,20
#94068,793,2023,treated,control,16
#93750,393,1632,control,control,23
#94100,740,1911,control,treated,16
#93600,776,1955,control,control,15
#93145,351,1593,treated,control,19
#91138,839,2050,treated,treated,21
#92312,729,1887,control,control,24
#94114,483,1658,control,control,21
#98601,977,2158,treated,treated,15
#92434,713,1941,treated,control,20
#93600,489,1707,treated,control,17
#96658,825,2050,control,control,24
#96879,1081,2311,treated,treated,20
#99077,958,2120,treated,control,17
#97757,953,2157,treated,control,19
#97734,1026,2260,control,treated,15
#97895,990,2212,control,control,16
#91488,505,1703,control,treated,18
#99368,1093,2263,treated,control,15
#92839,213,1441,treated,control,20
#99741,597,1832,treated,treated,16
#90089,479,1716,control,treated,18
#98939,1035,2279,treated,control,21
#92144,1078,2246,treated,treated,21
#91127,976,2155,control,treated,22
#97810,148,1368,treated,control,24
#94262,883,2063,treated,control,19
#90595,780,2006,treated,treated,23
#92791,522,1726,treated,control,19
#98318,259,1416,treated,control,17
#92120,1074,2225,control,control,19
#98108,271,1489,treated,control,15
#91196,389,1585,control,treated,24
#95746,984,2161,control,treated,19
#97531,257,1496,control,control,20
#96192,600,1849,treated,control,15
#91399,93,1327,treated,control,18
#97879,1070,2289,control,control,18
#90389,203,1429,control,treated,15
#94408,1063,2235,control,treated,18
#97738,307,1508,control,control,16
#99739,257,1412,control,treated,20
#97515,708,1909,control,control,15
#96961,16,1263,control,treated,22
#90265,699,1933,control,treated,18
#91072,995,2170,treated,treated,23
#97683,656,1860,treated,control,21
#92838,517,1694,treated,control,18
#92612,946,2118,control,control,16
#95125,926,2146,treated,treated,16
#97813,531,1767,control,control,19
#95114,348,1530,treated,control,20
#97985,1003,2154,control,control,24
#90798,401,1598,control,treated,23
#96242,105,1322,control,control,20
#90518,1020,2263,control,control,17
#90982,560,1761,treated,treated,16
#98564,453,1620,treated,control,18
#90144,287,1454,control,treated,20
#92746,562,1726,treated,control,15
#91871,55,1208,treated,control,17
#93713,743,1933,treated,control,19
#98819,543,1780,treated,treated,20
#90394,482,1655,treated,control,19
#92856,354,1504,control,control,15
#90938,508,1677,control,treated,19
#96948,911,2098,control,treated,23
