Specimen.ID,born,died,treatment,diet,weight
#96455,669,1903,treated,control,23
#99317,751,1942,control,treated,23
#99664,206,1369,treated,treated,22
#95722,548,1733,control,treated,18
#94212,1085,2327,control,treated,23
#90556,991,2195,treated,control,21
#92310,908,2135,treated,treated,21
#90860,910,2106,treated,control,23
#95670,219,1463,treated,treated,19
#90484,781,1961,control,control,15
#93591,953,2149,treated,treated,20
#99769,895,2054,control,control,16
#91174,374,1564,control,treated,20
#99264,646,1852,treated,treated,16
#99712,965,2133,treated,control,23
#90401,474,1633,control,treated,24
#91740,626,1835,treated,control,24
#98858,167,1407,control,control,17
#97976,1076,2308,treated,treated,24
#95092,899,2131,control,treated,16
#93633,651,1868,treated,treated,22
#93221,949,2142,treated,control,21
#96222,640,1850,treated,treated,19
#97892,992,2210,treated,control,18
#90869,585,1772,treated,control,21
#93891,266,1467,control,control,24
#94276,583,1819,treated,treated,21
#90409,101,1282,treated,treated,20
#92367,731,1966,treated,control,22
#95826,96,1320,treated,treated,23
#95380,384,1552,control,treated,15
#94600,1084,2295,control,treated,23
#94587,336,1496,control,treated,20
#93721,601,1777,treated,control,15
#99540,202,1375,control,treated,22
#93235,615,1814,treated,treated,19
#97908,258,1416,treated,treated,23
#91855,929,2122,treated,treated,20
#96313,579,1750,control,control,15
#90230,1069,2295,treated,treated,23
#91637,505,1705,treated,treated,15
#98542,778,1931,treated,control,20
#97560,789,1986,control,control,18
#97260,712,1935,control,treated,24
#98265,899,2125,treated,treated,18
#98141,777,1953,treated,control,19
#93531,480,1705,treated,treated,24
#90096,699,1904,treated,control,17
#94786,140,1382,control,treated,23
#97832,846,2073,control,control,16
#92668,316,1562,control,control,22
#96497,46,1293,treated,control,19
#91228,44,1228,control,control,24
#92521,412,1660,control,control,16
#92021,610,1792,treated,control,17
#95016,377,1619,treated,treated,15
#94685,651,1866,control,control,19
#92272,901,2124,control,treated,18
#91906,120,1319,control,control,23
#95244,165,1323,treated,treated,15
#95399,7,1157,treated,treated,15
#99657,332,1557,treated,treated,18
#99083,134,1330,treated,control,22
#99710,333,1538,control,treated,22
#97182,848,2013,control,control,18
#91394,95,1251,control,control,23
#93179,208,1398,treated,control,23
#91067,589,1763,control,control,17
#97080,427,1619,treated,control,16
#95549,622,1818,treated,control,23
#92894,848,2061,control,treated,15
#91529,374,1543,control,control,15
#95740,72,1264,treated,control,18
#92082,612,1852,treated,treated,20
#95442,853,2028,control,treated,23
#98838,339,1495,treated,control,18
#99987,541,1740,treated,control,22
#96829,709,1920,treated,treated,15
#95057,834,2037,treated,control,23
#99665,389,1546,control,control,19
#92977,842,1992,treated,treated,21
#91778,100,1315,control,control,18
#99294,248,1459,control,control,16
#90951,569,1744,treated,treated,24
#96228,29,1273,control,control,21
#99292,460,1612,treated,control,16
#95670,387,1556,treated,control,24
#92030,635,1837,treated,treated,19
#94392,485,1700,control,control,16
#94866,36,1264,control,control,18
#91874,82,1250,control,control,16
#90968,170,1352,control,control,15
#92850,229,1472,treated,treated,19
#99485,480,1643,control,control,19
#97595,1060,2281,treated,treated,20
#96421,526,1750,control,treated,16
#90860,282,1523,control,control,18
#99614,545,1697,control,control,22
#91483,126,1370,control,control,23
#94856,792,2038,control,treated,19
#90326,521,1677,control,treated,16
#94455,420,1608,control,treated,17
#90082,901,2061,treated,treated,18
#97831,650,1849,treated,treated,20
#99251,72,1266,control,treated,17
#98189,687,1890,control,control,24
#98204,894,2143,treated,treated,16
#98615,149,1378,control,control,20
#92517,432,1661,control,control,22
#93618,296,1477,control,control,15
#95083,121,1362,treated,control,23
#91314,704,1882,control,treated,21
#96238,598,1804,treated,control,17
#91120,755,1932,treated,control,23
#95232,603,1786,treated,treated,16
#92876,1059,2281,control,control,19
#92871,953,2163,control,treated,23
#95310,672,1867,control,treated,24
#97082,374,1610,treated,treated,19
#98670,1006,2254,treated,control,16
#96029,508,1726,control,treated,22
#93491,24,1233,control,treated,18
#95251,602,1819,treated,treated,24
#93888,595,1763,control,control,18
#96080,35,1201,control,treated,15
#96950,2,1181,control,control,21
#90912,922,2100,treated,control,17
#93186,838,2039,treated,treated,24
#98010,123,1284,control,treated,15
#95706,387,1613,treated,control,24
#98838,147,1365,treated,treated,16
#92995,481,1636,control,control,23
