Specimen.ID,born,died,treatment,diet,weight
#98941,399,1603,treated,treated,21
#95758,177,1376,treated,control,22
#94814,1022,2219,treated,treated,21
#99806,167,1359,control,control,21
#91851,1066,2262,treated,control,17
#96292,163,1384,control,control,16
#93620,621,1868,treated,control,18
#95866,619,1823,treated,control,20
#96259,986,2193,control,control,18
#93636,903,2145,control,treated,20
#98934,671,1907,treated,control,21
#90525,1006,2191,control,treated,21
#99345,412,1594,treated,treated,16
#96694,855,2035,control,control,24
#90117,990,2179,treated,control,17
#93155,1042,2218,treated,control,17
#96114,59,1238,control,control,16
#95084,1085,2300,treated,control,19
#94472,78,1320,control,treated,21
#94325,0,1214,control,treated,23
#90182,633,1878,control,control,19
#90109,283,1530,control,treated,22
#99632,254,1445,control,treated,16
#99874,83,1276,control,treated,23
#91464,324,1559,treated,treated,16
#95486,1039,2242,control,control,16
#96577,136,1292,control,control,22
#93411,1037,2239,control,control,21
#99876,233,1430,control,control,22
#92619,638,1788,treated,control,20
#97381,658,1903,treated,treated,24
#91688,915,2129,treated,treated,15
#97048,6,1222,treated,treated,20
#94157,358,1565,control,control,20
#99467,992,2208,control,control,16
#90457,672,1900,treated,treated,15
#97246,853,2090,control,control,17
#95158,240,1486,treated,treated,15
#92101,681,1913,treated,treated,24
#93675,866,2050,treated,treated,23
#98414,494,1743,treated,control,17
#99811,588,1777,treated,treated,20
#99275,1022,2240,control,control,20
#98553,42,1228,control,control,24
#92414,309,1506,control,treated,21
#91165,1019,2249,control,treated,17
#91264,731,1918,treated,treated,24
#93576,253,1404,treated,control,15
#91173,914,2144,treated,treated,15
#93215,1013,2224,control,treated,18
#91644,949,2195,control,treated,24
#94620,275,1463,treated,control,16
#93494,316,1469,treated,treated,18
#94966,864,2104,treated,treated,22
#96132,677,1859,control,treated,20
#91500,114,1298,treated,treated,17
#90219,264,1490,treated,control,18
#99454,768,1986,control,treated,24
#98524,219,1397,treated,control,23
#94874,903,2152,control,treated,19
#97391,296,1534,control,control,24
#97694,490,1653,treated,control,19
#92083,720,1883,control,control,21
#90277,450,1694,treated,control,20
