Specimen.ID,born,died,treatment,diet,weight
#91695,801,1978,treated,treated,16
#99560,560,1733,treated,control,24
#96684,711,1868,control,treated,19
#91679,138,1329,control,treated,19
#96885,870,2036,treated,treated,20
#99822,701,1887,treated,treated,22
#93738,105,1305,control,treated,18
#98214,595,1754,treated,control,23
#90688,262,1482,treated,control,15
#91063,353,1533,treated,treated,15
#95765,517,1668,treated,treated,15
#93724,915,2080,control,control,24
#94391,193,1345,control,treated,24
#97691,695,1897,treated,control,15
#98799,894,2097,treated,treated,21
#94429,668,1917,control,treated,23
#98277,893,2079,treated,control,22
#91853,501,1710,control,treated,20
#98680,649,1851,control,treated,16
#93808,377,1614,control,control,16
#98094,358,1552,treated,control,22
#93972,873,2114,control,treated,17
#94433,1083,2297,control,treated,16
#93876,708,1956,treated,treated,23
#93847,24,1269,treated,control,21
#97197,212,1392,treated,control,22
#90609,650,1883,treated,treated,16
#93577,282,1432,treated,control,19
#90905,94,1340,control,control,19
#99535,391,1613,treated,treated,17
#92523,978,2159,control,treated,24
#92917,1032,2217,treated,treated,22
#90881,177,1413,control,treated,21
#96882,436,1613,control,treated,24
#97120,973,2140,treated,treated,20
#90176,897,2107,treated,control,17
#95759,295,1507,control,control,23
#97494,889,2123,treated,treated,21
#99619,202,1432,treated,treated,24
#97155,971,2141,control,treated,15
#91209,878,2033,treated,treated,21
#94698,376,1593,control,treated,17
#90701,1059,2250,treated,control,19
#96889,980,2215,control,control,24
#98667,737,1950,treated,treated,23
#96387,999,2197,treated,control,17
#95543,701,1878,control,treated,19
#96241,657,1825,control,control,24
#96349,393,1544,control,control,20
#92463,219,1415,treated,control,18
#93011,13,1199,treated,control,16
#97950,204,1421,control,control,17
#91723,280,1494,treated,treated,19
#97748,1047,2286,control,control,22
#92374,609,1805,treated,control,22
#92933,367,1581,treated,treated,15
#91971,904,2089,treated,control,24
#98789,991,2193,treated,treated,15
#98080,561,1799,control,treated,16
#93262,57,1258,control,control,19
#91823,573,1768,control,control,18
#93737,270,1436,control,treated,22
#99870,1085,2282,treated,control,24
#92720,880,2104,control,treated,20
#92987,4,1225,control,treated,19
#98649,1047,2289,control,treated,21
#99829,999,2170,treated,treated,21
#91792,623,1822,control,control,18
#94342,328,1539,control,control,23
#95993,200,1403,treated,control,21
#90543,779,2020,control,control,21
#99983,747,1992,treated,treated,16
#90770,256,1494,treated,control,17
#97454,901,2109,treated,control,19
#91487,855,2022,treated,treated,22
#95198,809,2044,treated,control,18
#98138,352,1539,treated,treated,15
#98609,719,1894,treated,treated,23
#91090,521,1766,treated,control,17
#93425,171,1374,treated,treated,18
#92318,366,1535,control,control,20
#94606,775,2017,control,control,22
#95154,69,1271,control,control,15
#95158,871,2110,treated,treated,19
#91408,18,1234,control,control,15
#96960,45,1277,control,treated,23
#98750,98,1340,treated,treated,16
#93558,1053,2262,treated,control,18
#96894,425,1616,treated,treated,19
#97388,305,1463,control,treated,21
#98255,439,1621,control,treated,21
#91060,552,1788,control,control,19
#92553,827,2056,control,treated,24
#94531,602,1797,treated,control,21
#93635,871,2045,control,control,20
#93414,177,1379,treated,treated,17
#98583,710,1914,control,control,15
#96054,95,1293,treated,treated,18
#99148,661,1848,control,control,17
#99946,171,1329,treated,treated,16
#94522,757,1981,treated,treated,20
#96911,795,1965,control,treated,18
#96892,385,1604,control,control,22
#95657,623,1860,control,treated,22
#95816,716,1896,control,treated,16
#95573,758,2003,control,treated,20
#98651,652,1843,treated,control,16
#94769,26,1233,treated,control,21
#95152,633,1877,control,control,20
#91507,91,1271,control,control,16
#95072,691,1934,treated,control,15
#91886,5,1221,treated,control,19
#99685,261,1483,control,treated,17
#90586,422,1613,treated,treated,17
#93698,327,1483,treated,control,22
#94057,632,1868,treated,treated,17
#90990,18,1208,control,control,15
#95579,543,1712,control,treated,17
#92103,813,1981,treated,treated,18
#99636,127,1326,treated,treated,22
#90868,859,2010,treated,treated,24
#94309,492,1668,treated,treated,15
#99144,37,1213,treated,control,21
#94622,551,1797,control,control,20
#93208,410,1639,control,control,16
#93852,312,1546,treated,treated,24
#96503,685,1861,control,control,18
#96892,10,1213,treated,treated,23
#94287,539,1747,treated,treated,16
#98289,428,1599,control,treated,15
#93555,557,1797,control,treated,19
#90047,512,1693,treated,control,19
#91346,114,1320,treated,treated,15
#92340,961,2136,control,treated,23
#95438,293,1496,control,treated,20
#90133,347,1505,treated,treated,22
#96709,1015,2209,control,treated,22
#96029,368,1599,treated,control,15
#93486,681,1905,control,control,22
#99162,99,1346,treated,treated,17
#94663,246,1399,treated,control,19
#95903,314,1478,treated,control,23
#90256,306,1465,treated,control,22
#92287,634,1822,control,control,17
#97206,348,1552,treated,treated,17
#97006,691,1916,treated,treated,21
#90272,21,1186,treated,treated,19
#96319,121,1317,treated,control,24
#96098,121,1312,control,control,20
#96844,856,2064,treated,treated,16
#91473,1057,2215,treated,control,16
#98963,644,1882,treated,control,22
#93651,988,2196,control,treated,19
#98162,149,1378,treated,treated,20
#99337,641,1807,treated,control,22
#95064,488,1696,control,control,23
#94706,185,1408,treated,control,18
#93758,1014,2174,treated,treated,16
#95577,629,1809,treated,control,15
#92326,445,1621,treated,treated,16
#93670,770,1988,control,treated,16
#93201,919,2090,control,control,21
#99467,301,1482,control,control,21
#90790,1041,2206,control,treated,23
#93655,189,1432,treated,treated,18
#97213,107,1295,treated,treated,16
#98144,722,1931,control,treated,21
#90994,301,1515,treated,control,23
#93840,381,1626,control,control,21
#97347,164,1324,treated,treated,21
#99192,969,2168,treated,control,23
#99407,623,1840,control,treated,17
#91540,790,1982,control,control,18
#93305,289,1528,treated,treated,16
#92544,205,1438,treated,control,15
#92814,1008,2177,treated,control,18
#91736,679,1917,control,treated,20
#90070,223,1428,control,control,24
#97207,876,2036,treated,control,16
#99776,741,1892,control,treated,23
#96567,127,1317,treated,control,15
#95690,486,1690,control,treated,24
#92905,687,1862,treated,treated,21
#96538,442,1651,control,control,18
#93349,43,1265,control,treated,15
#90670,744,1925,control,control,16
#97423,941,2096,treated,control,20
#98610,584,1819,treated,treated,19
#95696,178,1334,control,control,16
#93463,891,2114,control,treated,24
#92959,1062,2302,treated,treated,17
#91560,909,2073,treated,treated,23
#97191,826,2050,treated,treated,19
#94711,1091,2294,treated,control,21
#95405,60,1295,control,treated,19
#95056,487,1717,treated,treated,24
#97001,363,1562,treated,treated,22
